		D0052A	D0053A	D0057A	D0058A	D0063A	D0064A	D0068A	D0069A	D0073A	D0074A	D0078A	D0079A	D0085A	D0086A	D0089A	D0090A	D0095A	D0096A	D0100A	D0101A	D0105A	D0107A	D0110A	D0111A	D0116A	D0117A	D0121A	D0122A	D0127A	D0128A	D0132A	D0133A	D0137A	D0138A	D0142A	D0143A	D0147A	D0148A	D0152A	D0153A	D0158A	D0159A	D0163A	D0164A	D0167A	D0173A	D0174A	D0177A	D0182A	D0187A	D0192A	D0198A	D0203A	D0208A	D0213A	D0270A	D0271A	D0275A	D0276A	D1030A	D1031A
Proteobacteria	S69C156-Lasker2021	-10.01128987	-9.644555788	-5.989569145	-5.951916272	-9.618560823	-9.749561012	-8.414316167	-8.222788144	-10.71433134	-11.05111518	-9.484444641	-9.233998839	-12.08994965	-11.88083333	-7.586329463	-7.443937002	-11.858994	-11.24259406	-8.729455472	-8.270925555	-11.37191899	-11.49711521	-8.356167541	-8.585611389	-8.113469332	-8.273476094	-7.694688354	-7.674133241	-8.035069804	-7.992724252	-5.934546551	-6.632777212	-9.232317714	-8.732928005	-4.997549439	-4.894751661	-7.74965981	-8.019306101	-5.651599957	-5.64394363	-5.141899191	-4.989197049	-4.703558177	-4.947195251	-7.65512522	-9.467913502	-8.861006347	-7.839035798	-5.238199979	-7.618318238	-7.212173788	-10.29988658	-6.508109135	-10.79793529	-5.03714227	-6.275288525	-6.014263683	-6.355727176	-6.402580893	-7.32374053	-7.430256009
Bacteroidota	S69C266-Flyer2018	-7.650504469	-7.392262458	-4.494318584	-4.461166297	-7.833326794	-7.547680227	-3.853163281	-3.82994061	-12.26714824	-10.81625106	-8.428267714	-8.653461125	-10.82978302	-10.99261312	-5.686758528	-5.496855626	-10.71577685	-11.06763829	-5.232783909	-4.872348309	-12.12100814	-12.2963936	-6.933591888	-6.942427742	-7.499376005	-7.43365845	-5.975996871	-6.081583584	-6.975255408	-7.026488816	-1.491930466	-1.555077856	-7.761786914	-6.725953857	-1.341232277	-1.348313412	-5.409945125	-5.91671417	-1.813534201	-1.749651288	-2.763327801	-2.648287584	-1.165788426	-0.740065007	-6.167660106	-3.057226601	-2.794880893	-5.797419381	-1.129830544	-2.021561305	-1.297848886	-8.972971443	-2.000308705	-8.885203929	-1.346026884	-3.466205549	-3.293040233	-1.113775884	-1.235492536	-5.800218829	-5.540375425
None	S69C31-Lasker2021	-8.303205265	-8.634444512	-3.313628965	-3.26053395	-8.192295467	-8.227597925	-7.954581382	-8.149737717	-8.297891892	-8.109919387	-4.087002005	-4.032212033	-8.500281258	-8.622692106	-4.106735028	-4.081790614	-8.711544132	-8.885943175	-5.662774225	-5.285003096	-7.901227397	-8.271632004	-2.888419918	-2.854004074	-7.038381	-6.846731584	-4.228409537	-4.167689296	-6.890849982	-6.963413274	-6.052792399	-6.410960265	-7.997969847	-7.759141924	-4.807826785	-4.621027247	-7.162196534	-7.291329163	-6.539700492	-6.821597858	-5.406123648	-5.392480936	-4.171576748	-4.714657204	-7.512044139	-6.860413115	-6.578146255	-7.883412596	-4.650196109	-7.033098345	-6.678315272	-8.753273057	-6.879597847	-8.599367377	-4.291707069	-6.724691081	-6.366649463	-6.861060451	-6.845061928	-3.902628274	-4.060521622
Bacteroidota	S69C438-Lasker2021	-8.428281484	-8.536964665	-5.704243181	-6.18642918	-6.277254704	-6.079821294	-1.355563427	-1.362120591	-10.58579331	-9.694983356	-10.61426023	-11.7705092	-11.02507922	-20.72326584	-6.722793128	-6.590664294	-11.41785804	-10.81105504	-6.189351011	-5.735581548	-14.75558891	-13.21386624	-9.020391395	-9.229081393	-5.522860221	-5.396578476	-5.768265765	-5.916272885	-5.131628533	-5.17065617	-3.857157524	-3.829597569	-6.025419342	-6.03480638	-3.103667189	-3.158184594	-6.27812325	-6.377832159	-2.805100443	-2.790212928	-4.452276496	-4.223231193	-3.813481008	-3.452010023	-6.2434445	-5.118767213	-4.822337009	-6.858729904	-3.602012491	-3.435103875	-2.746164599	-8.018975626	-3.348307149	-8.344003579	-4.529028462	-5.191271879	-4.665799027	-1.914328601	-2.032689484	-6.940271549	-6.649698123
Proteobacteria	S69C667-Flyer2018	-3.946059687	-3.698785356	-1.173731707	-1.096885158	-3.235218619	-3.200384964	-1.501675803	-1.264882713	-5.933766179	-5.961730653	-0.821118127	-0.75079769	-5.639113084	-5.428566722	0.963240232	0.991706246	-5.568639217	-5.653238535	0.697083573	1.139823392	-6.329558955	-6.632270694	0.12807056	0.262590778	-2.745850251	-2.632142548	0.623071545	0.659137917	-2.360345666	-2.412050634	0.096681694	-0.297878546	-3.070213694	-2.969238377	0.546270391	0.509808908	-3.12030243	-3.271034546	0.226445694	0.269749695	-0.895664422	-0.604267174	0.438527217	0.53374187	-2.767581838	-1.69149485	-1.403164257	-3.181431665	0.424752244	-0.700929019	0.077160004	-4.72603652	-0.026767678	-6.746122092	0.501283038	-1.531015204	-1.422372621	0.515892327	0.416588085	0.808410422	0.941928381
Bacteroidota	S6C105-Lasker2021	-9.00298561	-8.430213523	-4.003649434	-3.83157458	-8.531973484	-8.226150647	-2.531797183	-2.547708172	-11.1023379	-10.46503737	-8.6373052	-8.433101936	-10.28543327	-10.39397713	-4.767739117	-4.756822955	-10.55358896	-10.74594658	-4.608241197	-4.440562005	-10.90719165	-11.86312721	-6.513105715	-6.464272425	-6.553709929	-6.34748719	-4.583699441	-4.578366438	-8.296529512	-8.264816988	-5.620513316	-5.625452232	-8.782728002	-8.984263926	-5.995492408	-6.041565878	-9.308043392	-9.695537723	-6.205104699	-6.162006018	-7.185432765	-7.087766068	-6.000180097	-5.576675575	-8.696700492	-6.615354806	-6.422779174	-9.247640202	-5.927613737	-6.349895031	-5.51128586	-10.42541497	-6.153382575	-12.31278941	-4.894046037	-7.784365788	-7.513649195	-5.262366802	-5.43326622	-4.816618889	-4.707077449
Bacteroidota	S6C115-Lasker2021	-10.26712468	-9.803464134	-8.847083844	-9.001636168	-8.492617805	-8.407727942	-3.090564056	-3.149629022	-12.5595171	-12.44530849	-11.85756018	-11.48075023	-10.91937102	-10.50851533	-7.364312028	-7.320146215	-11.62361689	-11.15314855	-8.126885478	-7.717724947	-13.20193308	-12.29933728	-9.012776735	-9.27269025	-7.852792948	-7.658927413	-8.138595228	-8.058565777	-7.738911634	-7.813829379	-6.703921854	-6.677743846	-8.486283215	-8.621413413	-5.05399817	-5.123180726	-8.696906094	-8.817181948	-4.885178259	-4.932305704	-6.256289733	-6.097555908	-5.397864236	-4.977218323	-9.238034797	-8.161673515	-7.91789405	-9.31637894	-5.064494135	-6.732418643	-5.993719969	-10.02159553	-5.993408034	-11.90128356	-6.551792929	-8.019169382	-7.535528475	-4.595370015	-4.740059872	-7.614073721	-7.229591031
Actinobacteriota	S6C355-Lasker2018	-1.319776808	-1.249919362	-10.21599557	-9.428729294	-0.906376216	-0.919178545	-8.363189194	-8.888273467	-0.60849799	-0.519935828	-11.30450627	-10.54974592	-0.320556426	-0.354258864	-9.34987466	-8.563423692	-0.116080659	-0.075258386	-9.882363387	-11.50176606	-0.151766531	0.041937213	-11.68464102	-11.27023806	-2.116764573	-2.01733186	-7.187794632	-8.898519645	-0.900283851	-0.962433678	-11.01095622	-12.19141539	-0.697220142	-0.717317604	-8.469938062	-8.777657971	-1.101857044	-1.138024431	-5.951152776	-6.562058718	-3.083326308	-3.011724775	-7.342800249	-8.308927651	-1.428602956	-11.74255865	-20.72326584	-1.231802582	-9.491543213	-1.171676068	-6.364348783	-0.473148568	-5.967363329	-0.57276202	-10.0734811	-1.953283499	-1.97152188	-5.39209074	-5.47078287	-9.38367083	-8.962433733
SAR324	S6C453-Lasker2018	-0.801957081	-0.766009656	-6.381185547	-6.582781902	-0.997052675	-0.985132576	-8.708569822	-9.845968359	-0.425802981	-0.319545632	-9.181324047	-9.552369872	-0.407489554	-0.380035181	-8.475907592	-7.94301988	-0.285732839	-0.225367321	-9.743074238	-9.356492559	-0.154050125	-0.179337333	-9.827209819	-9.837344351	-1.683215726	-1.572601766	-6.354540103	-7.706542281	-0.871018986	-0.820439174	-8.234521751	-8.832060798	-0.606305373	-0.600121789	-6.685951184	-7.004344773	-0.715880186	-0.740740862	-7.27242802	-7.924761222	-2.016289924	-2.093144885	-6.291960582	-8.234107227	-0.958776268	-11.0962112	-10.61130676	-0.872608828	-9.117170517	-3.158223298	-6.685424858	-0.34127447	-6.650838131	-0.025522905	-7.118093544	-1.572677237	-1.530442086	-6.982658324	-7.039230319	-8.698932478	-8.055488024
Actinobacteriota	S6C755-Lasker2018	-3.55480237	-3.466571932	-9.39568393	-9.307985836	-3.702677491	-3.312585284	-10.07053871	-10.03675484	-3.265929147	-3.312517031	-13.74459367	-20.72326584	-3.279439403	-3.291258336	-10.58936387	-9.899835031	-3.122331543	-3.09317795	-9.691286371	-9.885491163	-3.452083696	-3.270457082	-11.85081356	-10.68811268	-4.382003595	-4.312977775	-8.689354875	-9.423981465	-3.540959712	-3.612190265	-10.08112521	-10.64321238	-3.402053718	-3.471792479	-9.081454666	-9.350890395	-3.666426108	-3.641469251	-7.211592343	-7.439611163	-4.986543262	-4.864892637	-8.771880817	-9.315360779	-3.765248491	-20.72326584	-13.17005732	-3.825481843	-9.766756913	-3.667068101	-7.332511775	-3.19429417	-7.799901646	-3.446984023	-11.01153637	-4.200553371	-4.230534732	-6.905086344	-7.132638342	-11.0604734	-9.950354531
Proteobacteria	S6C78-Lasker2021	-10.60109221	-11.10291739	-9.281491535	-9.4037468	-10.77305101	-10.79028609	-9.289738447	-9.499343984	-11.96566467	-12.58303619	-9.437863249	-9.134217367	-11.94671065	-11.42403558	-8.65487312	-8.512485092	-10.93716921	-11.52898849	-9.585741621	-9.254390906	-12.12583284	-13.20446998	-8.514476385	-8.39710619	-9.953189272	-9.67367175	-8.710045139	-8.467641793	-9.096723157	-9.064843341	-5.695947707	-6.466856491	-9.17291213	-6.705207818	-1.998564836	-1.890084585	-6.594260733	-6.455996008	-2.571976059	-2.674418476	-2.871036546	-2.716546034	-1.622936099	-1.81910548	-9.876337085	-9.38404058	-9.103510922	-8.469977266	-2.25258879	-8.369651632	-7.606337905	-10.56248431	-6.820709061	-10.12463285	-4.885452901	-8.350024148	-6.84072926	-5.481189651	-5.649472999	-8.43904258	-8.35550913
Bacteroidota	S6C824-Lasker2021	-9.766981723	-9.262206778	-5.244934337	-5.938653373	-8.531758604	-8.041440184	-3.749288487	-4.312626252	-10.4657116	-9.278529773	-7.98892089	-7.740082967	-11.70067424	-10.5986702	-4.341511682	-4.270206014	-11.02268138	-10.77300969	-4.917630998	-4.567167233	-10.22311414	-11.29902328	-4.337564298	-4.281555107	-6.141060515	-6.023831759	-4.322086972	-4.355350352	-6.448528449	-6.545262044	-1.923045697	-2.16504805	-7.100812012	-6.726306853	-1.812171601	-1.845879866	-6.307103449	-6.409291327	-3.829994041	-3.905750668	-2.546418575	-2.450749415	-3.333247346	-3.753989488	-7.621928567	-4.870327405	-4.431485486	-7.755002061	-4.203920015	-3.901097556	-2.901976865	-8.298704979	-1.857118288	-8.92784548	-2.533734342	-5.0224565	-3.218960478	-2.099512127	-2.194353429	-4.171712096	-4.2266254
Proteobacteria	S70C145-Lasker2021	-7.654978232	-7.479447418	-4.840981637	-4.759472611	-7.170255285	-7.143469511	-8.599301589	-8.819521464	-11.25164617	-11.33669182	-8.472342682	-8.319247578	-10.94220053	-11.19705047	-6.260821894	-6.192652398	-10.59814115	-11.37960606	-7.509689754	-6.92197561	-11.51103805	-11.82601246	-6.553609431	-6.472181876	-6.377114028	-6.307441353	-6.068981215	-6.191202167	-5.010610884	-5.008928951	-4.806105489	-5.761807916	-5.799680699	-5.647739675	-3.401351364	-3.321352807	-5.711366763	-5.905085036	-5.044209399	-5.137879606	-3.195371332	-3.082105374	-3.096387676	-3.85749912	-5.340415175	-8.19460529	-7.848867275	-5.658772016	-4.089260966	-7.239142944	-6.460412478	-7.680193317	-5.884994579	-10.47933829	-4.094420925	-4.529983218	-4.496973307	-6.240132543	-6.30011882	-6.102664747	-6.258771346
Proteobacteria	S70C156-Lasker2021	-9.328135433	-9.074273771	-5.669606871	-5.590190797	-9.031753698	-8.796441594	-6.720782307	-6.770767093	-11.50356075	-11.4662356	-8.589814423	-8.745606981	-11.24845511	-12.24035743	-6.180553833	-6.207159657	-11.28862091	-11.39799628	-6.493789405	-6.30966796	-12.91261312	-11.05453033	-7.106666202	-6.860115967	-7.761378066	-7.511343605	-6.094535818	-6.155425127	-7.739177956	-7.805128726	-5.483825595	-6.112954264	-8.803479106	-8.393943083	-4.661403451	-4.552280721	-7.454206699	-7.813544347	-5.296056325	-5.325548799	-4.942607466	-4.812350702	-4.398260168	-4.563872976	-7.500297865	-7.877128906	-7.615177363	-7.542907362	-4.885821036	-6.972583122	-6.526583478	-10.5732744	-6.101248164	-10.93501979	-4.693998121	-6.052998307	-5.831319924	-5.879557229	-5.938161154	-6.25572274	-6.132013787
Bacteroidota	S70C171-Flyer2018	-7.367674883	-7.018468908	-4.096706469	-4.401646655	-5.413470788	-5.338920364	-2.546473961	-2.770871781	-9.538598428	-8.842701334	-6.496138862	-6.579399823	-9.147630021	-8.811888063	-2.8189233	-2.738395534	-8.913999669	-8.961531569	-2.66041097	-2.142918133	-9.636438433	-10.10706228	-3.979009213	-3.878278606	-3.93118452	-3.869785981	-3.503906216	-3.463479059	-3.618887493	-3.6858262	-1.744179746	-2.093048976	-4.56770823	-4.451003192	-1.428851189	-1.414858454	-4.4260454	-4.588301663	-2.459579476	-2.521892624	-2.018516684	-1.801671384	-1.994602495	-2.010612057	-4.294215264	-3.679911626	-3.29138117	-4.56354007	-2.459590181	-2.513943228	-1.861972486	-6.823295112	-1.916129996	-8.817389373	-1.839608842	-2.884526608	-2.469535935	-0.822573682	-1.028298707	-2.857302627	-2.732875269
Thermoplasmatota	S70C92-Lasker2021	-5.016351611	-4.83969286	-0.047119175	-0.137464648	-3.84641501	-3.798720347	-2.296803528	-4.195584546	-8.736958705	-8.762232208	-6.756301948	-6.653027483	-7.636599754	-7.28204859	-1.266409603	-1.183089222	-7.442860105	-7.656459991	-2.431133936	-1.774017487	-7.867678514	-9.524674475	-3.321074539	-3.433805205	-1.568093634	-1.485395128	-1.812304127	-1.977681798	-1.75567962	-1.812448615	-0.40014559	-1.333241558	-2.515629612	-2.46645563	-0.852569026	-0.865792263	-2.849029587	-3.092349721	-4.034239624	-4.513965696	-0.242557742	-0.112058116	-0.720776867	-1.566567133	-2.801395835	-3.932945615	-3.811226268	-3.112409808	-1.474936299	-3.426154916	-2.814350475	-4.909306625	-2.577836073	-6.440191749	0.079202694	-1.442386812	-1.305665495	-3.875036228	-3.933229431	-0.962991323	-1.110605417
None	S71C144-Lasker2021	-9.516082144	-9.084147694	-3.021889182	-3.063938719	-7.320183735	-7.293634842	-6.091419919	-7.347628619	-10.86663418	-10.50205296	-4.797115988	-4.633842331	-9.690882699	-9.177505824	-3.464786881	-3.297609259	-10.15059514	-10.41922301	-5.716889082	-4.989393115	-8.447236112	-9.635181743	-2.721593889	-2.68915656	-7.277847548	-7.001187883	-4.084658761	-4.081784511	-5.958236524	-6.070268519	-6.116440369	-7.41780154	-7.338261679	-6.536059111	-3.195677572	-2.909351314	-6.292774688	-6.242543997	-4.856500657	-5.192537225	-4.172315423	-4.01463447	-2.298315013	-3.194643391	-8.315823213	-9.503621557	-9.290587117	-7.897760099	-3.554215598	-9.141646185	-8.647667775	-8.746913321	-6.867996153	-10.06251939	-3.797598715	-6.384133279	-5.327098601	-6.332472744	-6.216840689	-3.220477206	-3.399295641
Proteobacteria	S71C145-Lasker2021	-7.823378883	-7.450350935	-4.963349833	-4.850096391	-7.327354429	-7.346586387	-8.417784966	-8.997632281	-11.7696373	-11.69369151	-8.71136962	-8.537026579	-10.781864	-10.95669729	-6.49487202	-6.38261299	-11.64152692	-10.52978168	-7.69481814	-7.182800533	-11.02243923	-13.67688544	-6.651584462	-6.663810384	-6.44122944	-6.335040798	-6.231065075	-6.345275425	-5.111043592	-5.128293956	-4.899700521	-5.820994375	-5.863513611	-5.722739081	-3.554741121	-3.488567008	-5.847209306	-6.035091848	-5.21148306	-5.261639056	-3.346006489	-3.222076316	-3.254694187	-3.998268985	-5.490018212	-8.422015293	-8.213369892	-5.756318341	-4.245637539	-7.470357366	-6.756627994	-7.784706699	-6.104130169	-11.02013427	-4.255763955	-4.640366109	-4.624108387	-6.553263516	-6.541813426	-6.208209066	-6.299638022
Proteobacteria	S71C156-Lasker2021	-10.2518887	-10.19110829	-6.270478483	-6.151740112	-9.779028593	-9.621260542	-8.273754742	-8.389183691	-20.72326584	-13.42265792	-9.156969904	-9.092987029	-12.4126921	-11.269159	-7.355480243	-7.337722989	-11.80288565	-11.98000962	-8.549254197	-8.078064836	-12.18465818	-11.36396724	-8.530210855	-8.436374923	-8.082611774	-7.948152331	-7.463607383	-7.681209756	-8.397783435	-8.257198733	-6.161142453	-6.880224162	-9.408262304	-8.846418769	-4.938827313	-4.78840504	-7.93557518	-8.141627722	-5.635753147	-5.588083743	-5.250304323	-5.102086987	-4.545314142	-4.802995223	-7.864897641	-9.882162301	-9.405415795	-7.988906208	-5.088946042	-7.988300652	-7.404638123	-10.73778341	-6.47398834	-12.3066264	-5.154727161	-6.423537403	-6.249435233	-6.384177945	-6.37769307	-7.190102222	-7.323364667
Proteobacteria	S71C1588-Lasker2021	-9.199242878	-9.112212257	-6.683391512	-6.746864564	-8.936077789	-9.058822756	-10.65061568	-10.90127016	-20.72326584	-12.51149233	-11.90102878	-11.73903316	-12.8282779	-13.5757249	-8.327123479	-8.34292779	-13.01118522	-12.68602913	-9.870079237	-9.278237059	-13.72044186	-13.43676068	-8.428885838	-8.821012844	-8.383892294	-7.976058445	-8.300651223	-7.946571675	-6.573168247	-6.433722403	-6.016870277	-6.981173169	-7.239930465	-6.954030731	-3.469690335	-3.321153985	-6.710453652	-6.855511372	-4.930765432	-4.932936789	-3.621881847	-3.453598943	-2.928057438	-3.558574962	-6.711112512	-9.447591532	-9.040086842	-6.956209135	-3.704260336	-8.72846913	-8.25837212	-9.360351614	-6.663592272	-11.45678051	-4.83760956	-5.80834411	-5.594472219	-6.907566697	-7.095672864	-8.134350894	-8.314934743
None	S71C31-Lasker2021	-9.347511707	-8.979791746	-3.187899387	-3.141060496	-8.486619225	-8.457163476	-7.82912946	-8.457805193	-8.442538048	-9.56870095	-3.761739178	-3.694516553	-9.436778093	-9.289918138	-3.901824636	-3.887050237	-9.917967016	-9.845453162	-5.725462599	-5.22302327	-8.500643742	-9.186921937	-2.673498192	-2.626380942	-6.955963275	-6.840233836	-3.992778121	-3.936613847	-6.925235878	-6.939727527	-6.304406775	-6.911421692	-8.237093291	-7.77280433	-4.289378541	-4.08324149	-7.158836259	-7.258191581	-6.146907535	-6.501115528	-5.172654878	-5.141151186	-3.520830434	-4.085792456	-7.602472491	-7.960804892	-7.599527885	-8.038957136	-3.976245576	-8.630095911	-7.998875285	-9.302865668	-7.518539074	-10.03964433	-4.252827553	-6.70863921	-6.303668573	-7.321821924	-7.283665687	-3.699146581	-3.853332158
Proteobacteria	S72C195-Lasker2021	-6.613792993	-6.455729856	-9.788219143	-10.33437417	-2.466430302	-2.5038726	-10.6453065	-14.9771684	-6.615157906	-6.546006698	-12.61014577	-12.63635169	-4.16273947	-4.127098194	-10.13762236	-10.0692766	-4.028156846	-3.895085017	-11.46287705	-11.03737052	-6.188554461	-6.221431424	-9.922928407	-10.42225261	-6.088940406	-5.928075937	-9.701297848	-10.21165673	-3.252193418	-3.217072677	-10.38332336	-11.31723073	-3.177012381	-3.125741397	-9.091750373	-8.96956777	-3.7432654	-3.724793678	-10.64175989	-11.07146529	-5.987436789	-6.326428266	-9.216021016	-10.05895517	-4.436917297	-13.01789553	-12.35927254	-2.80339057	-9.848399926	-6.91127627	-10.60811304	-3.904458588	-10.47475765	-3.784224207	-9.756201535	-2.779423627	-3.012041326	-9.039806602	-9.4189588	-9.710278414	-10.00833131
Proteobacteria	S72C275-Lasker2021	-5.898542307	-5.731693118	-9.71735422	-9.485030013	-3.941013858	-3.96304681	-10.09597072	-9.642666478	-7.271190019	-7.312882804	-10.48550289	-10.48884098	-5.834067816	-5.821877093	-8.318235904	-8.093507589	-5.631491962	-5.644252532	-9.141694361	-8.742260655	-7.83026838	-7.597196435	-9.481520894	-8.886844682	-5.855278032	-5.707198924	-8.374202857	-8.813338308	-2.495003084	-2.480576745	-8.14256255	-8.476540523	-1.956420473	-1.920887399	-6.938955132	-7.032708937	-1.838717872	-1.819387692	-5.498646165	-5.713742572	-2.48703426	-2.471677688	-6.586995844	-7.366529079	-1.658739817	-10.08817116	-9.889873644	-1.445377747	-7.827265939	-2.580700657	-6.137401671	-2.395411589	-7.101865093	-1.863572765	-8.253422225	-1.982919362	-2.130700521	-5.109046628	-5.446249926	-8.195238686	-8.32888509
Proteobacteria	S72C284-Lasker2021	-6.424699698	-6.219264623	-11.53562394	-11.48428922	-2.267019021	-2.271539911	-10.82896904	-10.52217816	-6.123396351	-6.244840837	-10.31053907	-10.44260895	-5.585869314	-5.549394092	-10.41661399	-10.0687976	-5.590034984	-5.535128901	-10.69698201	-10.35384063	-6.917488291	-6.720794251	-10.87738372	-11.473534	-5.84154904	-5.692824315	-10.0583494	-11.03129352	-3.080399578	-3.123992986	-10.92644799	-10.8130165	-3.041348429	-2.999471355	-9.412850024	-9.425633196	-3.523411898	-3.53718028	-8.156715338	-8.384160098	-4.858792404	-4.923044931	-8.688162964	-9.356457491	-4.068384636	-12.24743895	-11.74477884	-2.477072763	-9.413324448	-6.113698262	-9.765207577	-3.980333271	-9.606541499	-4.319288709	-10.49775772	-1.935888388	-2.19728587	-8.032252429	-8.26088194	-10.55402473	-10.52588602
Proteobacteria	S72C297-Lasker2021	-6.955259131	-7.110449598	-8.898813485	-8.904972249	-8.80944596	-9.136436871	-7.692738972	-7.444253817	-10.4813727	-10.42330471	-10.45023636	-10.03652343	-10.40916691	-9.835827278	-8.41600916	-8.342711788	-9.020943571	-9.426238733	-8.373188566	-8.327830068	-11.65438005	-12.15705748	-9.579478951	-9.578229388	-8.23390197	-8.341089886	-8.598444354	-8.838686268	-6.975819582	-7.210883498	-3.584352065	-3.718404088	-7.194644932	-7.330164033	-3.785709304	-4.06039112	-7.362595827	-7.513360282	-3.633793758	-3.518739661	-5.137306563	-4.768192065	-5.279556124	-4.958973158	-7.197572643	-2.046021845	-1.796035774	-7.140069503	-4.340683253	-2.603200157	-1.396074992	-7.002730575	-2.753443864	-7.35553343	-4.059246219	-4.927382145	-4.858947638	-3.216212599	-3.321609654	-8.877698892	-8.501174528
Thermoplasmatota	S72C644-Lasker2021	-4.284238654	-4.277668205	-11.073244	-10.3111105	-4.261019575	-4.323417483	-12.9249971	-20.72326584	-4.766714414	-4.71699164	-20.72326584	-20.72326584	-3.895397577	-3.917021025	-20.72326584	-20.72326584	-3.74368231	-3.690254319	-20.72326584	-20.72326584	-4.493614947	-4.497836039	-12.29643509	-11.47498345	-4.976808482	-4.843317356	-11.23368831	-12.58864749	-3.952797032	-3.969305515	-20.72326584	-20.72326584	-3.688208639	-3.68283643	-11.23727083	-11.71513003	-3.85668925	-3.9907153	-12.16022803	-11.89366794	-5.129761625	-5.071871275	-10.26155861	-12.07672673	-4.127974172	-20.72326584	-20.72326584	-3.923115146	-20.72326584	-6.809920743	-9.824201125	-3.596980978	-11.41270644	-2.684817713	-11.08361689	-4.579836706	-4.591894055	-12.02065173	-12.8812519	-20.72326584	-11.67685044
Proteobacteria	S73C184-Lasker2021	-4.640413189	-4.455922248	-5.983253629	-6.059630461	-3.191081661	-3.191074464	-7.971192643	-8.413010039	-4.234871429	-4.379168164	-7.978440445	-7.808850377	-4.634037877	-4.594366655	-5.363256181	-5.352721326	-4.686226782	-4.602769071	-6.969536219	-6.385071028	-6.349507913	-6.338554828	-6.443757524	-6.475029087	-2.992493703	-2.881354835	-4.959851404	-5.128477652	-3.084215766	-3.111967573	-4.985559535	-5.868565165	-3.568217934	-3.499837629	-3.393976872	-3.4393261	-3.672341011	-3.833439254	-4.488418793	-4.674793292	-2.219818207	-2.131110814	-3.425143792	-4.113932663	-3.430168594	-6.719836085	-6.390042844	-3.238035301	-4.294807169	-5.851330674	-5.292728215	-4.539817652	-5.123394781	-6.374137442	-4.911743989	-2.480545203	-2.551811989	-5.367290303	-5.521523245	-5.198759494	-5.256111498
Proteobacteria	S73C40-Lasker2021	-6.942262938	-6.88009342	-7.681828282	-8.037186324	-4.665136721	-4.648217363	-3.193497569	-3.070712943	-5.783971793	-5.986413087	-9.044095649	-9.294772097	-5.293321129	-5.320529234	-4.288060995	-4.468599984	-5.014056033	-5.017709548	-3.464755743	-3.358887857	-7.118313546	-6.884223535	-5.828838785	-5.810442234	-3.237992489	-3.210884218	-4.187237193	-4.210595834	-5.991075503	-6.098142731	-4.371831106	-4.70322159	-6.072168874	-6.152913273	-4.559382143	-4.885633748	-7.316942907	-7.428004398	-4.503538032	-4.392757364	-6.367155847	-5.976040984	-5.376891939	-4.838922057	-7.625704175	-3.244742322	-2.984114344	-7.401493232	-5.039230621	-3.103761614	-2.527642838	-6.259095448	-2.637924677	-8.276280766	-4.117614868	-5.874722515	-5.56883354	-3.020602633	-3.018059215	-4.89257583	-4.585368049
Proteobacteria	S73C465-Lasker2021	-3.570843508	-3.45692964	-8.097144608	-8.066705516	-2.89022758	-2.854684636	-9.919410817	-10.45912088	-4.280133732	-4.300054982	-9.505537411	-9.938870408	-3.575133213	-3.548225423	-8.183029188	-7.819923022	-3.602935877	-3.504344216	-9.40363657	-8.778670949	-4.622349	-4.559734403	-8.342615667	-8.051847581	-3.758347224	-3.647263343	-7.537531495	-8.57966968	-2.936499849	-2.906194888	-10.34427161	-11.05529963	-2.703452273	-2.664429217	-7.91671573	-8.002336304	-2.719311103	-2.72141358	-6.818733557	-7.154929518	-3.527452885	-3.615981694	-7.093906921	-7.826135943	-2.608087936	-20.72326584	-20.72326584	-2.537269978	-8.542491923	-4.566532527	-7.661178228	-2.774952682	-7.993464452	-2.445298385	-9.151570174	-2.833873441	-2.920955208	-6.620027783	-6.967862417	-8.178578965	-7.837444369
Thermoplasmatota	S73C644-Lasker2021	-3.940704001	-3.93174644	-9.839862411	-9.692757693	-4.014214381	-4.078466745	-12.50531461	-20.72326584	-4.455870568	-4.423721593	-12.71240239	-20.72326584	-3.740627715	-3.716429495	-13.17150052	-10.76779494	-3.563441102	-3.519991019	-12.72691628	-20.72326584	-4.346483367	-4.397257152	-10.54192502	-10.61812737	-4.688400067	-4.560143476	-9.946411442	-10.90092863	-3.708875693	-3.768830259	-20.72326584	-12.33345151	-3.485396227	-3.479473481	-10.50311798	-10.83631125	-3.632288784	-3.687479514	-10.70300318	-10.23482017	-4.870129898	-4.761736514	-9.976845286	-10.96236957	-3.857084164	-20.72326584	-20.72326584	-3.694707886	-20.72326584	-6.422686698	-9.415415519	-3.342638912	-10.38899842	-2.595267098	-10.62545495	-4.384157664	-4.309289539	-10.56326646	-10.71667591	-12.23390469	-10.57182513
