		1903buk1_0m-2	1903buk2_0m-1	1903buk2_0m-2	1903buk3_0m-1	1903buk3_0m-2	1903buk4_0m-1	1903buk4_0m-2	1903_buk5-1	1903_buk5-2	1903_buk6-1	1903_buk6-2	1903c111_100m-1	1903c111_100m-2	1903c111_100m-3	1903c111_10m-1	1903c111_10m-2	1903c111_5m-1	1903c111_5m	1903c114_100m-1	1903c114_100m-2	1903c114_100m-3	1903c114_10m-1	1903c114_10m-2	1903c114_5m-1	1903c114_5m-2	1903c117_100m-1	1903c117_100m-2	1903c117_100m-3	1903c117_50m-1	1903c117_50m-2	1903c117_5m-1	1903c117_5m-2	1903c118_100m-1	1903c118_100m-2	1903c118_100m-3	1903c118_23m-1	1903c118_23m-2	1903c118_5m-1	1903c118_5m-2	1903c119_100m-1	1903c119_100m-2	1903c119_100m-3	1903c119_11m-1	1903c119_11m-2	1903c119_5m-2	1903c122_100m-1	1903c122_100m-2	1903c122_100m-3	1903c122_28m-1	1903c122_28m-2	1903c122_5m-1	1903c122_5m-2	1903c123_10m-1	1903c123_10m-2	1903c123_5m-1	1903c123_5m-2	1903c123_70m-1	1903c123_70m-2	1903c123_70m-3	1903c124_100m-2	1903c124_100m-3	1903c124_15m-1	1903c124_15m-2	1903c124_5m-1	1903c124_5m-2	1903c126_100m-1	1903c126_100m-2	1903c126_100m-3	1903c126_45m-1	1903c126_45m-2	1903c126_5m-1	1903c126_5m-2	1903c127_100m-1	1903c127_100m-2	1903c127_100m-3	1903c127_5m-1	1903c127_5m-2	1903c127_7m-1	1903c127_7m-2	1903c129_100m-1	1903c129_100m-2	1903c129_100m-3	1903c129_26m-1	1903c129_26m-2	1903c129_5m-1	1903c129_5m-2	1903c134_12m-1	1903c144_13m-1	1903c144_13m-2	1903c144_5m-1	1903c144_5m-2	1903c144_60m-1	1903c144_60m-2	1903c144_60m-3	Las19c107_10m-1	Las19c107_10m-2	Las19c107_5m-1	Las19c107_5m-2	Las19c107_75m-1	Las19c107_75m-2	Las19c107_75m-3	Las19c135_13m-1	Las19c135_13m-3	Las19c135_5m-1	Las19c135_5m-2	Las19c135_70m-1	Las19c135_70m-2	Las19c135_70m-3	Las19c138_100m-1	Las19c138_100m-2	Las19c138_12m-1
Proteobacteria	D0068A-S7-MaxBin2-037	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.458617915	-2.383456974	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.168103199	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.652231424	-20.72326584	-2.233275229	-2.117003763	-20.72326584	-20.72326584	-20.72326584	-3.041819501	-2.210426456	-20.72326584	-20.72326584	-2.21275864	-2.283444243	-2.317367811	-2.111041928	-2.33920161	-2.448403769	-2.409070074	-4.496226637	-4.390027355	-2.145177913	-2.082483917	-2.523637195	-2.501952293	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.6733872	-2.866824433	-3.625831944	-3.408903951	-20.72326584	-20.72326584	-20.72326584	-3.621685026	-3.449500698	-1.873419923	-2.267999712	-20.72326584	-2.421257475	-3.189913293	-2.924579531	-3.112028118	-20.72326584	-20.72326584	-20.72326584	-2.743553848	-1.989526318	-2.857931784	-2.794960736	-20.72326584	-20.72326584	-20.72326584	-2.798743952	-1.986781919	-2.917542599	-3.335534284	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584
Thermoplasmatota	D0073A-S9-MaxBin2-002	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-1.558880354	-1.669360591	-1.509478371	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-1.428077897	-1.523739363	-1.479318304	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-1.463573018	-1.338052648	-1.352997192	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-1.520567144	-1.573481169	-1.439298082	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-1.687520267	-1.736772539	-2.189290149	-20.72326584	-20.72326584	-20.72326584	-1.580538449	-1.555954157	-1.528917191	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.096293502	-2.951971325	-2.806713278	-1.66182148	-1.498377463	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.04883078	-2.045469262	-1.901714651	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-1.285689601	-1.588400895	-1.293826468	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-1.510099625	-1.621875788	-1.673990082	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.825174827	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-1.895544953	-1.992218147	-2.152394062	-20.72326584	-20.72326584	-20.72326584	-2.962772949	-1.599960064	-1.578809483	-1.749333048	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-1.842498153	-1.749939823	-1.839185089	-1.279956983	-1.276415043	-20.72326584
SAR324	D0073A-S9-MaxBin2-038	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.203836042	-4.073522278	-3.967099394	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.994077503	-3.349318906	-3.466680573	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.944871973	-3.764831858	-3.749279521	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.295745395	-3.20597685	-3.34279935	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.978222051	-4.192509032	-4.044320417	-20.72326584	-20.72326584	-20.72326584	-4.013943943	-3.18183183	-3.780631695	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.965210619	-3.719577041	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.710375061	-3.939526225	-3.336355285	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.601170967	-3.02822435	-3.809071324	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.468816451	-3.713057235	-3.852112474	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.651641629	-3.697634427	-3.897795054	-20.72326584	-20.72326584	-20.72326584	-4.38453169	-3.165141759	-4.003837462	-3.538494553	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.701849158	-3.714632023	-3.794980733	-3.06748298	-3.017315096	-20.72326584
Bacteroidota	D0073A-S9-MaxBin2-048	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-4.676033896	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.507496638	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.775071748	-3.329986983	-3.080859296	-4.276650919	-20.72326584	-4.05250599	-4.301900091	-4.289947414	-20.72326584	-4.322735004	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.538569018	-3.534131204	-3.367778495	-20.72326584	-20.72326584	-20.72326584
SAR324	D0074A-S10-MaxBin2-037	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.156469004	-3.995298479	-3.945380429	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.954803002	-3.271960829	-3.422734806	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.853892975	-3.648988004	-3.638018255	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.174796956	-3.126356627	-3.296143364	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.945847095	-4.117123872	-4.046485231	-20.72326584	-20.72326584	-20.72326584	-3.929935887	-3.119485095	-3.639924961	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.924885423	-3.688427316	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.704723575	-3.867092279	-3.297748213	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.549190036	-2.987576364	-3.731733053	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.37002336	-3.627342947	-3.797063909	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.580153309	-3.609385586	-3.775240236	-20.72326584	-20.72326584	-20.72326584	-4.268715807	-3.107742069	-3.90711885	-3.491255774	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.611464516	-3.643378083	-3.692978765	-2.957026751	-2.953073343	-20.72326584
Proteobacteria	D0078A-S11-MaxBin2-028	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584
Actinobacteriota	D0089A-S15-MaxBin2-008	-0.553546049	-0.556488656	-0.190557296	-0.644030135	-0.414721621	-20.72326584	-0.552805144	-1.172915607	-1.070526908	-0.968408495	-1.112560207	-4.071821814	-20.72326584	-20.72326584	-1.29291535	-1.98549898	-0.945338202	-1.496018646	-20.72326584	-20.72326584	-20.72326584	-0.961196049	-1.016279974	-20.72326584	-0.966315618	-20.72326584	-20.72326584	-20.72326584	-1.104727646	-1.543778265	-1.393793002	-1.418863996	-4.339334339	-4.098840534	-4.410124262	-0.482666829	-0.393318373	-0.323044137	-0.471251045	-20.72326584	-20.72326584	-2.134055028	-1.139130264	-1.151440062	-1.37600642	-20.72326584	-20.72326584	-20.72326584	-1.345285321	-3.360020583	-2.332509794	-0.952377546	-3.003650399	-2.959677123	-2.572982333	-3.205613287	-4.412287181	-2.645895724	-2.302418497	-20.72326584	-20.72326584	-1.824712313	-2.084157516	-2.335853697	-1.947559812	-20.72326584	-20.72326584	-20.72326584	-2.221077542	-2.354990363	-2.281942123	-1.264497521	-20.72326584	-4.899774106	-20.72326584	-2.524633357	-2.217095331	-2.151517123	-2.133891214	-20.72326584	-20.72326584	-20.72326584	-0.986030272	-2.734030059	-1.271480597	-2.529994844	-0.886575143	-1.345353394	-1.138651149	-0.844809793	-0.795292424	-20.72326584	-4.250721639	-4.376155106	-1.002571373	-1.898718589	-1.035662783	-1.223194935	-3.556251384	-20.72326584	-3.850530243	-1.701872819	-20.72326584	-1.867218969	-1.737794256	-3.162749943	-3.717812322	-3.593300656	-20.72326584	-20.72326584	-1.078272832
Proteobacteria	D0090A-S16-MaxBin2-002	0.059258137	-0.112859562	0.066950735	-0.622562348	-0.411440982	0.615855199	0.603924525	-20.72326584	-20.72326584	-0.34734503	-0.601291869	-2.461429593	-3.584601496	-3.441171267	-1.264021045	-1.660283723	-1.090714208	-1.353790266	-2.691543721	-3.164757618	-3.301153478	0.359472199	0.373182109	0.724954957	0.403152771	-20.72326584	-3.545399424	-3.552679849	-0.522094882	-0.859977908	-0.988771641	-0.848487535	-2.71973519	-2.51230951	-2.745431076	-0.826826056	-0.789185063	-0.649021285	-0.770641262	-20.72326584	-20.72326584	-0.909566637	-0.076900223	-0.106956343	-0.213668295	-20.72326584	-4.616273804	-20.72326584	-0.980157476	-2.13939538	-20.72326584	-2.69924167	-0.768196122	-0.776564592	-0.491003551	-0.829095386	-1.862561398	-0.5301383	-0.325202494	-2.640677327	-2.418596113	0.163168979	-0.147980235	-0.34093532	0.039834372	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.792462047	-20.72326584	-3.357922082	-20.72326584	-0.654028009	-0.51308676	-0.751218804	-0.711379318	-20.72326584	-20.72326584	-4.566849878	-1.64586219	-2.652177166	-0.513499444	-1.301014495	-2.202760021	-0.4208386	-0.524750559	-0.059058682	-0.05328612	-2.029965434	-1.885017707	-1.990284794	0.393379707	-0.157206067	0.279444714	0.231598825	-2.260641734	-3.329886132	-2.24436863	-0.548312213	-20.72326584	-0.587066213	-0.624406499	-1.222955504	-1.538820463	-1.509931997	-3.733378576	-3.728322982	-1.134158783
Proteobacteria	D0090A-S16-MaxBin2-008	-0.714577496	-0.696847215	-0.399886695	-0.943203655	-0.801320647	-20.72326584	-0.274772559	-2.356109707	-2.051841231	-0.998392858	-1.147785429	-20.72326584	-20.72326584	-20.72326584	-1.641321066	-2.301507164	-1.211460934	-1.666379386	-20.72326584	-20.72326584	-20.72326584	-0.75311914	-0.684835735	-20.72326584	-0.865501303	-20.72326584	-20.72326584	-20.72326584	-0.955441387	-1.330241639	-1.327466964	-1.179922086	-4.246573999	-4.102555137	-4.403201079	-0.837372069	-0.641761909	-0.630046303	-0.7578487	-20.72326584	-20.72326584	-1.892807026	-0.860143977	-0.909437889	-1.108404473	-20.72326584	-20.72326584	-20.72326584	-1.695988009	-3.810206447	-20.72326584	-2.022862128	-2.713427518	-2.631366962	-2.188989381	-2.843358268	-4.130463757	-2.486131788	-2.137089078	-20.72326584	-20.72326584	-1.537373372	-1.815386517	-2.102028059	-1.676043523	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.535138047	-2.303919974	-20.72326584	-20.72326584	-20.72326584	-2.217452475	-1.918596694	-1.89199122	-1.90072828	-20.72326584	-20.72326584	-20.72326584	-1.651474441	-3.512351313	-1.214149407	-2.417481027	-1.758626029	-1.304818597	-1.088868016	-0.774615033	-0.743665826	-20.72326584	-20.72326584	-4.256187955	-0.837621842	-1.696143622	-0.861539984	-1.037881975	-3.565687641	-20.72326584	-3.810638313	-1.477806319	-20.72326584	-1.713983865	-1.559555245	-3.089939134	-3.782541157	-3.59275041	-20.72326584	-20.72326584	-1.578723269
Marinisomatota	D0096A-S18-MaxBin2-026	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.080727989	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-4.011058952	-20.72326584	-4.706894321	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-4.306798427	-3.916977961	-4.336472482	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-4.304801332	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.618368317	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.167854651	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-1.97620193	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-4.796472469	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.825324893	-2.48127237	-2.436907987	-3.671208548	-20.72326584	-3.530256402	-3.309540467	-2.85432124	-20.72326584	-2.916271009	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.157675665	-2.913203686	-2.82029761	-2.692926665	-2.646051921	-20.72326584
Verrucomicrobiota	D0096A-S18-MaxBin2-044	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.262850896	-2.330380522	-2.128932831	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.441903012	-2.46529297	-2.409528961	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.216575016	-1.529944659	-2.165840123	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.743264091	-2.769110442	-2.697336088	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.212827839	-2.155678336	-2.960867167	-20.72326584	-20.72326584	-20.72326584	-2.844980661	-3.080796275	-2.801329243	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.71089511	-3.79851331	-3.917180884	-2.360740605	-2.26381779	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.75452848	-3.250649865	-3.388741055	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.325917785	-2.949846877	-2.304201589	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.861616974	-2.891890483	-2.964295353	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.905347641	-2.998619558	-3.328874274	-20.72326584	-20.72326584	-20.72326584	-4.579892964	-3.281775663	-2.99802496	-3.453424227	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.145996691	-2.584233392	-2.683597066	-2.481716412	-2.466069889	-20.72326584
Bacteroidota	D0100A-S19-MaxBin2-022	-20.72326584	-20.72326584	-1.999946669	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.50507979	-3.626689789	-3.691489457	-3.434634183	-20.72326584	-20.72326584	-20.72326584	-4.040078504	-20.72326584	-3.698151749	-4.347565306	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.94949697	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-1.534628114	-1.476246942	-1.390833524	-1.385666314	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.209294696	-20.72326584	-20.72326584	-2.714642779	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.679210311	-3.012036508	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.772928808	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.197915314	-20.72326584	-2.793449589	-4.3385048	-20.72326584	-20.72326584	-20.72326584	-4.427566868	-4.333643639	-20.72326584	-20.72326584	-20.72326584	-3.783398023	-20.72326584	-3.896727284	-3.985923991	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584
Thermoplasmatota	D0105-bbnorm-MaxBin2-002	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-0.943990783	-0.910522523	-0.758430852	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-0.403693028	-0.468123891	-0.377864434	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-0.933043883	-0.825472282	-0.884402361	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-0.916712368	-0.998414542	-0.841139937	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-0.823506783	-0.871471678	-1.40248496	-20.72326584	-20.72326584	-20.72326584	-0.773555104	-0.991419584	-0.871213258	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.290432288	-2.211675208	-1.897233718	-0.641991909	-0.517130959	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-1.409058301	-1.235567877	-1.13551192	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-0.384179462	-0.871782816	-0.380435283	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-0.735098561	-0.839644854	-0.884895992	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-1.179076469	-1.284817052	-1.421548009	-20.72326584	-20.72326584	-20.72326584	-2.352505215	-1.089272379	-0.9507282	-0.94399415	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-1.058052758	-0.98949891	-1.106412065	-0.732589563	-0.732534994	-20.72326584
Thermoplasmatota	D0107A-S22-MaxBin2-012	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-0.829212842	-0.47609726	-0.332848768	-20.72326584	-20.72326584	-20.72326584	-20.72326584	0.170775154	0.208230503	0.374273262	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-0.632630798	-0.768119462	-0.547232292	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-0.460034651	-0.552221566	-0.307090672	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-0.683553941	-0.720229907	-1.661928813	-20.72326584	-20.72326584	-20.72326584	-0.504050873	-0.87721594	-0.452292126	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.329209282	-2.833677134	-2.854290074	-0.379789173	-0.245433255	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-0.251931667	0.269799784	0.240692111	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-0.197022811	-0.985441738	-0.178954969	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-0.004207137	-0.002285008	-0.052456917	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-1.906135832	-2.047293233	-2.060296299	-20.72326584	-20.72326584	-20.72326584	-3.041710225	-0.783917539	-0.470373936	-1.11568803	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.089966519	-1.545142854	-1.678447475	-0.902231377	-0.93290651	-20.72326584
Proteobacteria	D0110A-S23-MaxBin2-055	-20.72326584	-20.72326584	-2.709411562	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.648938962	-3.485956145	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.332930386	-4.248585216	-2.926655659	-3.375835588	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.928283595	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.819668872	-20.72326584	-20.72326584	-3.489999842	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-4.412396527	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.669701767	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.071862304	-20.72326584	-3.863857084	-20.72326584	-2.941408856	-20.72326584	-20.72326584	-3.529712713	-3.626778915	-20.72326584	-20.72326584	-20.72326584	-3.129664867	-20.72326584	-3.188294221	-3.287768532	-4.829012857	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-4.731042414	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584
Proteobacteria	D0116A-S25-MaxBin2-013	-20.72326584	-20.72326584	-1.691915957	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.427405157	-2.253797491	-2.611461099	-2.728995414	-2.132051526	-3.282209605	-3.198034252	-2.660753051	-3.186887283	-2.480377422	-2.874572386	-2.525501345	-2.933673067	-3.043658233	-20.72326584	-2.494544755	-20.72326584	-20.72326584	-3.30020522	-3.315224321	-3.238689883	-2.759005063	-3.161295456	-2.951441799	-20.72326584	-2.795940366	-2.651097144	-2.886101058	-2.094810798	-2.018043489	-1.957425551	-1.894455664	-3.297053579	-3.360267918	-2.941745767	-20.72326584	-20.72326584	-20.72326584	-3.455678457	-1.989309758	-3.305249378	-2.794656875	-20.72326584	-20.72326584	-2.399924078	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.199551792	-2.946299725	-3.223719512	-2.883006681	-3.068361162	-3.197745868	-3.481869935	-3.105032138	-2.364932725	-20.72326584	-3.537108243	-20.72326584	-20.72326584	-20.72326584	-2.62167939	-2.972065807	-1.555861928	-3.250896586	-20.72326584	-3.448961826	-3.394389289	-3.493713376	-3.074753295	-3.387803363	-3.450945943	-2.197928536	-20.72326584	-2.909645425	-3.534730923	-1.711927991	-20.72326584	-2.504605064	-2.183501206	-2.15147073	-1.958933469	-1.799708977	-1.826345628	-2.243922715	-2.922978087	-2.294006286	-2.160938345	-2.033945934	-3.342535108	-2.142731639	-3.108929169	-20.72326584	-3.364454322	-3.210686524	-1.559223758	-2.071681481	-2.016670775	-1.911159743	-1.88951272	-2.114074056
