		RL2103c001_100m-2	RL2103c001_48m-1	RL2103c001_5m-1	RL2103c002_100m-1	RL2103c002_48m-3	RL2103c002_5m-1	RL2103c009_20m-1	RL2103c009_40m-1	RL2103c009_5m-3	RL2103c010_25m-3	RL2103c010_50m-2	RL2103c010_5m-1	RL2103c014_25m-3	RL2103c014_55m-2	RL2103c014_5m-1	RL2103c015_30m-2	RL2103c015_5m-1	RL2103c015_80m-3	RL2103c019_100m-1	RL2103c019_44m-2	RL2103c019_5m-2	RL2103c023_5m-2	RL2103c023_60m-1	RL2103c024_100m-2	RL2103c024_40m-1	RL2103c024_5m-1	RL2103c025_100m-2	RL2103c025_40m-2	RL2103c025_5m-1	RL2103c032_5m-3	RL2103c032_66m-3	RL2103c032_80m-1	RL2103c033_100m-3	RL2103c033_35m-3	RL2103c033_5m-1	RL2103c034_100m-2	RL2103c034_34m-1	RL2103c044_100m-3	RL2103c044_52m-2	RL2103c044_5m-3	RL2103c045_100m-2	RL2103c045_23m-2	RL2103c045_5m-1	RL2103c046_15m-3	RL2103c046_30m-2	RL2103c046_5m-3	RL2103c049_23m-1	RL2103c049_5m-1	RL2103c049_93m-2	RL2103c050_100m-2	RL2103c050_21m-2	RL2103c050_5m-3	RL2103c067_100m-1	RL2103c067_57m-2	RL2103c067_5m-3	RL2103c068_37m-3	RL2103c068_5m-3	RL2103c071_5m-2	RL2103c071_68m-2	RL2103c072_100m-2	RL2103c072_35m-2	RL2103c072_5m-1	RL2103c074_100m-1	RL2103c074_13m-1	RL2103c074_5m-1	RL2103c077_19m-1	RL2103c077_5m-2	RL2103c077_70m-1	RL2103c078_100m-2	RL2103c078_27m-2	RL2103c078_5m-2	RL2103c081_45m-2	RL2103c081_5m-2	RL2103c088_51m-2	RL2103c088_5m-1	RL2103c089_100m-3	RL2103c089_20m-1	RL2103c089_5m-2	RL2103c090_100m-3	RL2103c090_53m-1	RL2103c090_5m-2
Actinobacteriota	S5C591-Lasker2018	0.012187726	0.001334789	0.00033502	0.009476842	0.000132848	6.10E-05	0.008501861	0.02410693	0.002023016	0.007894355	0.07210356	0.006084403	0.003650055	0.011655574	0.000431673	0.000630337	0.000208139	0.009076787	0.008613028	0.008047339	0.000812034	0.001487407	0.006550697	0.003617802	0.000217115	0.000137712	0.012446021	0.002425703	2.60E-05	0.009611282	0.008900595	0.009164148	0.007339826	0.002932435	0.004230635	0.004415733	0.006139339	0.005651561	0.001126818	4.44E-05	0.019833537	2.13E-05	3.68E-05	0.000313457	0.000385106	0.000251216	0.001806465	2.88E-05	0.007690058	0.002897009	1.19E-05	3.68E-07	0.051949993	0.004027319	6.58E-05	0.001606073	0.000261982	7.15E-05	0.006048052	0.012166735	0.004987053	0.000131239	0.02683552	0.000253605	0.000117566	0.004534436	0.00366075	0.032103907	0.00274553	0.000921029	0.000177357	0.016898915	0.001007721	0.003185262	0.008965118	0.003677875	0.000930915	0.000789847	0.00348463	0.000975074	0.001305479
Bacteroidota	S5C629-Lasker2021	0.13875312	0.434494	0.27929887	0.03631125	0.78501284	0.30315143	0.08268418	0.04648035	0.10827296	0.108686715	0.016744891	0.080082335	0.29891592	0.13677698	0.16440366	0.19268534	0.14663307	0.012568337	0.000880111	0.035547715	0.18867198	0.2679122	0.047564387	0.04487802	0.09115334	0.07811427	0.009319853	0.03632875	0.038171798	0.12348188	0.016261114	0.012435644	0.003501115	0.124357544	0.1188022	0.000121949	0.032932196	0.000187739	0.002248254	0.014263292	0.000189812	0.011686134	0.012171188	0.034483675	0.041918065	0.03411013	0.002064963	0.000664751	0.000263993	6.70E-05	0.001426462	0.002611836	0.000201376	0.016659744	0.004493676	0.011796474	0.008337722	0.04211911	0.026773145	7.12E-05	0.03215701	0.039612997	0.000597369	0.103944466	0.08549385	0.09563028	0.04298517	0.003585828	2.69E-05	0.031418186	0.0471693	0.06716954	0.12615179	0.14424795	0.103661045	0.15321666	0.27297422	0.35658023	4.29E-05	0.16321996	0.24293816
Proteobacteria	S5C63-Lasker2021	0.07563508	0.19475576	0.095289566	0.059721112	0.31752583	0.4273804	0.063149326	0.057338152	0.053849604	0.06332063	0.03396724	0.0762539	0.12752785	0.08767097	0.16222501	0.1559419	0.17845859	0.02618306	0.004749569	0.042775977	0.15537295	0.13582285	0.034465883	0.05605267	0.10139517	0.11419251	0.036942497	0.24955913	0.13069987	0.06864402	0.018584125	0.015906991	0.006792712	0.07911118	0.07071604	0.000755718	0.1184525	0.000191613	0.004067706	0.012309955	0.000126934	0.006915372	0.006317489	0.043413315	0.04895587	0.038099162	5.45E-05	1.27E-05	0.000118242	4.93E-05	5.85E-05	3.19E-05	5.87E-05	0.000567323	0.000158515	0.000595667	0.00046939	0.03416508	0.02634759	7.67E-05	0.02673935	0.036810365	0.000398012	0.042423837	0.045350067	0.09897165	0.037967492	0.020461414	0.001245142	0.20390317	0.10224346	0.076402925	0.09630107	0.09097207	0.097708665	0.09163719	0.1924424	0.19794033	0.000370058	0.1289749	0.14334647
Thermoplasmatota	S5C64-Lasker2021	0.18635549	0.4610078	0.18377043	0.08347166	0.6165005	0.5354354	0.04735322	0.030852398	0.016883047	0.01754176	0.004609132	0.004724887	0.027037418	0.015128961	0.024158781	0.03431799	0.03363541	0.003289897	0.000350751	0.007348609	0.031010773	0.03086352	0.004210256	0.020033188	0.039791007	0.059152927	0.003495017	0.07812687	0.21129306	0.015805151	0.002880691	0.00240744	0.000944674	0.03728306	0.023444034	8.48E-05	0.04075227	0.000233029	0.003892095	0.032521397	0.000207479	0.02708842	0.023330633	0.009143074	0.010426181	0.008655195	0.004116405	0.003062463	0.000319134	0.000111849	0.006078264	0.004948982	0.000181075	0.007312336	0.006103232	0.006800202	0.007744132	0.02417461	0.009131261	4.87E-05	0.010203774	0.02350924	0.000181741	0.04577983	0.04878087	0.013234784	0.00913772	0.001742242	0.001016536	0.116251454	0.07324459	0.069222204	0.018697102	0.06254419	0.071200475	0.116708525	0.2717348	0.27122965	8.27E-05	0.19686328	0.19753702
Proteobacteria	S60C105-Lasker2018	0.034364566	0.029899564	0.014933971	0.034645572	0.021852106	0.0073003	0.11186514	0.10932435	0.15294676	0.069800265	0.054216534	0.21550837	0.046180267	0.060664315	0.23819222	0.13148347	0.19636598	0.03574609	0.006063541	0.050316945	0.18325855	0.2044745	0.032443445	0.02081398	0.026591778	0.025235385	0.011250027	0.02670991	0.023804713	0.10361126	0.025676878	0.021850018	0.008760083	0.07944272	0.12710315	0.004474388	0.03920783	0.005944375	0.010350318	0.012396141	0.00801597	0.012841001	0.019930452	0.027497774	0.04947798	0.0297999	0.030881304	0.023390682	0.003757079	0.000804151	0.007394946	0.006090646	0.014423772	0.16586313	0.18289079	0.18452027	0.1280853	0.01722346	0.046854585	0.003206503	0.027980058	0.028760348	0.005611043	0.032044195	0.02563046	0.049267508	0.0748363	0.033874307	0.001910967	0.06655458	0.042523045	0.044310965	0.09305196	0.08260938	0.07409446	0.03692126	0.023260845	0.022142092	0.001784981	0.024241526	0.036449492
Verrucomicrobiota	S60C1585-Lasker2021	3.26E-05	1.11E-05	4.42E-06	4.16E-06	2.52E-05	2.20E-05	1.44E-05	2.13E-06	1.72E-05	5.20E-06	2.03E-05	6.45E-05	2.65E-05	1.20E-05	0.000139823	5.45E-05	0.000176487	2.30E-05	1.01E-05	1.99E-05	9.26E-05	2.40E-05	2.33E-05	4.35E-05	2.73E-05	3.52E-05	2.90E-05	5.56E-05	3.80E-05	1.44E-05	1.71E-05	2.41E-05	8.18E-06	5.67E-05	8.22E-06	4.95E-05	4.97E-05	0.002368982	0.004621719	0.000622382	0.001894183	0.002655202	0.00247515	0.000346396	0.000353532	0.000312951	0.003017503	0.007129767	0.000443423	0.000624146	0.001291769	0.006691223	0.021303006	0.37500876	0.8499546	0.23987602	0.11655679	0.000615241	0.001131477	0.000383351	0.001329492	0.000251489	1.50E-05	0.000138034	7.75E-05	3.25E-05	2.63E-05	1.18E-05	8.25E-05	7.90E-05	0.000122138	3.33E-06	6.12E-06	8.15E-06	3.85E-07	0	1.11E-05	1.43E-05	1.02E-05	1.00E-05	1.36E-05
Proteobacteria	S60C212-Lasker2018	0.016849201	0.01939323	0.003837746	0.01828068	0.006365119	0.002339392	0.099045634	0.07397644	0.07412413	0.048585303	0.012654414	0.042049903	0.019061463	0.014598724	0.05017871	0.03830949	0.048411544	0.005272607	0.002110984	0.013401615	0.046981845	0.046108846	0.008416383	0.030181015	0.034755085	0.030883994	0.006198819	0.038650952	0.021104258	0.012370215	0.003628606	0.002969424	0.001808722	0.014317457	0.009662081	0.000156447	0.005971078	0.001294114	0.005932482	0.013418331	0.00182254	0.013444052	0.012448611	0.051128387	0.057671085	0.04024322	0.008578479	0.005627251	0.00091629	0.000252156	0.001228232	0.009952098	0.002005219	0.026114734	0.022214122	0.02897952	0.030474372	0.037243277	0.03056011	0.000699955	0.026738256	0.04935583	0.002032581	0.049676064	0.042827126	0.024516735	0.028076109	0.00268411	6.88E-05	0.011809453	0.009215245	0.023096658	0.045643594	0.031456284	0.03429251	0.002398445	0.00273222	0.002959104	0.000122086	0.006513958	0.009627697
Proteobacteria	S60C217-Lasker2021	0.017529769	0.020908961	0.00105732	0.020775398	0.00238769	0.000940006	0.062131576	0.05098865	0.06413249	0.051762838	0.019980377	0.05964226	0.020802954	0.019401977	0.0306042	0.034919526	0.042753585	0.008862762	0.004198402	0.01697085	0.03711537	0.027092284	0.012946532	0.027333556	0.036904022	0.051626317	0.011808453	0.05202885	0.04457504	0.03983945	0.006001896	0.003937689	0.002987223	0.03309324	0.049412496	0.000269976	0.02842569	0.006535678	0.019647019	0.021321198	0.007457295	0.025095923	0.023769185	0.022249045	0.02685521	0.018451385	0.022402123	0.022039883	0.00145453	0.000573032	0.011718228	0.003519296	0.001755443	0.057378434	0.040246975	0.09105392	0.054202694	0.047063954	0.03806138	0.001824369	0.050522357	0.047378708	0.009928981	0.049317114	0.043932922	0.065725714	0.046124544	0.004842654	3.40E-05	0.08985858	0.052282706	0.05266057	0.044695415	0.08536256	0.07478918	0.004845932	0.005724061	0.006246349	0.000115308	0.022100145	0.024505792
Proteobacteria	S60C426-Lasker2018	4.39E-05	0.000273448	0.000175955	3.64E-05	0.001029731	0.001930608	2.71E-05	3.15E-05	2.41E-05	2.59E-05	2.47E-05	4.45E-05	0.000230038	0.000160192	0.000629158	0.000507162	0.000825149	8.12E-05	1.17E-05	0.000213175	0.00047336	0.000420895	8.86E-05	0.00013876	0.000264843	0.000445309	6.08E-05	0.000475196	0.000340358	0.000118246	3.00E-05	2.74E-05	4.53E-05	0.000144416	6.89E-05	2.49E-05	0.000373178	6.35E-05	0.000511646	0.002171124	0.000117607	0.002008417	0.001807448	0.000143172	0.000199515	0.000164127	0.007357103	0.010152101	0.000111005	8.81E-05	0.003922522	0.007592935	5.92E-05	0.002966476	0.013271797	0.003684419	0.004994696	0.000503554	0.000319091	2.48E-05	0.000240903	0.000379552	3.91E-05	0.000347254	0.000333032	3.87E-05	3.85E-06	3.28E-05	2.37E-07	0.000181087	0.000151579	5.44E-05	5.24E-05	2.95E-05	3.66E-05	1.27E-05	2.18E-05	6.82E-05	3.16E-07	1.55E-05	2.91E-05
Bacteroidota	S60C631-Lasker2018	0.001044652	0.002030798	0.002455864	0.000371018	0.003509373	0.003044327	0.00073667	0.000441377	0.000736326	0.000953045	0.000284415	0.002016179	0.010166125	0.009728872	0.025117014	0.021325963	0.035398476	0.003503168	0.000862546	0.010790627	0.038208507	0.065630116	0.009357521	0.011133448	0.005291549	0.004337189	0.000619005	0.003407579	0.002049868	0.012629762	0.00247706	0.002338115	0.001010052	0.008847334	0.009527843	0.000168386	0.00180631	0.000254508	0.001331344	0.002082392	0.000223196	0.004080551	0.004199582	0.018999359	0.026486449	0.01622422	0.009709003	0.004193992	0.000251578	1.38E-05	0.000921275	0.000915949	0.001508587	0.010507367	0.01375211	0.012056589	0.012435064	0.002232195	0.011551401	5.39E-05	0.006475796	0.007546952	0.000173849	0.012490793	0.009377081	0.004115853	0.000290798	0.000830453	0.000187918	0.003857842	0.005835327	0.000214343	0.001046061	0.000215265	0.000184735	0.000563233	0.000515723	0.000645229	2.28E-05	0.000430701	0.000750789
Proteobacteria	S61C102-Lasker2021	0.000569505	0.00084824	0.00016624	0.000670999	0.000388808	0.000245033	0.002047346	0.001191102	0.00413026	0.001754651	0.000157688	0.005167456	0.001175391	0.000899282	0.001487304	0.001431778	0.002192132	0.000443901	7.44E-05	0.000457386	0.001648287	0.001274713	0.000336441	0.000634822	0.000616433	0.000948663	0.000173508	0.001334824	0.000774485	0.001457321	0.000274343	0.000251137	8.97E-05	0.001509241	0.002064493	0.000123562	0.001204675	0.001241823	0.003209453	0.002694556	0.001548184	0.00654857	0.005800253	0.001500664	0.00176285	0.001385215	0.07383519	0.08155436	0.001477844	0.000264581	0.014711954	0.056733415	0.002232706	0.11591664	0.22350237	0.13923605	0.17923494	0.002625545	0.00321771	0.000220841	0.002527551	0.00146522	9.59E-05	0.001064068	0.000890815	0.004340819	0.00423928	0.000180724	1.27E-05	0.00239725	0.00292909	0.002621196	0.004987793	0.005488216	0.004759059	2.44E-05	3.86E-05	0.000113893	8.82E-06	0.000517845	0.000623219
Bacteroidota	S61C1247-Flyer2018	9.41E-05	0.00017363	0.000199692	9.50E-05	0.000105943	7.62E-05	0.000334207	0.000235824	0.000302812	0.000124836	6.79E-05	0.000210753	0.000160788	0.000360472	0.000430243	0.000282492	0.000447538	0.000198376	0.00010191	0.000189528	0.000389636	0.000490536	6.19E-05	0.000310485	0.000351706	0.000264128	6.86E-05	0.000183905	0.000386348	0.000211308	9.73E-05	7.67E-05	6.56E-05	0.000156988	0.000154875	7.09E-05	5.44E-05	5.81E-05	0.000680858	0.006299176	0.000120654	0.007675721	0.00952219	0.000862599	0.001182832	0.000847317	0.04267901	0.04472856	0.0012389	0.000245168	0.008350994	0.057449553	0.00076581	0.043006092	0.29243982	0.041209094	0.057621878	0.002199342	0.000576767	8.10E-06	0.000498295	0.002211435	4.74E-05	0.002066948	0.001956614	0.000105472	0.000113671	7.19E-05	9.85E-06	0.0001189	0.000351909	3.03E-05	0.000171426	8.93E-05	9.09E-05	7.96E-05	0.000208687	0.000211308	0	0.000122948	0.000154558
Bacteroidota	S61C126-Lasker2018	0.000388748	0.000574652	0.000332881	0.000217128	0.00080154	0.000676433	0.000653403	0.000306782	0.001163504	0.000889203	0.000169001	0.000903595	0.00527181	0.007252723	0.009214641	0.00982847	0.015012376	0.001976179	0.000194032	0.002686229	0.013554968	0.016008686	0.002441868	0.001256839	0.001391384	0.001427047	0.000218504	0.000948957	0.001323391	0.008145219	0.001157128	0.000976208	0.000300206	0.004918199	0.007642449	0.000119923	0.000972214	0.001104718	0.001899256	0.002353784	0.001726526	0.005550161	0.006417138	0.003069379	0.003998482	0.003735394	0.10139647	0.22192916	0.002941686	0.000356301	0.04625701	0.059054557	0.003242622	0.10034732	0.16979823	0.10244764	0.11425309	0.004211248	0.002754561	0.00028141	0.002236218	0.005270251	0.000318361	0.005131175	0.005003523	0.003600346	0.000738132	0.000867173	5.14E-06	0.002964581	0.005709056	0.000839817	0.002580197	0.002223059	0.001410074	0.000166135	0.000172042	0.000188452	1.03E-05	0.000263674	0.000388385
Bacteroidota	S61C1322-Lasker2021	2.87E-05	4.70E-05	3.17E-05	1.11E-05	0.000122944	0.000147336	3.11E-05	2.72E-05	0.000210162	2.51E-05	1.82E-05	0.000431576	4.85E-06	1.99E-05	2.21E-05	1.84E-05	6.18E-06	1.68E-05	3.82E-05	1.90E-05	3.59E-05	2.11E-05	1.48E-05	5.66E-05	5.70E-06	4.86E-05	2.77E-05	2.47E-05	0.000112572	1.29E-05	3.67E-06	3.73E-05	2.09E-05	4.70E-05	5.89E-05	2.12E-05	1.21E-05	0.0007252	0.002687624	0.019068925	0.000502164	0.020628637	0.025062464	0.000433346	0.000464938	0.000356684	0.00997856	0.027848018	0.000627682	0.000118971	0.00393092	0.026606949	0.00416122	0.16396566	0.38273203	0.1336065	0.10817242	0.00242349	0.000871831	8.78E-05	0.000821411	0.001842598	3.57E-05	0.001921446	0.001704903	3.47E-05	0.000492374	3.71E-06	1.01E-05	0.000343086	0.001171914	4.73E-05	5.25E-05	3.68E-05	3.47E-05	5.51E-06	1.19E-05	1.88E-05	1.96E-06	4.52E-05	3.10E-05
Proteobacteria	S61C1556-Lasker2018	0.000318828	0.000105709	6.10E-05	0.000194622	3.63E-05	2.76E-05	6.23E-05	0.00011103	0.000106855	0.000113677	0.000117313	9.11E-05	0.000452513	0.000816993	0.000181308	0.000401018	0.000300764	0.000655101	0.000310393	0.000752092	0.000437554	0.000401918	0.000323107	0.001535878	0.000368601	0.000456855	0.000269995	0.000703038	0.000846973	0.000388068	0.000374748	0.000312767	0.000279896	0.000528933	0.000294429	5.08E-05	0.000192679	0.000543673	0.003265637	0.013973098	0.000766657	0.013923769	0.012728494	0.001992467	0.00264148	0.001673261	0.019836213	0.016622974	0.000692018	0.00041694	0.015741039	0.03360569	0.000336262	0.008818831	0.0207392	0.01391567	0.018765846	0.002964508	0.002509295	0.000209606	0.002052655	0.002508985	0.000455622	0.002690104	0.002313485	0.000140653	5.20E-05	0.000254629	6.82E-06	0.000138702	0.000151401	8.40E-05	2.73E-05	5.45E-05	9.46E-05	5.26E-05	6.81E-05	6.29E-05	2.32E-06	7.79E-05	0.000109723
Bacteroidota	S61C16-Lasker2021	0.00404459	0.005302509	0.002744546	0.003701465	0.002507591	0.001772213	0.017644893	0.009934787	0.034676436	0.023471404	0.003812264	0.05181302	0.023344243	0.036727797	0.056734	0.048464246	0.088831335	0.011812929	0.002119426	0.016302742	0.07229535	0.08122288	0.012618002	0.009272572	0.010512931	0.010400339	0.001644711	0.005771208	0.006623332	0.0484406	0.007660812	0.006283234	0.002208179	0.034931928	0.052919738	9.23E-05	0.00376911	0.000607329	0.002205106	0.005230128	0.000668118	0.006847933	0.008044563	0.011171013	0.013884762	0.011588114	0.005414092	0.009223363	0.000407267	6.14E-05	0.003427969	0.000846733	0.002164615	0.051887907	0.046429764	0.047798097	0.05871136	0.019204477	0.00812711	0.000176108	0.005999257	0.021758173	0.000409235	0.021272719	0.025413033	0.052851357	0.031290375	0.006116174	3.27E-05	0.02993174	0.061714936	0.005593522	0.024661347	0.020379381	0.01181669	0.00073148	0.000543807	0.000739992	2.67E-05	0.001758166	0.003235399
Proteobacteria	S61C367-Lasker2018	0.2962259	0.4943778	0.18680447	0.20912696	0.7092764	0.92153674	0.20312747	0.18326324	0.19509506	0.23517516	0.099543944	0.2529824	0.35853767	0.18109478	0.40082976	0.43223724	0.5055675	0.068783194	0.03472196	0.14704804	0.37378633	0.33093196	0.10068768	0.22211714	0.21913894	0.2569254	0.110038675	0.38396126	0.33742425	0.3094277	0.059042137	0.041733373	0.024784131	0.28295484	0.31237072	0.002345195	0.21337658	0.027145896	0.14119636	0.32640716	0.03624253	0.2827614	0.32016098	0.25345296	0.32405037	0.22013542	0.16302979	0.16156283	0.011709327	0.006645076	0.17803311	0.38068378	0.010048347	0.28163356	0.19585018	0.28313094	0.24757256	0.27535748	0.2428785	0.009339705	0.2894097	0.24841408	0.056515545	0.27242362	0.2515772	0.31314245	0.23336174	0.040918604	0.001271945	0.2917261	0.2597558	0.19641227	0.22552648	0.28819692	0.2520999	0.18654913	0.21855825	0.23631108	0.001127969	0.25281012	0.2902291
Thermoplasmatota	S61C412-Lasker2018	0.000182758	0.000400757	9.16E-05	0.000123462	0.00059938	0.000880185	9.48E-05	0.00010787	6.45E-05	0.000137412	5.19E-05	5.72E-05	0.000530741	0.000302643	0.000491855	0.000642592	0.000616652	8.17E-05	1.32E-05	0.000122206	0.000473088	0.00054169	5.87E-05	0.000314124	0.001116304	0.001580733	3.08E-05	0.000719405	0.005261562	0.000168046	0.000144846	4.38E-05	1.55E-05	0.000598967	0.000275993	9.09E-05	0.000245587	4.30E-05	0.00247261	0.023978388	7.34E-05	0.02077134	0.01731957	0.000367103	0.000349125	0.000318886	0.09828214	0.123753265	0.00037843	0.000604671	0.31624824	0.44768447	0.000233388	0.023475925	0.22337817	0.028415708	0.055691153	0.002798619	0.000784201	5.59E-07	0.000636444	0.00194189	1.03E-05	0.003345921	0.002742242	8.20E-05	5.87E-05	3.83E-05	6.14E-07	0.000549807	0.000452156	0.000103288	2.96E-05	8.75E-05	8.87E-05	7.12E-05	0.000162223	0.000164645	2.16E-06	0.000204583	0.000232398
Bacteroidota	S61C5400-Flyer2018	0.000182264	0.000169307	0.000146166	0.000176576	0.000160565	0.000118215	0.000378787	0.00024575	0.000859045	0.000300879	0.000138494	0.000700263	0.000276765	0.000384139	0.003163345	0.00264744	0.004933318	0.000189409	6.74E-05	0.000639246	0.003606398	0.003743929	0.000381209	0.000238803	0.000294899	0.000293022	6.00E-05	0.000176215	0.00023982	0.000676177	0.000164056	0.000153653	9.55E-05	0.000444846	0.000566768	6.60E-05	0.000156773	7.21E-05	0.000181236	0.00051106	8.21E-05	0.000539719	0.000505145	0.000252307	0.000310118	0.000277972	0.001541917	0.001062464	9.16E-05	3.87E-05	0.000759108	0.002357055	0.00021124	0.00332609	0.006963074	0.002779954	0.004568159	0.000512201	0.000227292	4.93E-05	0.000238462	0.000466014	6.61E-05	0.000691479	0.000604276	0.000319429	0.000384582	0.000161439	6.37E-05	0.00022984	0.000392464	0.000204308	0.000411895	0.000293391	0.000253149	0.000171798	0.000141469	0.000147197	5.44E-05	0.000189284	0.000221463
Proteobacteria	S61C826-Flyer2018	0.013425918	0.007168286	0.001958349	0.01007859	0.001402865	0.000409187	0.010922425	0.012388541	0.009078797	0.012444684	0.009542596	0.010245054	0.004678065	0.007433557	0.001754645	0.00358407	0.001734181	0.008264466	0.006888437	0.011805335	0.004041916	0.004412005	0.009050088	0.015892465	0.00600412	0.006477189	0.013944012	0.01725681	0.01695381	0.008784731	0.005736059	0.004144223	0.004380264	0.006753352	0.009103213	0.001035704	0.015991388	0.003743916	0.04251551	0.18621895	0.004943709	0.17204787	0.19866298	0.015782444	0.021630688	0.012844887	0.17741555	0.23118882	0.008360868	0.007252934	0.222121	0.5701006	0.001760658	0.042823125	0.2209935	0.07261894	0.10091311	0.045361377	0.020982198	0.002014534	0.02125183	0.035928346	0.00974406	0.04530743	0.035793368	0.008271873	0.012713184	0.003810577	9.16E-05	0.013885247	0.013158574	0.004503677	0.00337243	0.0062695	0.006901146	0.00346222	0.002316302	0.001879698	0.000316954	0.00290791	0.003721908
Proteobacteria	S62C136-Flyer2018	0.01665425	0.03011298	0.006930842	0.04179706	0.010928517	0.002999147	0.05864235	0.06455956	0.04217739	0.035671834	0.019180687	0.032107502	0.015194466	0.020448184	0.009309939	0.018107286	0.010582835	0.012258227	0.003352104	0.013694487	0.020280067	0.021869615	0.008448156	0.032409243	0.03769133	0.046168245	0.011361943	0.041827373	0.043541536	0.024313089	0.008586492	0.007238686	0.004219244	0.032088853	0.028118467	0.000203161	0.030035384	0.001618133	0.011421873	0.026905268	0.001941019	0.023159426	0.019911403	0.034186613	0.04010302	0.024475584	0.004852168	0.003707174	0.000506538	6.96E-05	0.005440234	0.001069425	0.001639468	0.033081654	0.015436881	0.03800604	0.031923547	0.030697864	0.04283825	0.000460475	0.035624128	0.029161263	0.002583285	0.03655772	0.032922927	0.050182108	0.02591202	0.00823871	2.50E-05	0.05115864	0.032541327	0.0381395	0.031970136	0.04239849	0.048615113	0.06577928	0.09374416	0.0797278	9.37E-05	0.10048209	0.08702896
Proteobacteria	S62C156-Lasker2021	0.004353709	0.006803774	0.001694888	0.005600165	0.003653337	0.00282671	0.013370267	0.010347063	0.013212698	0.01096155	0.002799301	0.013943737	0.014085676	0.013372957	0.020203138	0.017716555	0.023125637	0.0051635	0.000928044	0.0062247	0.018608354	0.017099744	0.004786567	0.009664584	0.014353155	0.018576855	0.003453965	0.017530078	0.013421454	0.011667168	0.003194955	0.002635227	0.001157394	0.011995179	0.013144405	7.09E-05	0.010616388	0.000236792	0.001817857	0.004209331	0.000216801	0.003784937	0.003610181	0.011289794	0.013175479	0.01046254	0.000530685	0.000501097	2.19E-05	9.79E-06	0.000201737	5.32E-05	0.000383082	0.014449246	0.011910274	0.015523203	0.013250215	0.01940055	0.008817264	4.47E-05	0.007463409	0.010668695	0.000330195	0.009739386	0.009044647	0.01576011	0.007603724	0.001981445	1.60E-05	0.020812953	0.015239699	0.007310591	0.011548275	0.011643557	0.010927639	0.002374396	0.004202785	0.004427031	3.47E-05	0.005502921	0.006345849
Proteobacteria	S62C238-Flyer2018	0.012843598	0.030968625	0.009516742	0.01978789	0.01430876	0.007149214	0.0800676	0.06487952	0.106898	0.05363122	0.007780901	0.11356741	0.012295028	0.015944637	0.10271233	0.054471593	0.10527669	0.009751958	0.002382628	0.017129853	0.090988345	0.08564688	0.014665636	0.023042208	0.023777079	0.024235496	0.002568782	0.012144539	0.01087755	0.043202788	0.005928569	0.006093661	0.002507072	0.037845805	0.05695273	0.000100302	0.003127982	0.001465405	0.005988112	0.013567439	0.002025581	0.019568011	0.017549133	0.08445412	0.09815711	0.0769484	0.025895754	0.02831009	0.001200935	0.000219953	0.005148768	0.027668301	0.002357322	0.046839	0.0601463	0.057651	0.072031304	0.054630294	0.0587769	0.000526175	0.03725621	0.057843182	0.003816631	0.038203754	0.03695952	0.07550395	0.055997223	0.006416178	4.96E-05	0.029639957	0.044205505	0.024925347	0.06980519	0.052910734	0.057143044	0.022919081	0.043438956	0.04393634	4.46E-05	0.04225971	0.041538615
Bacteroidota	S63C1460-Flyer2018	0.007003645	0.010111547	0.004416964	0.005432079	0.012654553	0.003588221	0.019318106	0.015418897	0.009308478	0.022420354	0.006570804	0.061749928	0.04097286	0.028130058	0.078410976	0.050896592	0.07970377	0.00502716	0.000606434	0.010696654	0.058660213	0.039780393	0.010473744	0.00476146	0.023878723	0.042730607	0.000624398	0.003168389	0.019108716	0.04206267	0.005228321	0.002710674	0.000863048	0.02186052	0.032954995	0.000270419	0.007988248	0.000345605	0.001343641	0.002821429	0.000366752	0.015638985	0.016029917	0.06278855	0.071148664	0.045414105	0.007449587	0.005115792	0.000247468	0.000105162	0.002700705	0.000284916	0.005277327	0.036718614	0.024237022	0.038679373	0.03213749	0.01593306	0.056292396	0.000147372	0.044344734	0.027416049	0.000252527	0.011589614	0.008251128	0.07600783	0.12571366	0.000789233	7.00E-05	0.02753517	0.02586752	0.005634819	0.09937572	0.031818207	0.023832824	0.003158649	0.002736568	0.004118587	0.000227168	0.059426107	0.043053
Proteobacteria	S63C156-Lasker2021	0.004309694	0.007087514	0.001482157	0.006103291	0.003606383	0.002447581	0.014992662	0.012282917	0.013280723	0.010246197	0.002962718	0.01209035	0.011784687	0.010413251	0.018227248	0.015343823	0.020004528	0.003933712	0.000709943	0.005785453	0.016406253	0.015661929	0.004255462	0.007683988	0.01043798	0.014071323	0.002977516	0.012774644	0.009640554	0.00985195	0.002586252	0.002038036	0.000931263	0.008937593	0.010454834	0.000103937	0.009085373	0.00025652	0.001825917	0.004327673	0.000286012	0.003965566	0.003849174	0.010875071	0.012997004	0.010516983	0.000977598	0.0008204	4.44E-05	2.12E-05	0.000472809	0.000379248	0.000413514	0.013986058	0.012783035	0.015630873	0.014385026	0.008491857	0.019384893	3.37E-05	0.007061014	0.009105814	0.000272118	0.008386339	0.007686691	0.012544134	0.006604053	0.001645116	3.53E-05	0.01624411	0.011435092	0.007790358	0.012669198	0.012576075	0.01181203	0.001735005	0.003100873	0.003572209	4.16E-05	0.004464453	0.005691573
