		D0052A	D0053A	D0057A	D0058A	D0063A	D0064A	D0068A	D0069A	D0073A	D0074A	D0078A	D0079A	D0085A	D0086A	D0089A	D0090A	D0095A	D0096A	D0100A	D0101A	D0105A	D0107A	D0110A	D0111A	D0116A	D0117A	D0121A	D0122A	D0127A	D0128A	D0132A	D0133A	D0137A	D0138A	D0142A	D0143A	D0147A	D0148A	D0152A	D0153A	D0158A	D0159A	D0163A	D0164A	D0167A	D0173A	D0174A	D0177A	D0182A	D0187A	D0192A	D0198A	D0203A	D0208A	D0213A	D0270A	D0271A	D0275A	D0276A	D1030A	D1031A
Bacteroidota	S61C1322-Lasker2021	4.82E-05	6.43E-05	0.010578592	0.012580969	0.000191787	0.000158276	0.053122338	0.054044943	2.41E-05	4.01E-05	0.007519796	0.007274423	3.32E-05	5.84E-05	0.01817101	0.020672748	4.43E-05	2.77E-05	0.026362548	0.03532523	4.98E-05	3.47E-05	0.026183788	0.029989704	0.000467062	0.000454341	0.042213585	0.04707409	0.000151115	0.000133898	0.022989659	0.019952832	6.29E-05	8.39E-05	0.00545268	0.004906119	0.000162164	9.21E-05	0.001015854	0.000869276	0.001513754	0.001740908	0.001849212	0.002364553	0.000113624	0.003632055	0.006231304	8.37E-05	0.002512642	0.00875178	0.019216264	3.16E-05	0.013956598	5.55E-05	0.039023098	0.001195739	0.004005211	0.1154711	0.104090415	0.015244436	0.019353809
Proteobacteria	S61C1556-Lasker2018	0.000293807	0.000375904	0.029449645	0.035970036	0.000819219	0.000766001	0.001591798	0.001322884	6.67E-05	4.60E-05	0.005094538	0.00610608	7.19E-05	9.33E-05	0.052402336	0.05052264	8.68E-05	8.04E-05	0.012210037	0.018265305	0.000142303	7.02E-05	0.039671697	0.047641657	0.009646277	0.010683025	0.035902273	0.03382914	0.000258091	0.000281848	0.00033997	0.000159172	0.000139282	0.000130709	0.000284159	0.00028585	0.000119949	0.000126851	5.93E-05	2.36E-05	0.000497152	0.000521424	0.000155594	3.97E-05	0.000226512	1.76E-05	1.14E-05	0.000121093	6.07E-05	3.42E-05	4.51E-05	6.59E-05	7.24E-05	0	0.000877135	0.000351077	0.000376356	8.70E-05	0.000107643	0.06835569	0.07809159
Bacteroidota	S61C16-Lasker2021	0.000477842	0.000269363	0.013647648	0.010892854	0.000638051	0.000637702	0.029816406	0.020736393	2.32E-06	1.28E-05	1.88E-05	2.29E-05	1.45E-05	1.91E-05	0.00076548	0.000772655	3.31E-05	1.73E-05	0.000489937	0.000911553	2.61E-05	1.26E-05	0.000771328	0.000733817	0.001241003	0.001464391	0.001071025	0.000835274	0.002807504	0.002508631	0.028057486	0.021578142	0.001360258	0.001255032	0.061519936	0.057462145	0.002006163	0.001748171	0.054306466	0.060023725	0.02613763	0.033678327	0.04342945	0.048528355	0.002567204	0.001901083	0.002215232	0.001603686	0.06048467	0.005604663	0.007220252	0.000233665	0.009282697	0.000114177	0.011374478	0.005753052	0.006025096	0.009396669	0.010425086	0.000626469	0.00064098
Proteobacteria	S61C367-Lasker2018	0.022977546	0.030166563	1.1974633	1.2184967	0.030199237	0.03335666	0.057346303	0.035114266	0.003136891	0.003351819	0.121651925	0.12681441	0.002306612	0.002693964	0.3795133	0.38901234	0.001832612	0.001880601	0.11674731	0.19274262	0.000728561	0.000351352	0.3024132	0.31880224	0.09220998	0.10369141	0.2570741	0.24311145	0.029732844	0.032185458	0.12406185	0.09044194	0.012870081	0.014478702	0.16294158	0.17275353	0.01828704	0.014813243	0.023375532	0.019447422	0.14193554	0.13946685	0.27378774	0.21629727	0.032868396	0.002299924	0.003100298	0.019529315	0.15273455	0.008912326	0.01877927	0.004434903	0.036088966	0.000347991	0.257397	0.08238661	0.07723084	0.020215243	0.01579902	0.4701409	0.43827838
Thermoplasmatota	S61C412-Lasker2018	0.000105215	0.000138463	0.05181628	0.053152606	0.000107295	0.000306321	0.014712235	0.002302827	5.52E-06	4.14E-06	0.005013614	0.004817384	0.000226293	0.00041955	0.2414872	0.25412256	0.000302661	0.00021127	0.060496494	0.10384936	0.000859125	6.99E-05	0.076977246	0.07815233	0.030034194	0.031581294	0.10392367	0.09334741	1.44E-05	2.35E-05	0.000208148	8.24E-05	6.48E-06	3.94E-06	5.16E-05	2.28E-05	4.97E-06	1.08E-05	1.49E-06	1.30E-06	8.05E-05	5.27E-05	3.49E-05	2.59E-05	1.23E-05	1.97E-06	6.87E-06	7.39E-06	2.24E-05	3.22E-06	2.19E-05	1.24E-06	1.49E-05	2.40E-06	0.000582075	2.50E-05	2.36E-05	4.12E-06	3.57E-07	0.33919775	0.28804106
Bacteroidota	S61C5400-Flyer2018	0.000359851	0.000200041	0.008811344	0.005127938	0.001371203	0.001185066	0.00937972	0.006208586	8.24E-05	8.36E-05	0.000527487	0.000578722	5.58E-05	4.90E-05	0.001581244	0.001795253	5.96E-05	6.79E-05	0.002052512	0.002406168	5.73E-05	4.30E-05	0.001957857	0.001995929	0.001278186	0.001678902	0.00274625	0.002767462	0.0008801	0.00092529	0.009209151	0.009080746	0.000397908	0.000533787	0.05614732	0.056556463	0.000799535	0.00059808	0.052661054	0.05787042	0.011484798	0.014375149	0.04863619	0.06655191	0.000584926	0.000986045	0.001345975	0.000421048	0.060228094	0.001921414	0.003025456	0.000112528	0.003969656	7.29E-05	0.006236041	0.001676079	0.002377688	0.024553906	0.019618554	0.001311952	0.001556008
Proteobacteria	S61C826-Flyer2018	0.008575962	0.010237768	0.3376653	0.3731185	0.006389393	0.006412676	0.012106382	0.013219477	0.001797335	0.001833521	0.66020787	0.7123166	0.001717925	0.001845742	0.3467712	0.3623936	0.001316967	0.001240426	0.11448496	0.20622183	0.001473416	0.000766368	0.71239835	0.77905464	0.03441148	0.039072417	0.37259325	0.37718543	0.010127945	0.009967205	0.014742563	0.009703287	0.005363957	0.005250626	0.014302073	0.015037485	0.005433549	0.004651786	0.010102478	0.009410803	0.023357928	0.023861542	0.022848023	0.018349705	0.013344153	0.000303169	0.000516208	0.006006701	0.014735009	0.003191278	0.004464398	0.001945204	0.002506534	0.000100462	0.044949926	0.021376943	0.017769182	0.00580913	0.005113678	0.420841	0.38750747
Proteobacteria	S62C136-Flyer2018	0.000422313	0.000536708	0.007590458	0.008314917	0.000694686	0.000729402	0.000239792	0.000118948	6.54E-06	1.08E-05	0.000339053	0.000447029	1.09E-05	1.26E-05	0.00301634	0.002854151	3.96E-06	1.14E-05	0.000705067	0.001237206	1.71E-05	7.09E-06	0.002204534	0.00222875	0.001728458	0.001841357	0.002893921	0.00270089	0.006341064	0.006228115	0.007592632	0.002829408	0.002953884	0.003294079	0.030152168	0.032879688	0.003124734	0.00256311	0.005613982	0.004979204	0.037985537	0.04237442	0.039710306	0.01897104	0.004629382	0.00016055	0.000310345	0.003398304	0.014934871	0.000486133	0.000713697	0.000428925	0.002392698	3.56E-05	0.015351737	0.010049403	0.010721054	0.001201869	0.001282305	0.003609658	0.003162548
Proteobacteria	S62C156-Lasker2021	4.38E-05	6.63E-05	0.002154065	0.002621818	6.77E-05	6.46E-05	0.000249308	0.000290402	1.66E-05	1.86E-05	8.38E-05	8.78E-05	1.04E-05	2.14E-05	0.000630693	0.000663237	8.70E-06	1.55E-05	0.0001425	0.000286194	5.83E-06	4.35E-06	0.00021562	0.000246917	0.000327675	0.000336007	0.000496474	0.000508529	0.000288519	0.000266747	0.002696491	0.001205992	0.000133321	0.000199766	0.007330977	0.008271371	0.000469502	0.000370354	0.003806808	0.003478802	0.006059215	0.006981658	0.009772013	0.007538612	0.000412143	5.63E-05	0.000109559	0.000430873	0.005606812	0.000427129	0.000587478	2.37E-05	0.001587777	1.51E-05	0.006425365	0.001996708	0.002244112	0.001839037	0.001732839	0.00080704	0.000671449
Proteobacteria	S62C238-Flyer2018	0.000430282	0.000569759	0.014008184	0.013612924	0.00133287	0.001420446	0.006245217	0.005393733	4.25E-05	3.25E-05	0.020690132	0.024318084	0.000131259	0.000203212	0.12708966	0.14009151	0.000179448	0.000112413	0.03719268	0.06661012	0.000107293	6.20E-05	0.07153934	0.07915293	0.00400622	0.004280598	0.07997121	0.08085375	0.009072198	0.008635476	0.030735759	0.013532777	0.003896558	0.004581869	0.05638473	0.06032203	0.004101701	0.003156098	0.027604317	0.02666166	0.0470014	0.055294357	0.05270245	0.041105572	0.005109403	0.000696588	0.001018815	0.003097625	0.027213218	0.004911265	0.005651775	0.000454111	0.015824053	7.45E-05	0.047044627	0.014331064	0.016457483	0.014881171	0.01116089	0.16966046	0.15446521
Bacteroidota	S63C1460-Flyer2018	0.000400375	0.000407784	0.000972668	0.000455646	0.011969588	0.012077491	0.002338067	0.001712738	8.78E-06	5.04E-05	1.10E-05	1.09E-05	0.000107177	7.93E-05	0.000535161	0.000515772	9.25E-05	0.000117361	0.00014883	0.000253542	1.24E-05	8.24E-06	8.81E-05	9.08E-05	0.009463845	0.009764024	0.000359899	0.00030958	0.000893439	0.000967061	0.010740711	0.008484291	0.000776341	0.001208738	0.1269244	0.12681095	0.001638589	0.001744195	0.07778818	0.07257072	0.052530088	0.05710508	0.14683053	0.1444995	0.000323996	0.002366661	0.003113333	0.001039097	0.122405484	0.013205074	0.028247954	0.000180919	0.050720852	8.84E-05	0.007069766	0.001130911	0.006142927	0.043182325	0.03720157	0.000523796	0.000474141
Proteobacteria	S63C156-Lasker2021	6.34E-05	7.68E-05	0.002954504	0.003160048	0.000149517	0.000122523	0.001319449	0.001362075	2.11E-05	1.94E-05	0.00012545	0.00010439	1.96E-05	8.25E-06	0.001472245	0.001793086	3.50E-05	3.08E-06	0.000731234	0.001215891	1.29E-05	1.25E-05	0.000661361	0.000648975	0.00053467	0.000593819	0.001533583	0.001343957	0.000331845	0.000331416	0.002818962	0.001623124	0.000139768	0.000282847	0.00718654	0.007875687	0.0003305	0.00032005	0.004206011	0.004143145	0.005185713	0.005722608	0.00958208	0.008589879	0.000469406	0.00025736	0.000298796	0.00038657	0.005848697	0.000777025	0.001001339	1.57E-05	0.001937778	2.49E-05	0.007365814	0.001693426	0.002062225	0.002327944	0.002262375	0.001537603	0.001545835
Proteobacteria	S63C261-Flyer2018	0.004064994	0.004694393	0.002070071	0.002013556	0.005828054	0.00599615	0.00411602	0.004798333	0.001708748	0.001477914	0.000222877	0.000236014	0.002034752	0.001906121	0.003779298	0.00380589	0.002621787	0.00252596	0.002023184	0.002924078	0.000798652	0.001131623	0.001777405	0.001976869	0.003564213	0.004054758	0.003544642	0.003255098	0.016597772	0.01605844	0.012082795	0.009227083	0.013802087	0.0130868	0.059121516	0.044013675	0.021319056	0.019101484	0.14914793	0.1826458	0.03852462	0.048611093	0.03324918	0.049871475	0.01730799	0.017451309	0.023097448	0.03726552	0.060983	0.04375514	0.053811703	0.006167544	0.038276877	0.002565807	0.011680151	0.07756645	0.060610704	0.07528289	0.07388043	0.003652831	0.003827864
Thermoplasmatota	S64C165-Flyer2018	0.08303652	0.0867573	0.000238823	0.00017764	0.06991008	0.069479175	5.98E-06	0	0.08446135	0.07845125	2.53E-06	4.92E-06	0.07164116	0.0744983	1.69E-05	0.000135594	0.078288175	0.08345819	3.94E-06	0	0.035524175	0.03610816	0	0	0.0635889	0.069565795	0.000341053	5.33E-05	0.06961624	0.0695076	0	0	0.07419172	0.076884456	8.18E-05	9.14E-05	0.07179255	0.06827465	3.76E-05	3.47E-06	0.026329933	0.027486239	0.000187921	1.50E-05	0.07561502	0	0	0.051414832	0	0.003325755	0.000210335	0.07011158	5.87E-05	0.03631389	5.69E-05	0.03966128	0.042376094	2.99E-05	4.99E-05	1.80E-05	6.37E-05
Proteobacteria	S64C184-Lasker2021	0.008317036	0.00990701	0.002651567	0.002483305	0.028576646	0.028811613	0.000381381	0.000289366	0.009273775	0.008039655	0.000626519	0.000681464	0.006440985	0.006567364	0.005396332	0.005430527	0.005930218	0.006479674	0.001192515	0.002232017	0.001201077	0.001063544	0.002294989	0.002242345	0.04272711	0.04701723	0.008119212	0.006783517	0.03980794	0.03858537	0.005511004	0.002418949	0.023247523	0.024710495	0.01856457	0.017237524	0.020257525	0.017293235	0.006107804	0.005109069	0.07662699	0.08169497	0.015675511	0.00791197	0.029967092	0.00132456	0.001717402	0.03191593	0.006826592	0.00242998	0.004977417	0.007335594	0.004646132	0.000707107	0.004557509	0.070237	0.064851224	0.003583703	0.00317695	0.006148891	0.005932571
Thermoplasmatota	S64C644-Lasker2021	0.015527289	0.015509201	0.000139335	0.000187377	0.016133681	0.01594189	2.08E-06	0	0.010483333	0.010876439	0	0	0.023110887	0.023431996	0	5.29E-06	0.02788984	0.029770592	0	1.93E-06	0.013081667	0.012780736	1.93E-05	7.16E-06	0.007996715	0.009120522	4.81E-05	1.40E-05	0.021792447	0.020916544	0	0	0.028623855	0.028835692	5.96E-05	3.00E-05	0.023404451	0.02197467	5.60E-05	2.76E-05	0.006625992	0.006771327	8.95E-05	2.43E-06	0.018747292	0	0	0.022451518	2.76E-06	0.002062164	0.0001088	0.03239188	2.59E-05	0.076248385	4.02E-05	0.011974279	0.012191568	3.64E-05	8.67E-05	2.07E-06	7.17E-06
Planctomycetota	S65C152-Lasker2021	0.012964926	0.013620832	0.003671939	0.002746042	0.033970933	0.03579062	0.010982572	0.012346211	0.009519746	0.008857926	0.005264232	0.005261086	0.012316888	0.012181971	0.003183373	0.002696919	0.01488535	0.014974618	0.003135108	0.002984532	0.005900913	0.009468212	0.005081024	0.005611082	0.035271425	0.037028644	0.016641043	0.015755894	0.057891704	0.05626625	0.010627031	0.007016025	0.03724829	0.03309415	0.04260954	0.027759103	0.018562868	0.016853668	0.10559442	0.1214392	0.03579032	0.044189565	0.024680415	0.036673717	0.034163058	0.012637542	0.018312356	0.022169001	0.04234939	0.032022458	0.03888595	0.012317226	0.06011364	0.000569041	0.004539562	0.07190411	0.067092605	0.08113685	0.080873266	0.001493815	0.002165811
Proteobacteria	S65C156-Lasker2021	3.35E-05	4.74E-05	0.001989541	0.002088132	6.12E-05	8.61E-05	0.000269347	0.000269792	2.31E-06	5.92E-06	0.000130786	0.000113064	3.91E-07	0	0.000710849	0.000825359	1.74E-06	3.22E-06	0.00018563	0.000314656	3.31E-06	9.01E-07	0.00026138	0.000416771	0.000309772	0.000475709	0.000728701	0.000531931	0.00020451	0.000255334	0.002196677	0.00103452	6.44E-05	0.000121097	0.006671778	0.00732819	0.000352585	0.000270109	0.003392689	0.003138487	0.005006996	0.005623433	0.009111765	0.006913321	0.000356339	4.97E-05	6.93E-05	0.00029234	0.005355788	0.000379594	0.000571553	1.22E-05	0.001414551	9.99E-06	0.005755621	0.001544768	0.001992156	0.001752818	0.001685924	0.000951987	0.000855383
Proteobacteria	S65C435-Lasker2021	0.014974513	0.01888577	0.03108654	0.03205269	0.029241	0.029737752	0.020436376	0.023989787	0.002472873	0.002195507	0.07490323	0.07895344	0.00257026	0.002701045	0.14471444	0.14914258	0.002595714	0.0025189	0.119552724	0.18309371	0.000525694	0.000711099	0.10484633	0.12040453	0.020344624	0.022352232	0.17802416	0.16479465	0.080476515	0.076675154	0.2176735	0.14531983	0.040833008	0.04017406	0.28310108	0.27693117	0.039906967	0.033977367	0.24090531	0.24885784	0.1771088	0.22050019	0.17739329	0.1435837	0.07639667	0.032003228	0.047984116	0.0469908	0.19561175	0.135971	0.4081906	0.010448565	0.25402734	0.001139283	0.19125816	0.18771382	0.16606593	0.29874843	0.27528954	0.12786286	0.15056565
Proteobacteria	S66C123-Lasker2021	0.000164511	0.000179719	0.00089767	0.000729333	0.000276122	0.000319762	0.04875306	0.06370836	1.05E-06	1.69E-05	1.86E-05	4.11E-05	5.30E-06	1.08E-05	0.001960863	0.002095298	1.65E-05	9.70E-06	0.000760144	0.000835012	0	0	0.000198563	0.000207549	0.000297486	0.000365465	0.001238064	0.001101838	0.008225074	0.007675822	0.002571941	0.002108331	0.004455567	0.004449697	0.002062049	0.001642742	0.001398471	0.001376312	0.002688742	0.002627375	0.001819275	0.00219853	0.001087846	0.001392855	0.001869925	0.001130437	0.001531528	0.001567415	0.001309902	0.001938339	0.005666936	0.000284443	0.002652041	2.49E-06	0.001233478	0.003979137	0.003689893	0.003454397	0.003592542	0.001702604	0.001987465
Proteobacteria	S66C156-Lasker2021	3.98E-05	5.12E-05	0.002372013	0.002627422	3.33E-05	4.54E-05	0.000293421	0.000290696	2.60E-06	5.01E-06	9.17E-05	7.30E-05	1.42E-06	5.57E-06	0.000773263	0.000750296	2.92E-06	4.64E-06	0.000336893	0.000494875	8.27E-07	9.43E-07	0.000301181	0.000351951	0.000268658	0.000258195	0.000728536	0.000681861	0.000340453	0.000282154	0.002768671	0.001197444	0.000106429	0.00018529	0.006911871	0.007699089	0.00043833	0.000299866	0.003632981	0.003333125	0.005734203	0.006582927	0.00899192	0.00708248	0.000469686	0.000138533	0.00016034	0.00039458	0.005169286	0.00048119	0.00076585	2.46E-05	0.001450567	2.49E-05	0.006580809	0.001951488	0.002133478	0.00171805	0.001634394	0.000804021	0.00077273
Proteobacteria	S66C173-Flyer2018	0.005923141	0.007116832	0.079858765	0.073604345	0.01428145	0.015115025	0.07050355	0.08005492	0.002928369	0.002513857	0.001602641	0.001577788	0.002478836	0.002347341	0.08923884	0.09122839	0.00250261	0.002625502	0.06383606	0.08071432	0.000653527	0.000888029	0.038206887	0.043913532	0.014538783	0.015276661	0.08620982	0.07500754	0.017400932	0.01658894	0.2453877	0.2096088	0.010907772	0.011124021	0.4527307	0.4036082	0.016848803	0.013879785	0.50265527	0.531346	0.1407301	0.1857352	0.27996707	0.41805682	0.01229226	0.19911094	0.20139305	0.014465728	0.31968886	0.21256424	0.27907974	0.004283797	0.45671254	0.002348109	0.4378265	0.052263327	0.06614557	0.6739477	0.67131186	0.05565278	0.08423443
None	S66C600-Flyer2018	9.13E-05	5.44E-05	0.00012294	0.000113334	6.58E-05	5.93E-05	0.00055569	0.000581793	0.000100336	8.60E-05	0.000379528	0.000351605	7.49E-05	7.67E-05	0.000217558	0.000215938	6.46E-05	4.81E-05	0.000372825	0.000337226	0.000118462	0.000112417	0.000274998	0.000294364	0.000106844	0.000142867	0.000192356	0.000230138	9.04E-05	9.27E-05	0.001229058	0.001108104	0.000208877	0.000329152	0.20228978	0.15782996	0.001162498	0.000835218	0.07425669	0.07753954	0.05257772	0.056560412	0.042646483	0.04614618	8.92E-05	0.001343947	0.001891826	0.000683346	0.12884766	0.008734292	0.021874083	0.000131073	0.04582324	6.39E-05	0.000871134	0.000325703	0.001199385	0.039235376	0.036427252	0.000172642	0.0001439
Bacteroidota	S67C1385-Lasker2021	0.042063072	0.06791306	0.002760028	0.002490946	0.051873237	0.056482993	0.0007657	0.000521593	0.05151638	0.052333497	4.86E-05	6.69E-05	0.026313594	0.027041648	0.00145572	0.002070699	0.025671203	0.026951319	0.000399907	0.000571878	0.02191024	0.023348633	0.000371521	0.000345983	0.14733356	0.15103063	0.010212762	0.007007946	0.04735364	0.04844518	0.000164735	0.000180899	0.045110557	0.04427659	0.001964135	0.001671535	0.03668944	0.03687474	0.007771742	0.006848127	0.05593217	0.05709873	0.002521545	0.002185597	0.06480847	0.000150227	9.43E-05	0.027796807	0.000528341	0.03790543	0.011751648	0.028257545	0.001314273	0.04942612	0.004487135	0.044852033	0.04618808	0.004842796	0.005134268	0.001097708	0.001964974
Proteobacteria	S68C156-Lasker2021	5.88E-05	4.32E-05	0.002952994	0.003032162	3.72E-05	5.03E-05	0.000413963	0.00045025	9.02E-06	1.07E-05	4.88E-05	7.00E-05	1.07E-06	1.75E-06	0.000590024	0.000609509	2.28E-06	6.30E-06	0.00016551	0.000317287	0	1.95E-06	0.000204818	0.00019825	0.000220721	0.00030265	0.000492965	0.000488312	0.000306763	0.000319043	0.003243611	0.001596096	0.000106503	0.000209563	0.007011675	0.007808869	0.000403924	0.000327816	0.003761484	0.003479443	0.00551602	0.006385061	0.009316332	0.007965925	0.000403337	0.000200085	0.000193042	0.000435213	0.00546093	0.000590258	0.000936352	4.30E-05	0.001529798	1.53E-05	0.00742696	0.001818809	0.002209126	0.001822819	0.001877421	0.000669509	0.000581541
Proteobacteria	S69C156-Lasker2021	4.49E-05	6.48E-05	0.002504742	0.002600851	6.65E-05	5.83E-05	0.00022167	0.000268465	2.22E-05	1.59E-05	7.60E-05	9.77E-05	5.61E-06	6.92E-06	0.000507339	0.000584977	7.07E-06	1.31E-05	0.00016175	0.000255847	1.15E-05	1.02E-05	0.000234942	0.000186773	0.000299477	0.000255196	0.000455238	0.000464692	0.000323901	0.000337911	0.002646422	0.001316501	9.78E-05	0.000161189	0.006754478	0.007485767	0.000430888	0.000329047	0.003511892	0.003538884	0.005846574	0.00681113	0.009062971	0.007103303	0.00047361	7.73E-05	0.000141811	0.000394048	0.005309805	0.000491367	0.000737551	3.36E-05	0.001491296	2.04E-05	0.006492274	0.001882247	0.002443646	0.001736771	0.001657274	0.000659689	0.000593035
Bacteroidota	S69C266-Flyer2018	0.000475803	0.000616	0.01117229	0.011548885	0.000396304	0.000527331	0.021212528	0.021710904	4.70E-06	2.01E-05	0.000218599	0.000174521	1.98E-05	1.68E-05	0.003390565	0.004099641	2.22E-05	1.56E-05	0.005338641	0.007655366	5.44E-06	4.57E-06	0.000974493	0.000965921	0.000553429	0.00059102	0.002538969	0.002284555	0.000934727	0.000888043	0.224938	0.21117294	0.000425694	0.001199375	0.2615232	0.25967786	0.004471885	0.002694037	0.16307677	0.17383455	0.063081495	0.0707723	0.31167683	0.4770829	0.002096134	0.047017913	0.061122153	0.003035377	0.323088	0.13244851	0.27311867	0.00012679	0.13529351	0.000138421	0.2602723	0.031235326	0.03714076	0.32831693	0.29069155	0.003026891	0.003925052
None	S69C31-Lasker2021	0.000247721	0.000177871	0.036383897	0.038367905	0.000276777	0.000267176	0.000351049	0.00028881	0.00024904	0.000300542	0.016789492	0.017735055	0.00020341	0.000179974	0.016461432	0.016877217	0.000164673	0.000138319	0.003472868	0.005067016	0.000370288	0.000255667	0.055664096	0.05761317	0.000877545	0.001062923	0.014575553	0.015488006	0.001017048	0.000945862	0.002351286	0.001643445	0.000336143	0.000426822	0.008165585	0.009842679	0.000775349	0.000681421	0.00144492	0.001089977	0.004489007	0.004550668	0.015427914	0.008962937	0.000546462	0.00104848	0.001390423	0.000376944	0.009559726	0.000882193	0.001257894	0.000157943	0.001028557	0.000184221	0.013681549	0.001200891	0.001717905	0.001047801	0.001064699	0.020188779	0.017240023
Bacteroidota	S69C438-Lasker2021	0.000218596	0.000196084	0.003331797	0.002057158	0.00187855	0.002288585	0.257802	0.25611708	2.53E-05	6.16E-05	2.46E-05	7.73E-06	1.63E-05	0	0.001203172	0.001373127	1.10E-05	2.02E-05	0.002051157	0.003229003	3.90E-07	1.82E-06	0.000120918	9.81E-05	0.003994406	0.00453206	0.003125172	0.002695226	0.005906932	0.005680839	0.021127969	0.021718353	0.002416537	0.002393959	0.0448843	0.04250283	0.001876919	0.001698801	0.060500693	0.061408136	0.01165201	0.014651226	0.022071214	0.03168189	0.00194315	0.005983394	0.008047956	0.001050246	0.027268788	0.032222062	0.06417352	0.000329156	0.035143796	0.000237817	0.010791154	0.005564923	0.009411724	0.14744079	0.13098277	0.000968006	0.001294412
Proteobacteria	S69C667-Flyer2018	0.01933072	0.024753574	0.3092109	0.33390954	0.0393516	0.040746514	0.22275655	0.2822724	0.002648488	0.00257545	0.43993947	0.4719899	0.00355602	0.004389382	2.6201727	2.6958303	0.003815668	0.003506143	2.0078883	3.1262162	0.001782819	0.001317168	1.1366332	1.3002945	0.064193696	0.071924195	1.8646466	1.9331251	0.09438759	0.089631304	1.1015097	0.7423915	0.046411235	0.051342398	1.7268007	1.664973	0.044143815	0.037967127	1.2541345	1.3096366	0.4083362	0.54647475	1.5504221	1.7053014	0.062813714	0.1842439	0.2458179	0.04152616	1.5292115	0.49612418	1.0802149	0.008861523	0.9735874	0.001175428	1.650838	0.21631595	0.2411412	1.6751326	1.5167776	2.2443376	2.5649228
Bacteroidota	S6C105-Lasker2021	0.000123041	0.000218174	0.018248918	0.021675458	0.000197065	0.000267563	0.079515986	0.07826082	1.51E-05	2.85E-05	0.000177363	0.000217545	3.41E-05	3.06E-05	0.008499574	0.008592865	2.61E-05	2.15E-05	0.009969336	0.01178931	1.83E-05	7.04E-06	0.001483863	0.001558124	0.001424819	0.001751141	0.010217028	0.010271661	0.00024938	0.000257415	0.00362278	0.003604932	0.000153358	0.000125366	0.00248995	0.002377832	9.07E-05	6.16E-05	0.002019096	0.002108019	0.00075754	0.00083526	0.002478305	0.003785127	0.000167135	0.001339638	0.001624135	9.63E-05	0.002664832	0.00174693	0.004040907	2.97E-05	0.002126276	4.49E-06	0.007491051	0.00041619	0.000545586	0.005183022	0.004368802	0.008094107	0.009031132
Bacteroidota	S6C115-Lasker2021	3.48E-05	5.53E-05	0.000143799	0.000123207	0.000204975	0.000223135	0.045476295	0.042868026	3.51E-06	3.94E-06	7.08E-06	1.03E-05	1.81E-05	2.73E-05	0.00063346	0.000662064	8.95E-06	1.43E-05	0.000295486	0.000444871	1.85E-06	4.55E-06	0.000121842	9.40E-05	0.000388664	0.000471812	0.000292046	0.000316379	0.000435544	0.000404107	0.001226093	0.001258613	0.000206278	0.000180204	0.006383758	0.005957044	0.000167101	0.000148164	0.007557775	0.007209859	0.001918349	0.002248355	0.004526237	0.00689321	9.73E-05	0.000285383	0.000364167	8.99E-05	0.006317105	0.001191646	0.002494367	4.44E-05	0.002495145	6.78E-06	0.001427553	0.000329092	0.000533778	0.010098483	0.008738122	0.000493457	0.000724816
Actinobacteriota	S6C355-Lasker2018	0.26719493	0.2865279	3.66E-05	8.04E-05	0.40398553	0.39884654	0.000233298	0.000137997	0.5441676	0.5945587	1.23E-05	2.62E-05	0.7257451	0.7016933	8.70E-05	0.000190963	0.8904034	0.9275038	5.11E-05	1.01E-05	0.85918885	1.042829	8.42E-06	1.27E-05	0.12042061	0.13300988	0.000755753	0.00013659	0.40645427	0.38196218	1.65E-05	5.07E-06	0.49796766	0.48805967	0.000209677	0.000154138	0.3322535	0.32045147	0.002602837	0.001412973	0.045806635	0.049206734	0.000647235	0.000246307	0.23964348	7.95E-06	0	0.29176617	7.55E-05	0.30984718	0.001721861	0.6230375	0.002560984	0.5639656	4.22E-05	0.14180768	0.13924478	0.004552444	0.004207936	8.41E-05	0.000128133
SAR324	S6C453-Lasker2018	0.44845045	0.46486434	0.001693114	0.001383993	0.3689653	0.37338972	0.000165163	5.30E-05	0.65324503	0.72647905	0.000102943	7.10E-05	0.6653184	0.68383735	0.000208429	0.000355131	0.75146335	0.79822296	5.87E-05	8.64E-05	0.85722905	0.8358239	5.40E-05	5.34E-05	0.18577561	0.2075046	0.001738834	0.000449873	0.41852486	0.44023827	0.000265333	0.000145976	0.54536206	0.5487448	0.001248326	0.000907928	0.48876172	0.47676057	0.000694423	0.000361675	0.13314854	0.123298764	0.001851126	0.000265443	0.38336173	1.52E-05	2.46E-05	0.41786	0.000109764	0.042501185	0.001248983	0.71086377	0.001292937	0.97480005	0.000810309	0.20748894	0.21643996	0.000927832	0.0008768	0.000166763	0.000317354
