		zr2760_10_	zr2760_12_	zr2760_16_	zr2760_17_	zr2760_18_	zr2760_20_	zr2760_21_	zr2760_23_	zr2760_24_	zr2760_25_	zr2760_26_	zr2760_27_	zr2760_28_	zr2760_29_	zr2760_30_	zr2760_31_	zr2760_32_	zr2760_33_	zr2760_35_	zr2760_36_	zr2760_37_	zr2760_38_	zr2760_39_	zr2760_40_	zr2760_41_	zr2760_42_	zr2760_43_	zr2760_44_	zr2760_45_	zr2760_46_	zr2760_47_	zr2760_48_	zr2760_49_	zr2760_50_	zr2760_51_	zr2760_52_	zr2760_53_	zr2760_54_	zr2760_55_	zr2760_56_	zr2760_57_	zr2760_58_	zr2760_59_	zr2760_60_	zr2760_61_	zr2760_62_	zr2760_63_	zr2760_64_	zr2760_65_	zr2760_66_	zr2760_67_	zr2760_68_	zr2760_69_	zr2760_70_	zr2760_71_	zr2760_73_	zr2760_74_	zr2760_75_	zr2760_76_	zr2760_77_	zr2760_78_	zr2760_79_
Bacteroidota	S60C631-Lasker2018	-8.239327619	-8.21844704	-8.14178476	-8.406480514	-7.370836047	-8.240720611	-8.656529859	-7.9475944	-7.984371465	-8.126377971	-6.527157209	-8.232702456	-9.152463663	-7.89688268	-7.916099405	-7.350999049	-7.328766007	-8.451611465	-7.250622941	-9.018309437	-6.744339821	-7.355620877	-8.125506336	-7.56533273	-7.655485433	-9.175112427	-5.353079745	-7.734888195	-8.511667287	-8.496284901	-8.156337519	-7.432165811	-7.387918082	-7.360895121	-8.077710241	-5.350210925	-7.097318755	-8.262326657	-7.754416549	-7.13405468	-8.077437452	-8.94004144	-6.995064591	-8.142508648	-5.244274925	-7.116564743	-7.906347443	-6.109415682	-7.303013802	-6.719107359	-8.013722569	-6.348524479	-7.471150397	-5.027812359	-5.478405499	-5.20889174	-5.185966659	-6.302737209	-6.838008159	-4.945331013	-4.979777137	-6.372940978
Proteobacteria	S61C102-Lasker2021	-8.250833075	-8.976789406	-4.453630139	-8.450385045	-4.316213501	-7.658698027	-7.439714145	-7.857905736	-7.552894601	-8.685737886	-7.601113082	-8.084625759	-4.784732234	-7.675937628	-9.062099607	-4.287906399	-4.250641313	-4.292821306	-4.462766779	-5.109880761	-4.263007102	-4.19624919	-4.542386673	-4.407258621	-4.282796475	-4.839633123	-4.343877418	-4.423568972	-4.742491494	-4.588670262	-4.575442854	-4.333406466	-4.307503155	-4.155677858	-4.525472707	-3.468691916	-4.279036855	-4.366256362	-4.57189461	-4.254532469	-4.566784533	-5.077349717	-4.400827142	-4.731859326	-3.827179823	-4.148916974	-4.391264694	-4.06885689	-4.279659739	-3.845415751	-4.386083734	-3.942821807	-4.372167595	-4.425062578	-3.108273979	-3.59650332	-3.991630712	-3.96117554	-4.222697864	-4.601832861	-4.185780805	-4.29544557
Bacteroidota	S61C1247-Flyer2018	-8.903417301	-8.781327501	-5.464858964	-8.831491282	-4.635515998	-6.931998792	-6.448675094	-8.419626106	-6.355961316	-8.869841396	-7.917198844	-7.990302327	-6.151553725	-7.243534272	-9.80468149	-4.967261055	-4.809219449	-5.262627553	-4.69247426	-6.232883073	-4.333804746	-4.648442785	-5.509970116	-4.875497671	-4.873106496	-6.206651338	-5.728612279	-5.201635691	-5.809433666	-6.078484942	-5.741830009	-4.817148303	-5.035252886	-4.840821383	-5.511492691	-3.763123762	-4.667740193	-5.596822706	-5.362294424	-4.479071863	-5.664784815	-6.353191545	-4.67944895	-5.443380249	-5.5479796	-4.602104291	-5.705433126	-4.314024643	-4.796760081	-4.313809637	-5.194274987	-4.020336711	-5.034499052	-5.418378295	-4.018791512	-5.595336117	-6.31380443	-4.638966192	-4.870138265	-5.842319253	-6.242034949	-4.653052777
Bacteroidota	S61C126-Lasker2018	-7.233747503	-7.381277957	-5.928722752	-7.383755009	-5.11906112	-7.148022927	-7.534090057	-7.238162266	-7.04231909	-7.457709991	-6.043052959	-7.098108169	-5.719780768	-6.828540668	-7.20141411	-5.330749137	-5.64617167	-5.264177617	-5.423463556	-5.756467052	-5.094216967	-5.204258988	-5.298356127	-5.547711699	-5.126022072	-5.313020936	-4.533764548	-5.30671882	-6.033985484	-6.267401834	-5.598725648	-5.401189647	-5.269618934	-5.291636732	-5.378955135	-5.000821507	-5.235173661	-5.427404979	-5.518233133	-5.022798224	-5.629967488	-5.165339777	-5.44267007	-5.330629424	-3.973640091	-5.241291117	-5.620740791	-5.462696001	-5.668058734	-5.370422576	-5.597630444	-5.013685115	-5.660995177	-2.855994923	-5.34763619	-3.794027903	-2.450888821	-5.792726055	-5.795022062	-2.280412228	-2.3998747	-5.022252812
Bacteroidota	S61C1322-Lasker2021	-9.279993604	-9.575166677	-6.08491542	-8.294515749	-5.251178279	-7.865530986	-7.763082623	-9.168016364	-7.316754349	-8.783164263	-8.324819411	-8.332675797	-6.257388885	-8.086281154	-9.571829313	-5.449896123	-5.56257905	-5.44220194	-5.313335314	-6.544739252	-5.029723011	-5.26141904	-5.618461696	-5.610053362	-5.145774098	-6.177097019	-5.166012376	-5.445793074	-6.246483308	-6.479845155	-5.97396449	-5.464509316	-5.47356544	-5.248569185	-5.705694562	-4.934027093	-5.27582751	-5.922356632	-5.796374127	-5.018395527	-5.858866395	-6.194087249	-5.231746599	-5.786416341	-5.362333741	-5.144570128	-6.130797743	-5.382527862	-5.554692909	-5.10228819	-5.842265018	-4.910046611	-5.70738067	-5.140701668	-5.325949975	-5.181293552	-5.903817949	-5.914207365	-5.827961044	-5.48135502	-5.702210461	-5.292453672
Proteobacteria	S61C1556-Lasker2018	-8.820024638	-9.570412508	-4.933253439	-8.935682675	-4.74466274	-8.49753327	-8.498954139	-8.328131484	-8.477102664	-9.141147854	-8.251720494	-9.692613363	-5.202211213	-8.604106628	-9.516192525	-4.761975119	-4.750361174	-4.633458556	-4.941665753	-5.370485861	-4.715578308	-4.652346703	-4.875350315	-4.953602947	-4.67918687	-5.121979795	-7.283823273	-4.722651755	-4.924838239	-4.852428295	-4.984669127	-4.839733192	-4.739353791	-4.540416969	-4.881663302	-4.42976751	-4.728828422	-4.797556018	-4.964724557	-4.702089981	-4.988773392	-5.433512886	-4.876094655	-5.121164695	-6.769750009	-4.582012702	-4.829034872	-4.97011725	-4.794073193	-4.491918111	-4.85514962	-4.648171115	-4.96846912	-7.573362101	-4.248592637	-6.984598203	-7.850655037	-4.92947345	-4.897427509	-7.664097116	-8.137696359	-4.86864062
Bacteroidota	S61C16-Lasker2021	-7.481202684	-7.627637682	-5.554179971	-7.553912582	-4.845812451	-7.152248879	-7.129589513	-7.399735531	-6.975797991	-7.899549764	-6.006094647	-7.449351774	-5.647922787	-6.755295857	-7.083419465	-4.995667424	-5.0931835	-4.857299546	-5.10138267	-5.553627897	-4.752631291	-4.722782336	-5.049700754	-5.230014253	-4.748423426	-5.383789725	-4.573283803	-4.941965895	-6.042085184	-5.934693553	-5.40995644	-4.899847602	-4.958811735	-4.75197876	-5.005900859	-3.642668308	-4.806042102	-5.236223895	-5.187396667	-4.712484275	-5.25753351	-5.107306174	-4.74148694	-5.126561312	-3.970800765	-4.60471369	-5.261117232	-4.414950733	-5.327232612	-4.917721032	-5.284487107	-4.659518352	-5.189490585	-2.762080591	-3.992851626	-4.027656048	-2.463880877	-4.6875043	-5.016824759	-2.337034923	-2.272638686	-4.392372206
Proteobacteria	S61C367-Lasker2018	-5.289350489	-5.536987407	-2.38934151	-5.568133981	-2.087521529	-4.90667279	-5.395045691	-5.057417154	-5.100460772	-5.478665113	-3.582146724	-5.130904308	-2.446075963	-4.832912922	-5.245536262	-2.207265268	-2.342828338	-2.032891668	-2.395482365	-2.499455318	-2.073180614	-2.10184601	-2.173559	-2.339795025	-2.005278626	-2.330628345	-1.272962672	-2.179881817	-2.257287487	-2.302211553	-2.493845712	-2.37459663	-2.223056176	-2.305692406	-2.278400795	-2.032660472	-2.218482052	-2.378035336	-2.40076301	-2.253378911	-2.39355366	-2.657641048	-2.40981412	-2.54130621	-1.664726171	-2.319706623	-2.33594474	-2.249709562	-2.482229417	-2.245241755	-2.341881679	-2.312571178	-2.561412158	-2.257597999	-2.349033605	-1.473045724	-1.918083859	-2.568039103	-2.670676862	-2.466759969	-1.823858612	-2.499553095
Thermoplasmatota	S61C412-Lasker2018	-10.37964673	-11.96911156	-6.393666047	-11.5812125	-7.239766879	-10.47372477	-10.35463693	-11.897158	-10.89644121	-11.83133364	-10.28705567	-12.42358299	-7.304407426	-11.01558747	-12.73676753	-7.427441543	-6.289234128	-7.714238159	-7.092027289	-8.165387508	-7.588903219	-7.298711896	-7.914769725	-6.277506738	-8.315947457	-7.812850095	-8.046088044	-8.008330573	-6.710799904	-6.530142607	-6.720625467	-7.034316165	-7.137957874	-7.067676843	-7.476627829	-7.461511021	-7.471449999	-6.760105139	-6.739594007	-7.723126253	-6.839327394	-8.644944294	-7.669424413	-6.945480096	-8.552147331	-8.19892686	-6.625253602	-7.488155015	-5.869497034	-5.540021607	-6.362454376	-6.185203386	-6.606732072	-9.740318269	-6.142350276	-8.28952322	-10.19474877	-6.731137793	-6.176170528	-10.30005472	-11.00040506	-7.809846799
Bacteroidota	S61C5400-Flyer2018	-8.277981664	-8.180763706	-6.433019365	-8.330877663	-5.855636244	-7.429038392	-6.79591386	-8.380899168	-6.88670118	-8.501180334	-7.015813029	-7.804342531	-6.936003839	-7.238410464	-7.948745378	-6.031914944	-6.023797302	-6.373891855	-6.09057159	-7.051574381	-5.609584677	-5.987876472	-6.464502921	-6.090603258	-6.007325103	-6.95220565	-5.694222537	-6.287919496	-7.097067614	-7.072368636	-6.646052233	-5.853035736	-6.325957121	-5.891305415	-6.316701236	-3.616537249	-5.675884818	-6.656927225	-6.261910525	-5.78338938	-6.555192338	-6.918095859	-5.544201102	-6.499917056	-4.896799987	-5.759954493	-6.601902867	-4.583938874	-6.266809068	-5.721719954	-6.488374248	-5.328971851	-5.822739607	-3.328720574	-3.979523616	-4.587722191	-2.820574717	-4.724137072	-5.339707564	-2.908757006	-2.925328965	-5.046382266
Proteobacteria	S61C826-Flyer2018	-5.444263099	-5.859687618	-1.822188774	-5.350470905	-1.229023294	-4.830739302	-4.83211031	-4.757958145	-4.928248913	-5.562841506	-4.432714049	-5.663622184	-1.950218831	-4.927600651	-5.642680245	-1.300735054	-1.484587373	-1.256940303	-1.560407058	-2.046099992	-1.144005148	-1.146685507	-1.424143109	-1.604060442	-1.167147712	-1.789773257	-3.976312491	-1.283833803	-1.582586456	-1.635207715	-1.712103502	-1.341041566	-1.294944519	-1.116786928	-1.460196215	-1.047243307	-1.163420731	-1.683044082	-1.552528839	-1.211882198	-1.619428851	-1.957606276	-1.35767522	-1.726339431	-3.573624589	-1.152261099	-1.780974194	-1.416613203	-1.679417283	-1.375941177	-1.664353332	-1.141391068	-1.674896051	-3.701982364	-1.347013261	-3.999439537	-3.878850111	-1.713799089	-1.757037508	-4.001243858	-3.843560895	-1.33480673
Proteobacteria	S62C136-Flyer2018	-6.841617225	-7.043164548	-5.518195754	-7.538524458	-5.534024257	-6.57000807	-7.537716734	-7.000945048	-6.881029028	-7.336760852	-5.04445975	-7.034026916	-5.678719999	-6.595326644	-6.773688305	-5.417438685	-5.536664661	-5.127108157	-5.838774087	-5.918321303	-5.52758556	-5.272416509	-5.359401658	-5.635156631	-5.497298031	-5.63001748	-3.588594505	-5.308580978	-6.605324431	-6.600337567	-5.644600125	-5.513421248	-5.338869252	-5.297821949	-5.320550297	-5.641334716	-5.494296193	-5.791511509	-5.666975451	-5.593773848	-5.556066312	-5.775993265	-5.690615254	-5.739682353	-3.022449029	-5.304443332	-5.209457106	-5.865738139	-5.796082386	-5.493166798	-5.449117001	-5.604684007	-5.839638625	-3.788014897	-5.677440745	-2.747235629	-2.781050115	-6.035680085	-5.866892873	-3.683081216	-2.911859783	-5.658431217
Proteobacteria	S62C156-Lasker2021	-9.674142789	-10.41713773	-7.559419116	-10.29084538	-7.485598227	-9.764622778	-9.531491621	-9.777800723	-9.796315099	-10.02348753	-8.106360249	-9.346657882	-7.893305391	-8.968945357	-10.10494508	-7.494716545	-7.608400802	-7.126574444	-7.702004323	-7.903493088	-7.436685082	-7.379453944	-7.418175602	-7.74633303	-7.310871548	-7.589894866	-4.912896475	-7.257435827	-8.194547423	-8.022549451	-7.937882345	-7.582479293	-7.36436564	-7.329494597	-7.424111334	-7.093359578	-7.432546131	-7.395090395	-7.834057029	-7.439978712	-7.63092908	-7.775926977	-7.741035872	-7.798747046	-4.958586787	-7.543807901	-7.251431262	-7.547185215	-7.992938799	-7.339473555	-7.6307548	-7.476053072	-7.945847045	-4.954663976	-7.100156796	-4.825943673	-4.716829945	-7.503316925	-7.733511946	-4.97241537	-4.595650146	-7.454159722
Proteobacteria	S62C238-Flyer2018	-6.444927019	-6.588136118	-5.313123742	-6.810694088	-5.317857232	-6.24501107	-7.253644937	-6.637220179	-6.601335852	-6.777437181	-4.748931786	-6.452769797	-5.401002354	-6.311300183	-6.356669655	-5.18312221	-5.326730668	-5.174503539	-5.516876816	-5.676760937	-5.325727619	-5.114163689	-5.316208951	-5.275281736	-5.125751946	-5.365510566	-3.083880136	-5.193411464	-6.021630189	-5.853165587	-5.331644807	-5.337398377	-5.21891455	-5.060002508	-5.089152293	-5.102526759	-5.138357035	-5.271255271	-5.354982326	-5.24293848	-5.385303726	-5.406417632	-5.448660139	-5.572515977	-2.755333635	-5.161029543	-5.050456274	-5.494420259	-5.417552806	-5.266056393	-5.338316491	-5.246914314	-5.375891956	-3.035213064	-4.966832546	-2.195248692	-2.146792411	-5.472913069	-5.44587216	-2.722199289	-2.128688838	-5.12269755
Bacteroidota	S63C1460-Flyer2018	-7.142091991	-7.869740586	-7.999339423	-6.191750339	-6.785370492	-8.0595733	-6.343850417	-7.653736519	-8.362715622	-6.626347876	-6.465056623	-7.616784311	-9.902472068	-6.391874534	-7.572814253	-8.109906976	-7.811264	-8.245728348	-7.978606691	-9.749125924	-7.079726102	-6.930389307	-8.598235148	-8.109668705	-8.782977121	-7.925771087	-4.463500846	-9.291536067	-8.117350057	-7.777921539	-8.798730647	-7.769617842	-8.17923727	-7.537793209	-8.498655187	-5.780968317	-7.312579293	-7.745070565	-8.403399436	-8.542709788	-8.063947572	-7.760348937	-7.730624705	-8.444772209	-3.354037517	-7.800756138	-6.73192986	-6.600294182	-7.854918912	-6.869021415	-8.16764528	-7.594211891	-7.199150717	-2.87764763	-5.415353916	-3.603795677	-0.930919789	-6.005031767	-6.577591614	-1.829207344	-1.173112064	-5.759160838
Proteobacteria	S63C156-Lasker2021	-9.482370117	-9.676136386	-7.511064498	-9.966009399	-7.488360566	-9.461042522	-9.501584381	-10.5171061	-9.140077547	-9.114042589	-8.021594674	-9.859370576	-7.516381419	-9.004644144	-8.908635135	-7.113900954	-7.31228957	-6.946732622	-7.383744241	-7.423509863	-7.039145149	-7.038963316	-7.140045976	-7.339853213	-6.980911358	-7.017239251	-5.015235961	-7.131750856	-7.789317633	-8.178342108	-7.543850518	-7.26877809	-7.08048716	-6.875455479	-7.099988466	-6.724985823	-7.183483353	-7.473645862	-7.367305813	-7.047999553	-7.299675534	-7.131062219	-7.033585715	-7.34700998	-5.04062693	-6.910040889	-7.191320292	-7.151846075	-7.346610845	-7.253865837	-7.465878681	-6.908465431	-7.652732108	-4.83905977	-6.827347869	-4.952156403	-4.83131599	-7.239993755	-7.533563601	-4.96583049	-4.67330043	-7.067338522
Proteobacteria	S63C261-Flyer2018	-4.890977843	-4.983377394	-5.543565816	-5.077344329	-4.915961362	-4.837539161	-4.946877759	-4.910174085	-5.090664588	-4.730479586	-4.087320886	-5.053765936	-5.130680606	-3.782923004	-4.94108842	-4.724442017	-5.187148458	-4.79179776	-5.172322699	-5.023799321	-4.857039435	-4.708508969	-4.901980784	-5.328445825	-4.614088436	-4.837580542	-3.052499597	-4.76466487	-5.634958057	-5.767369449	-5.044367946	-4.9070208	-4.820566078	-4.475152873	-4.821605414	-4.65439604	-4.673789342	-4.974857279	-4.868078869	-4.751589356	-4.959804499	-4.44623207	-4.767040737	-4.745102478	-3.014376298	-4.639982152	-5.151092092	-4.773766605	-5.419805322	-5.447105491	-5.231952733	-4.873799402	-5.16776957	-1.97482584	-5.145368838	-3.388608476	-1.980483036	-5.283525705	-5.484479007	-1.726302789	-2.278713832	-4.501521324
Thermoplasmatota	S64C165-Flyer2018	-2.80418446	-2.921574213	-3.405317819	-3.175088081	-3.4560327	-2.767797164	-3.553753633	-2.968918225	-3.008846166	-3.195459465	-2.691653057	-3.046643851	-3.111740722	-2.995861142	-2.955495039	-3.541510898	-3.406241029	-3.914619072	-3.884204698	-2.799149214	-3.9008684	-3.597105665	-3.96154219	-3.502401182	-3.99558088	-3.168753429	-4.731945481	-4.206988202	-3.51989859	-3.374037445	-3.302150184	-3.460995572	-3.709279977	-3.31532687	-3.697577008	-3.865724848	-3.459378299	-3.305814268	-3.418281152	-3.689968527	-3.44638668	-2.894470548	-3.600129326	-3.536395786	-4.263511281	-3.434562374	-3.562874207	-3.769969734	-3.435332999	-3.805353767	-4.012659751	-4.206212069	-3.547412844	-5.406002137	-4.243732482	-6.398569158	-7.453884126	-2.763538646	-4.124465208	-6.882924627	-7.280674521	-3.676052473
Proteobacteria	S64C184-Lasker2021	-4.410752418	-4.489384432	-3.559076293	-4.87294101	-3.637880607	-4.07810262	-5.227749254	-4.464558909	-4.396783788	-4.707571972	-3.343746799	-4.645738046	-3.592886126	-4.385611171	-4.324271896	-3.532710755	-3.583601266	-3.553833973	-3.857541165	-3.590141411	-3.619230974	-3.517419303	-3.648747695	-3.646463467	-3.565263826	-3.646327373	-2.946336617	-3.660971139	-3.618002476	-3.530199129	-3.612253062	-3.620126414	-3.60255553	-3.431267448	-3.61344046	-3.772091512	-3.586474105	-3.636532119	-3.700960335	-3.59395724	-3.676659977	-3.733606438	-3.999072474	-3.865739886	-2.600894166	-3.604062904	-3.566191348	-4.126979971	-3.675381562	-3.67914475	-3.772397246	-3.908307317	-3.791222305	-3.684163671	-3.677828304	-3.174949111	-3.233913983	-3.887403664	-4.0273512	-3.750238055	-3.217632174	-3.893602706
Thermoplasmatota	S64C644-Lasker2021	-3.397186287	-3.654693471	-5.919029139	-3.667444356	-6.374377928	-3.521702669	-3.374023372	-3.69005931	-3.625120212	-3.762178197	-3.906415954	-3.467769136	-5.688630114	-3.73119836	-3.558454321	-6.191019314	-5.965144421	-6.730977058	-6.656767015	-5.469484882	-6.910013026	-6.56622777	-6.776738683	-6.007504055	-6.673652085	-5.781749184	-5.7836364	-6.961192829	-6.081688468	-5.731080272	-5.973386936	-6.244278287	-6.644387979	-6.175568267	-6.396384984	-6.599074971	-6.644463906	-5.824792575	-6.014283285	-6.475572164	-6.096994677	-5.413745502	-6.653291681	-6.211961653	-5.650629698	-6.468222262	-6.077920006	-6.889176145	-6.118767287	-6.294129883	-6.800292335	-6.791995444	-6.195811026	-6.521056224	-6.582834577	-7.065981904	-8.761374046	-6.303137828	-6.741188767	-8.142802325	-9.468604364	-6.717569559
Planctomycetota	S65C152-Lasker2021	-3.809664135	-3.733967326	-3.739300119	-3.984103281	-2.940598255	-3.61493663	-4.597219378	-3.726557023	-3.793601063	-3.893665343	-2.883253807	-3.83501229	-3.477988322	-3.662313982	-3.637769659	-3.00551717	-3.435947628	-2.839894743	-3.26923148	-3.495106417	-2.980821139	-2.916349648	-2.947349792	-3.423251107	-2.737009153	-3.229780591	-2.594534859	-2.748259555	-3.191571966	-3.333279692	-3.392359798	-3.084725446	-3.057268033	-2.791660461	-2.91893419	-2.507018022	-2.825973246	-3.294345582	-3.131061373	-2.812688628	-3.198551495	-3.044028485	-2.883213791	-3.06135424	-2.683374598	-2.75785339	-3.480010388	-2.8804986	-3.577180382	-3.634104605	-3.353387669	-2.983668672	-3.47259486	-2.147542231	-3.023847097	-3.898971942	-2.919633808	-3.358546568	-3.602072818	-2.55676107	-2.994750216	-2.981654906
Proteobacteria	S65C156-Lasker2021	-10.39304789	-10.9182135	-7.671874152	-10.41615671	-7.723946093	-9.970835242	-9.804636159	-10.33983661	-9.778781691	-10.88727462	-8.7585326	-9.662648062	-7.890773165	-9.13299584	-10.42951477	-7.509032116	-7.838604574	-7.31034657	-7.777312245	-8.126374419	-7.510343732	-7.541527936	-7.560965272	-7.907104628	-7.410503662	-7.708077955	-5.141190719	-7.475566243	-8.445635053	-8.498964155	-7.840102682	-7.606705263	-7.501659116	-7.650750336	-7.543405359	-7.068294006	-7.689004213	-7.657204064	-7.637834011	-7.491581132	-7.593555912	-7.860634791	-7.731824368	-7.869776909	-5.129022456	-7.546302727	-7.306041666	-7.651689251	-7.880539381	-7.599994532	-7.655827393	-7.521383581	-8.007335426	-5.107994572	-6.889881373	-5.035688368	-4.870432275	-7.608809034	-7.82221938	-5.076280587	-4.719555862	-7.567663176
Proteobacteria	S65C435-Lasker2021	-4.101945899	-4.246443184	-2.386969585	-4.601916086	-1.97626853	-3.867139845	-4.804947614	-4.054404358	-4.160638223	-4.39041629	-2.529796645	-4.334165206	-2.200924059	-3.698057363	-4.071583727	-1.786439917	-2.06155478	-1.730906407	-2.114232336	-2.200260201	-1.866719718	-1.799289946	-1.783451946	-2.173713356	-1.883954294	-1.949801604	-1.386564714	-1.692339142	-2.192574845	-2.204019391	-2.100201376	-1.801093874	-1.822788379	-1.692284822	-1.773616801	-2.023137196	-1.706798287	-2.026796106	-1.865127635	-1.849249285	-1.91782669	-1.844284674	-2.148664545	-1.878158882	-1.235441659	-1.958242474	-2.114564465	-2.370525758	-2.295366202	-2.217967319	-1.962646364	-1.660773097	-2.122307407	-0.634458264	-2.269259501	-1.294641038	-1.480322175	-2.356808719	-2.411323964	-0.734165963	-1.101030066	-1.862804095
Proteobacteria	S66C123-Lasker2021	-6.418139604	-6.433100172	-8.074364382	-7.239509344	-7.235211146	-6.132505253	-7.821182365	-6.402496964	-6.380869257	-6.747195552	-4.945164177	-6.580281623	-7.507485343	-6.185015073	-6.277754363	-7.325605568	-7.783268241	-7.1609123	-7.486534957	-7.555079875	-7.406426633	-7.419445493	-7.469106246	-7.812019619	-6.98835397	-7.172885604	-4.341431789	-7.258880267	-8.841514352	-8.452937663	-7.33619525	-7.423088882	-7.390058317	-7.190726253	-7.206872619	-7.476185016	-7.431043067	-7.448123692	-7.671535783	-7.186247442	-7.683197594	-6.827076527	-7.441106084	-7.64068333	-5.15747149	-7.452878636	-7.783953178	-7.881770917	-7.948842294	-7.817617394	-8.057007917	-7.627807783	-7.639036403	-5.00549851	-8.319293482	-5.788291567	-6.53448635	-8.290870778	-8.344407877	-5.150288748	-5.782593631	-7.41854257
Proteobacteria	S66C156-Lasker2021	-9.885446712	-10.49245704	-7.893794427	-9.735251279	-7.746275899	-9.69249116	-9.272226467	-10.62976724	-9.575903268	-9.747715228	-7.996316034	-9.571361031	-7.923114916	-9.04262627	-9.914522353	-7.496657586	-7.792073304	-7.238376586	-7.764845791	-7.980416528	-7.411672703	-7.283929184	-7.505466015	-7.624231129	-7.452439697	-7.699733229	-4.952040496	-7.467776872	-8.246908263	-8.667053928	-8.013449767	-7.669774795	-7.619469974	-7.480600182	-7.481712237	-7.180103991	-7.508902297	-7.823967639	-7.836980097	-7.597725312	-7.742683928	-7.979036585	-7.734272722	-7.759979554	-4.940713135	-7.551530941	-7.405368571	-7.529826852	-7.931751218	-7.334694285	-7.690626706	-7.566115214	-7.976690704	-4.982819272	-7.123029252	-4.873713119	-4.773680321	-7.785299689	-7.736314706	-5.107699486	-4.637227784	-7.337035632
Proteobacteria	S66C173-Flyer2018	-4.942908199	-5.04649781	-4.532999954	-4.617780057	-3.823427775	-4.962379701	-4.894954066	-4.743342043	-5.073440199	-4.720314631	-4.10272381	-4.893387201	-4.332485591	-4.123110338	-4.954880823	-3.854679337	-4.090639455	-3.613428701	-4.131220665	-4.390573051	-3.848625103	-3.661303159	-3.977767	-4.293507388	-3.663280365	-4.046968083	-1.56795984	-3.773887864	-4.915567916	-4.856315271	-4.179002725	-3.934183802	-3.748837845	-3.562718774	-3.814280151	-3.674155427	-3.760727354	-4.098685531	-3.967672564	-3.791235111	-3.99087635	-3.882076511	-3.708389544	-3.880183553	-1.516911235	-3.60053182	-3.9905526	-3.895405002	-4.310729082	-4.206429201	-4.090446868	-3.713523479	-4.103993403	-0.588023743	-4.007017765	-1.323583818	-0.863146013	-4.242198329	-4.317212626	-0.330901437	-0.637539166	-3.446452657
None	S66C600-Flyer2018	-7.584975765	-8.015783135	-8.409888192	-7.255380722	-7.34083904	-8.295986715	-6.308048827	-7.885864315	-8.18803611	-7.471037154	-7.260372509	-7.876440438	-8.87630367	-6.425550883	-7.472462702	-9.167504567	-9.191136355	-8.993424573	-9.488499479	-8.752816036	-7.222746611	-7.026074508	-9.399590524	-8.651467488	-9.303082217	-7.922241976	-5.772648747	-10.30655273	-7.744940442	-7.827510004	-8.858467479	-9.548112954	-9.364646601	-8.421870648	-10.08790008	-8.582555145	-7.533540752	-7.486809013	-8.706749053	-9.837583339	-8.679868957	-7.949822125	-8.657566968	-8.622843193	-3.170642459	-8.21107597	-6.610756988	-8.1579689	-7.983674885	-7.625705426	-8.405448796	-7.995726099	-7.043399073	-1.187799398	-7.923099237	-3.982038149	-1.456716521	-7.466650452	-6.942991963	-0.417095933	-1.439419939	-4.507264287
Bacteroidota	S67C1385-Lasker2021	-3.855052534	-3.695782143	-2.208493282	-3.694192302	-1.692648715	-4.194360386	-3.500187531	-3.565208542	-3.920958862	-3.629362118	-3.034555059	-3.738398954	-2.123305483	-3.226193962	-3.829197481	-1.712766211	-1.99695593	-1.745984125	-2.108685068	-1.994554212	-1.713622947	-1.636828837	-1.683525718	-2.000841097	-1.594910986	-1.851848314	-3.340966739	-1.737951282	-2.203587529	-2.312233277	-2.031591698	-1.717926867	-1.820363156	-1.80768539	-1.739220506	-2.076016526	-1.554230947	-2.080519827	-1.82265328	-1.617531119	-1.932208717	-1.776897078	-1.809303259	-1.878421555	-2.624785859	-1.602152709	-2.186551222	-2.139343311	-2.339340357	-2.369655713	-2.321697466	-1.869832946	-2.121538424	-3.081399819	-2.848123183	-4.108351564	-5.371599	-2.655027478	-2.69890845	-4.887644854	-5.268204601	-1.854264852
Proteobacteria	S68C156-Lasker2021	-9.910317947	-10.13590089	-7.670036548	-10.03070816	-7.690809093	-9.663726614	-9.537170286	-9.783259774	-9.900575557	-10.36233065	-7.790713658	-9.264445827	-7.983357736	-9.223228569	-9.481376428	-7.585705993	-7.558719216	-7.46256797	-7.671614622	-8.254864351	-7.515241337	-7.4601578	-7.574137966	-7.764460117	-7.378543856	-7.598395505	-4.957142007	-7.289334095	-8.544181471	-8.271320828	-7.754160731	-7.490153062	-7.471885517	-7.341152779	-7.513960193	-7.125369085	-7.570425128	-7.801698096	-7.682146225	-7.69221511	-7.727214716	-8.036362759	-7.47265367	-7.768716324	-4.927311552	-7.482370016	-7.327856981	-7.812616824	-7.866933418	-7.526877391	-7.719337498	-7.45051422	-7.831435345	-4.923962812	-7.009621629	-4.833921934	-4.844228584	-7.494939531	-7.753903953	-4.957671139	-4.675626878	-7.478743643
