		RL2103c001_100m-2	RL2103c001_48m-1	RL2103c001_5m-1	RL2103c002_100m-1	RL2103c002_48m-3	RL2103c002_5m-1	RL2103c009_20m-1	RL2103c009_40m-1	RL2103c009_5m-3	RL2103c010_25m-3	RL2103c010_50m-2	RL2103c010_5m-1	RL2103c014_25m-3	RL2103c014_55m-2	RL2103c014_5m-1	RL2103c015_30m-2	RL2103c015_5m-1	RL2103c015_80m-3	RL2103c019_100m-1	RL2103c019_44m-2	RL2103c019_5m-2	RL2103c023_5m-2	RL2103c023_60m-1	RL2103c024_100m-2	RL2103c024_40m-1	RL2103c024_5m-1	RL2103c025_100m-2	RL2103c025_40m-2	RL2103c025_5m-1	RL2103c032_5m-3	RL2103c032_66m-3	RL2103c032_80m-1	RL2103c033_100m-3	RL2103c033_35m-3	RL2103c033_5m-1	RL2103c034_100m-2	RL2103c034_34m-1	RL2103c044_100m-3	RL2103c044_52m-2	RL2103c044_5m-3	RL2103c045_100m-2	RL2103c045_23m-2	RL2103c045_5m-1	RL2103c046_15m-3	RL2103c046_30m-2	RL2103c046_5m-3	RL2103c049_23m-1	RL2103c049_5m-1	RL2103c049_93m-2	RL2103c050_100m-2	RL2103c050_21m-2	RL2103c050_5m-3	RL2103c067_100m-1	RL2103c067_57m-2	RL2103c067_5m-3	RL2103c068_37m-3	RL2103c068_5m-3	RL2103c071_5m-2	RL2103c071_68m-2	RL2103c072_100m-2	RL2103c072_35m-2	RL2103c072_5m-1	RL2103c074_100m-1	RL2103c074_13m-1	RL2103c074_5m-1	RL2103c077_19m-1	RL2103c077_5m-2	RL2103c077_70m-1	RL2103c078_100m-2	RL2103c078_27m-2	RL2103c078_5m-2	RL2103c081_45m-2	RL2103c081_5m-2	RL2103c088_51m-2	RL2103c088_5m-1	RL2103c089_100m-3	RL2103c089_20m-1	RL2103c089_5m-2	RL2103c090_100m-3	RL2103c090_53m-1	RL2103c090_5m-2
Proteobacteria	S60C217-Lasker2021	-4.043854701	-3.867577408	-6.852017118	-3.873985733	-6.037428447	-6.969623342	-2.778500933	-2.9761522	-2.746804164	-2.961082781	-3.913004587	-2.819390879	-3.872660235	-3.942380259	-3.486617992	-3.354709093	-3.152302204	-4.725896712	-5.473051064	-4.076258054	-3.293724083	-3.608506278	-4.346927249	-3.599640137	-3.299434709	-2.963723698	-4.438939563	-2.955956887	-3.110581195	-3.222897626	-5.115679726	-5.537161098	-5.813410617	-3.408426217	-3.007551911	-8.217173232	-3.56046193	-5.030479081	-3.929829606	-3.848053443	-4.898562397	-3.685049836	-3.739365243	-3.805456148	-3.617295399	-3.992615789	-3.798599503	-3.814901558	-6.533072042	-7.464567775	-4.446609615	-5.649493968	-6.345033463	-2.858086743	-3.212720408	-2.396303409	-2.915024649	-3.056247858	-3.268555133	-6.306520721	-2.985339308	-3.049582328	-4.612297324	-3.009484098	-3.125091286	-2.72226503	-3.076410041	-5.330292155	-10.28834036	-2.409518167	-2.951089613	-2.943888282	-3.107884333	-2.46084767	-2.593082044	-5.329615544	-5.163076586	-5.075757986	-9.067894296	-3.812171064	-3.70884574
Proteobacteria	S60C426-Lasker2018	-10.03455328	-8.204393706	-8.645274662	-10.22047025	-6.878456996	-6.249919989	-10.51764146	-10.36647537	-10.63123599	-10.56170784	-10.60719906	-10.01988318	-8.377260264	-8.739129784	-7.371126392	-7.586677713	-7.099945612	-9.419173926	-11.3555693	-8.453391457	-7.655651867	-7.773125498	-9.330984083	-8.882756448	-8.236368301	-7.716740855	-9.708613278	-7.651781945	-7.985509262	-9.04273304	-10.41496385	-10.50417067	-10.00206027	-8.842805818	-9.582861056	-10.60148206	-7.893451932	-9.665022868	-7.577876015	-6.132509997	-9.048152307	-6.210407832	-6.315838654	-8.851459523	-8.519615122	-8.71486681	-4.912088902	-4.590074501	-9.105926124	-9.336932582	-5.54102021	-4.88053699	-9.734215218	-5.820380226	-4.322113984	-5.603642296	-5.299378629	-7.593817219	-8.050031722	-10.60316139	-8.33111412	-7.876517578	-10.14882296	-7.965450976	-8.007268133	-10.1592737	-12.46818423	-10.3255358	-15.25268424	-8.616527457	-8.794399856	-9.818913894	-9.857031539	-10.43053518	-10.21535631	-11.27049872	-10.73321213	-9.593388772	-14.96285567	-11.07531765	-10.44392326
Bacteroidota	S60C631-Lasker2018	-6.864070985	-6.199325967	-6.009276115	-7.89925599	-5.652317491	-5.794475092	-7.213369115	-7.725608907	-7.213836747	-6.955847229	-8.165072075	-6.206550746	-4.588694066	-4.632657217	-3.684209774	-3.847829981	-3.341086482	-5.654087234	-7.055620454	-4.529077299	-3.264697066	-2.723720588	-4.671574767	-4.497801279	-5.241644146	-5.440528537	-7.387396335	-5.681752917	-6.189979634	-4.371699108	-6.000682502	-6.058409759	-6.897752474	-4.727638995	-4.653536872	-8.689246844	-6.316468856	-8.276174045	-6.621565494	-6.174237758	-8.407456888	-5.501523079	-5.472770044	-3.963349985	-3.631121998	-4.12125003	-4.634701577	-5.47410192	-8.287754099	-11.1942599	-6.989751435	-6.995549326	-6.496581032	-4.555678554	-4.286562939	-4.418143881	-4.387234975	-6.10476929	-4.460948464	-9.828694749	-5.03968359	-4.88661144	-8.657320345	-4.382763386	-4.669486652	-5.492908933	-8.142877082	-7.093537947	-8.579501614	-5.55764706	-5.143824802	-8.44792789	-6.862722737	-8.443635714	-8.596580993	-7.481815208	-7.569938335	-7.345904243	-10.69046794	-7.750094308	-7.194385105
Proteobacteria	S61C102-Lasker2021	-7.470740467	-7.072346189	-8.702072617	-7.306741078	-7.852423161	-8.314113908	-6.191210275	-6.732875175	-5.489414678	-6.345484903	-8.754887214	-5.26537453	-6.74615374	-7.01391259	-6.510789791	-6.548837692	-6.122880465	-7.719906358	-9.505847783	-7.689980327	-6.408017863	-6.665033753	-7.997084786	-7.362164181	-7.39155881	-6.960456195	-8.659281951	-6.618955157	-7.163311052	-6.531154568	-8.201126562	-8.28950988	-9.319263671	-6.496147675	-6.182870313	-8.998762648	-6.721544794	-6.691174254	-5.741654356	-5.916521541	-6.470672196	-5.028508421	-5.149853569	-6.501846669	-6.340822951	-6.581898978	-2.605919818	-2.506485475	-6.517170469	-8.237359449	-4.21909485	-2.869391894	-6.104540752	-2.154883958	-1.498333256	-1.971584578	-1.719057814	-5.942466557	-5.739085135	-8.418063316	-5.980503915	-6.525749126	-9.252191125	-6.845655041	-7.023372998	-5.439692101	-5.463361552	-8.618535292	-11.27322636	-6.033432531	-5.833063143	-5.944124195	-5.300761631	-5.20515194	-5.347705046	-10.62175662	-10.1615257	-9.080241708	-11.63879588	-7.565833043	-7.380610394
Bacteroidota	S61C1247-Flyer2018	-9.271085404	-8.658579755	-8.518729721	-9.261477826	-9.152600047	-9.481939537	-8.003746825	-8.352420935	-8.102394246	-8.988499749	-9.597327701	-8.464819788	-8.735416305	-7.928094332	-7.75115923	-8.171856078	-7.7117477	-8.52533923	-9.191412931	-8.570966031	-7.850294354	-7.620009522	-9.690307715	-8.077370297	-7.952711888	-8.239072938	-9.587367247	-8.601083462	-7.858769245	-8.462187952	-9.238051246	-9.475131454	-9.632020918	-8.759334628	-8.772883179	-9.554545672	-9.819423465	-9.754131503	-7.292154881	-5.067336289	-9.022574413	-4.869692918	-4.65413031	-7.05555959	-6.739842532	-7.073434727	-3.154048025	-3.107143033	-6.693530502	-8.313564258	-4.785374645	-2.856848038	-7.174574763	-3.146413476	-1.229496374	-3.189096295	-2.85385294	-6.1195966	-7.458070521	-11.72323029	-7.60431638	-6.114113291	-9.956946348	-6.181681672	-6.236539237	-9.157051201	-9.082189315	-9.539542391	-11.52786338	-9.037223381	-7.952135267	-10.40583241	-8.671350938	-9.323511198	-9.305346458	-9.438782938	-8.474667896	-8.46219065	-20.72326584	-9.003737019	-8.774934205
Bacteroidota	S61C126-Lasker2018	-7.852575818	-7.461745048	-8.007723026	-8.435020477	-7.128974608	-7.298675026	-7.333315549	-8.089368499	-6.756317934	-7.025183495	-8.685600719	-7.009127979	-5.245381408	-4.926378101	-4.686961538	-4.622471901	-4.198880285	-6.226589489	-8.547484681	-5.919616704	-4.301002083	-4.134623767	-6.014991385	-6.679154406	-6.577455841	-6.552147304	-8.428702027	-6.960146439	-6.62755699	-4.810324027	-6.761813601	-6.931833896	-8.111039754	-5.31481275	-4.874037047	-9.028649514	-6.935933543	-6.808164456	-6.266292627	-6.051730523	-6.361643634	-5.193928253	-5.048782962	-5.78627979	-5.52184024	-5.58990171	-2.288716991	-1.505397043	-5.828772053	-7.939732209	-3.073542237	-2.82929355	-5.731372585	-2.299117901	-1.773144423	-2.27840343	-2.169339195	-5.469995906	-5.894496796	-8.1756934	-6.102968786	-5.245677176	-8.05232262	-5.272420348	-5.297612815	-5.626725133	-7.211386397	-7.05027129	-12.17910925	-5.821019336	-5.165701418	-7.082325594	-5.959889139	-6.108870744	-6.564112101	-8.702704791	-8.667766694	-8.576661495	-11.48642171	-8.240791908	-7.853512
Bacteroidota	S61C1322-Lasker2021	-10.45959406	-9.965191907	-10.35972683	-11.40588993	-9.003773376	-8.822785499	-10.3782583	-10.51385878	-8.467627185	-10.59332454	-10.91438983	-7.74806457	-12.23647124	-10.82599517	-10.7196638	-10.90352616	-11.99422433	-10.99351656	-10.17242643	-10.87358009	-10.23358711	-10.76662646	-11.11817003	-9.779821377	-12.07564316	-9.931677934	-10.49464101	-10.60842719	-9.09190729	-11.25885225	-12.51475426	-10.19689272	-10.77344509	-9.965812142	-9.740211974	-10.76117047	-11.32392129	-7.229061466	-5.919097301	-3.95969518	-7.596581807	-3.881074974	-3.68638397	-7.74397285	-7.673605161	-7.938656678	-4.607316387	-3.580993446	-7.373475726	-9.0366239	-5.538881453	-3.626582819	-5.481946834	-1.808098257	-0.960420193	-2.012856359	-2.224028834	-6.022546051	-7.044913928	-9.340243953	-7.104485504	-6.296578475	-10.24102404	-6.254676731	-6.37424624	-10.26879998	-7.616270627	-12.50331892	-11.49961036	-7.977527023	-6.74911586	-9.95986569	-9.853855267	-10.21037707	-10.26921376	-12.10788697	-11.34178224	-10.88104387	-13.14222349	-10.00362462	-10.38300913
Proteobacteria	S61C1556-Lasker2018	-8.050856527	-9.154807231	-9.704490262	-8.544447694	-10.22407686	-10.49870461	-9.68431514	-9.105702233	-9.144028331	-9.082141019	-9.050660123	-9.304049804	-7.700692895	-7.109879015	-8.615305704	-7.821501127	-8.109181263	-7.330719212	-8.077667198	-7.192650306	-7.73430762	-7.819260579	-8.037523368	-6.478652554	-7.905792598	-7.691141943	-8.217101932	-7.26009785	-7.073840206	-7.854327399	-7.889254089	-8.070049911	-8.181089844	-7.544647276	-8.130469104	-9.887694403	-8.554478115	-7.517161491	-5.724300068	-4.270621298	-7.17347014	-4.274157827	-4.363912098	-6.218381408	-5.936415534	-6.392980085	-3.920246022	-4.096969504	-7.275896857	-7.782566553	-4.151483964	-3.393059851	-7.997618037	-4.730865844	-3.875729602	-4.274739664	-3.97571671	-5.821043994	-5.987753243	-8.47027807	-6.188620617	-5.987876472	-7.693845064	-5.918175127	-6.068999758	-8.869209717	-9.865114121	-8.27569995	-11.89550315	-8.883175457	-8.795571743	-9.384516691	-10.50986492	-9.818074185	-9.266102743	-9.853610627	-9.594447299	-9.673450695	-12.97382644	-9.460134671	-9.11754312
Bacteroidota	S61C16-Lasker2021	-5.510374846	-5.239574929	-5.898139354	-5.599026322	-5.988432349	-6.335525723	-4.037308829	-4.611712742	-3.361694872	-3.751972407	-5.569531909	-2.960113791	-3.757404835	-3.304221372	-2.869381583	-3.026928928	-2.421015808	-4.438560585	-6.156609746	-4.116421903	-2.626995453	-2.510558286	-4.372630675	-4.680694376	-4.555149161	-4.565916781	-6.41019029	-5.154873688	-5.017156637	-3.027416953	-4.871637191	-5.069870304	-6.115586632	-3.354353997	-2.938978872	-9.290521022	-5.580916114	-7.406438422	-6.116979064	-5.253319336	-7.311044945	-4.98380822	-4.822758695	-4.494432891	-4.276963227	-4.457775275	-5.218750003	-4.686015449	-7.806040144	-9.69765115	-5.675787088	-7.074124553	-6.135512347	-2.958669502	-3.069814538	-3.040769431	-2.835122027	-3.952611798	-4.812549769	-8.644408629	-5.116119434	-3.827765776	-7.801217574	-3.850329778	-3.672493087	-2.940271872	-3.464444705	-5.096818378	-10.32834835	-3.50883579	-2.785229287	-5.186145958	-3.702518119	-3.893231575	-4.438242255	-7.220439995	-7.516914498	-7.208869966	-10.53145823	-6.343483376	-5.733602711
Proteobacteria	S61C367-Lasker2018	-1.216632937	-0.704455275	-1.677692819	-1.564813743	-0.343509982	-0.081712632	-1.593921561	-1.696831684	-1.634268347	-1.447424677	-2.307156074	-1.374435354	-1.025721545	-1.708734733	-0.914218478	-0.838780672	-0.682073716	-2.676795823	-3.36038291	-1.916995936	-0.984070952	-1.105842481	-2.29573182	-1.504550374	-1.518049317	-1.358969505	-2.206923375	-0.957213614	-1.086414235	-1.173030813	-2.829503887	-3.176454135	-3.697551669	-1.262467967	-1.163564588	-6.055386171	-1.544696688	-3.606529367	-1.957603726	-1.119609717	-3.31752196	-1.263151843	-1.138931344	-1.372577031	-1.126856309	-1.513512372	-1.813822328	-1.822861166	-4.44736949	-5.013878999	-1.725785729	-0.96578622	-4.600347036	-1.267148482	-1.630405295	-1.261845799	-1.396051564	-1.289685095	-1.415193957	-4.673480505	-1.239911944	-1.392658244	-2.873239528	-1.300396994	-1.380005374	-1.161097077	-1.455165493	-3.196170429	-6.667207661	-1.231939927	-1.348013316	-1.627539405	-1.489317695	-1.244111279	-1.377929837	-1.679060638	-1.520702705	-1.442606202	-6.787335367	-1.375116582	-1.237084664
Thermoplasmatota	S61C412-Lasker2018	-8.607342487	-7.822154027	-9.298484827	-8.999571391	-7.419612601	-7.035377082	-9.263216286	-9.134570874	-9.649011394	-8.892522115	-9.86655588	-9.768606249	-7.541233871	-8.102952039	-7.617324628	-7.349999005	-7.391204253	-9.412791251	-11.23516995	-9.009796439	-7.656227766	-7.520814221	-9.742220154	-8.065719435	-6.797731155	-6.449865983	-10.38733699	-7.237084339	-5.247327091	-8.691264892	-8.839829991	-10.03582971	-11.07717101	-7.420302718	-8.195130634	-9.305782846	-8.311856526	-10.05353595	-6.002480804	-3.730602313	-9.520105013	-3.874181079	-4.055918145	-7.909865099	-7.96007638	-8.050672872	-2.319912947	-2.089465486	-7.879476695	-7.410823784	-1.151227801	-0.803666601	-8.362802598	-3.751779808	-1.49888911	-3.560813153	-2.88793396	-5.87862884	-7.150843369	-14.39561159	-7.359612554	-6.244092884	-11.48484426	-5.700013078	-5.89897908	-9.408836007	-9.743732549	-10.16992759	-14.30201095	-7.505941686	-7.701481867	-9.177975065	-10.4270307	-9.344352795	-9.330653794	-9.550252809	-8.726535544	-8.711712843	-13.04354818	-8.494530931	-8.367055524
Bacteroidota	S61C5400-Flyer2018	-8.610050477	-8.683789599	-8.830761028	-8.641751874	-8.736805734	-9.042997648	-7.878532741	-8.311191119	-7.059688273	-8.10879931	-8.884677706	-7.264053008	-8.192337018	-7.864502551	-5.756125046	-5.934161879	-5.311743353	-8.571597531	-9.604806491	-7.355219011	-5.625045484	-5.587619524	-7.872159891	-8.339868766	-8.128872886	-8.135258874	-9.720894433	-8.643798851	-8.335618538	-7.299053552	-8.715293948	-8.780806195	-9.256458764	-7.717781212	-7.475557933	-9.625147582	-8.760703303	-9.537667354	-8.615702674	-7.579021992	-9.407466871	-7.524460442	-7.590662468	-8.284860034	-8.078553367	-8.187986787	-6.474728183	-6.847163693	-9.298361422	-10.15863671	-7.183364786	-6.050341811	-8.462508861	-5.705957659	-4.967134092	-5.885320538	-5.388644781	-7.576792065	-8.3892697	-9.918328882	-8.341294802	-7.67129295	-9.624008493	-7.276675751	-7.411477525	-8.048972557	-7.863351136	-8.731376877	-9.661542031	-8.378122357	-7.843063197	-8.495876515	-7.794738769	-8.134001982	-8.281527965	-8.66918828	-8.863426129	-8.823732346	-9.819855203	-8.572255844	-8.415252316
Proteobacteria	S61C826-Flyer2018	-4.310568187	-4.938088635	-6.235653099	-4.597341808	-6.569238135	-7.801336216	-4.516937218	-4.390983266	-4.701813474	-4.386461655	-4.651989608	-4.580960129	-5.364870417	-4.901750612	-6.345488152	-5.631255974	-6.357219447	-4.795790039	-4.977910983	-4.439203646	-5.511036244	-5.423425818	-4.704980687	-4.141910119	-5.115309245	-5.039468505	-4.272705038	-4.059548373	-4.077262633	-4.734740064	-5.160982715	-5.486039842	-5.430646054	-4.997716231	-4.699127796	-6.872673311	-4.135704889	-5.587622809	-3.157886305	-1.680832142	-5.309639218	-1.759982521	-1.616145453	-4.148857033	-3.833642186	-4.354809368	-1.729260552	-1.464520495	-4.78419291	-4.926349133	-1.504532996	-0.561942441	-6.342067392	-3.150676995	-1.509621985	-2.622529496	-2.29349542	-3.093094241	-3.864080867	-6.207367078	-3.851312223	-3.326228685	-4.631097308	-3.09428422	-3.329992626	-4.794894193	-4.365115635	-5.5699745	-9.297968223	-4.276928297	-4.330681642	-5.402860949	-5.692121459	-5.072058513	-4.976067649	-5.665844902	-6.067782726	-6.276643728	-8.056749614	-5.840320497	-5.593518463
Proteobacteria	S62C136-Flyer2018	-4.09508978	-3.502798938	-4.971773886	-3.174929253	-4.516379576	-5.809427131	-2.83629813	-2.740167055	-3.16587096	-3.333393837	-3.953851339	-3.438665538	-4.186823931	-3.889861153	-4.676672632	-4.011440825	-4.548521836	-4.401557894	-5.698166772	-4.290761863	-3.898116747	-3.822657003	-4.773806968	-3.429311588	-3.278325158	-3.075463033	-4.477485754	-3.174204273	-3.134039923	-3.716740391	-4.757564892	-4.928315498	-5.468099077	-3.439246537	-3.571328694	-8.501508689	-3.505379092	-6.426481831	-4.47222499	-3.615433138	-6.244541928	-3.765353368	-3.916462646	-3.375921115	-3.216303611	-3.710079189	-5.328329396	-5.597485148	-7.587909633	-9.572566409	-5.213933021	-6.84063313	-6.413383175	-3.40877638	-4.170995698	-3.270010158	-3.44441136	-3.483562171	-3.150323861	-7.683249669	-3.33473209	-3.534914026	-5.958692931	-3.30886287	-3.413585964	-2.99209671	-3.653048287	-4.798911379	-10.59588469	-2.972823866	-3.425244367	-3.266504762	-3.442953031	-3.160642507	-3.023820809	-2.721450369	-2.367185899	-2.529136933	-9.275113587	-2.297775766	-2.441514331
Proteobacteria	S62C156-Lasker2021	-5.436727016	-4.990277674	-6.38013785	-5.184959039	-5.612114009	-5.868641434	-4.314721843	-4.571052471	-4.326576866	-4.513361493	-5.878385107	-4.27272476	-4.262596813	-4.314520671	-3.901917291	-4.033255709	-3.766813407	-5.266140441	-6.982430055	-5.07922987	-3.984144606	-4.068691728	-5.341941617	-4.639287106	-4.243785431	-3.985838774	-5.668232056	-4.043837073	-4.310900733	-4.45097645	-5.746182119	-5.938785459	-6.761583143	-4.423250377	-4.33175901	-9.5548453	-4.54535634	-8.348324216	-6.310096229	-5.470451266	-8.436524218	-5.576725878	-5.623997092	-4.483856059	-4.329397753	-4.559953924	-7.541340614	-7.598708169	-10.72939906	-11.53451914	-8.508543062	-9.841521901	-7.867259065	-4.237112977	-4.430353806	-4.165419342	-4.323741425	-3.942453811	-4.731043548	-10.01513262	-4.897742918	-4.540441433	-8.015823838	-4.6315771	-4.705582077	-4.150273151	-4.879117073	-6.223928549	-11.04593681	-3.872179698	-4.183851414	-4.918431065	-4.461219117	-4.453002213	-4.51645992	-6.043011979	-5.472007759	-5.420025965	-10.26874041	-5.202476128	-5.059954286
Proteobacteria	S62C238-Flyer2018	-4.354909724	-3.474780651	-4.654702611	-3.922685094	-4.246883272	-4.940752719	-2.524883989	-2.735223252	-2.235880161	-2.925623899	-4.856083009	-2.175358689	-4.398560245	-4.138632682	-2.275823101	-2.910075924	-2.251163242	-4.630287091	-6.039550611	-4.06693249	-2.397023847	-2.457522471	-4.222248141	-3.770427571	-3.739033188	-3.719936902	-5.964323189	-4.410875593	-4.521054155	-3.141850226	-5.127972326	-5.100506015	-5.988639461	-3.274235111	-2.865533636	-9.207312261	-5.767366987	-6.525623283	-5.117978942	-4.300082474	-6.201898212	-3.933859087	-4.042750675	-2.471546839	-2.321185911	-2.564620199	-3.653676223	-3.564536965	-6.724654109	-8.422091852	-5.268997622	-3.587467853	-6.050228795	-3.061039068	-2.810975335	-2.853347669	-2.630654463	-2.907166697	-2.834006341	-7.549875656	-3.28993661	-2.850019672	-5.568386999	-3.26482147	-3.297931992	-2.583570293	-2.882453161	-5.04893251	-9.910516196	-3.518631896	-3.118905928	-3.691870001	-2.662046902	-2.939149031	-2.862197593	-3.77578544	-3.136398614	-3.125013488	-10.01745567	-3.163921105	-3.181131778
Bacteroidota	S63C1460-Flyer2018	-4.961324408	-4.594077142	-5.422302561	-5.215433235	-4.369738129	-5.63009852	-3.946712436	-4.172161379	-4.676829574	-3.797786027	-5.025119003	-2.784662453	-3.194845358	-3.570916559	-2.545791349	-2.977959293	-2.529438379	-5.292899868	-7.407912843	-4.537824203	-2.835993567	-3.224381101	-4.558883629	-5.347200725	-3.734767426	-3.152839801	-7.378720218	-5.754531801	-3.957610661	-3.168594606	-5.253664894	-5.91055745	-7.055038858	-3.823072963	-3.412612406	-8.215534252	-4.829783692	-7.970210871	-6.61237159	-5.87051143	-7.910822588	-4.15798838	-4.133298428	-2.767982531	-2.642983718	-3.091932517	-4.89959651	-5.275422916	-8.304225075	-9.159996368	-5.914242207	-8.163313596	-5.24433537	-3.304471432	-3.719873939	-3.252448793	-3.437731986	-4.13935902	-2.877195797	-8.822545806	-3.115761292	-3.596626671	-8.283988028	-4.45764584	-4.79740524	-2.576918905	-2.07374849	-7.144447703	-9.566383516	-3.592291146	-3.654767113	-5.178790075	-2.308847451	-3.447716574	-3.736691447	-5.757610431	-5.901050406	-5.492244893	-8.389816764	-2.823021621	-3.145323341
Proteobacteria	S63C156-Lasker2021	-5.446888073	-4.949420494	-6.514256145	-5.098926981	-5.625049809	-6.012654681	-4.200194331	-4.399545762	-4.321441618	-4.580848569	-5.821647851	-4.415347583	-4.440954217	-4.564676053	-4.004837607	-4.177042231	-3.911796581	-5.538171414	-7.250324323	-5.152408443	-4.110092675	-4.156522352	-5.45955171	-4.868616505	-4.562304106	-4.263616311	-5.816665682	-4.360292932	-4.641776599	-4.620085772	-5.957545246	-6.195768435	-6.978967755	-4.717488854	-4.560690728	-9.171711757	-4.701089411	-8.268300493	-6.305672624	-5.442725179	-8.159472839	-5.530106332	-5.559896517	-4.521282081	-4.343036333	-4.554763805	-6.930410992	-7.105717557	-10.02290246	-10.75944938	-7.656817957	-7.877317418	-7.790816817	-4.269694231	-4.3596363	-4.158507218	-4.241567405	-4.768647457	-3.943261176	-10.29699573	-4.95316647	-4.698842059	-8.209270279	-4.781151087	-4.868264705	-4.378502053	-5.020071576	-6.409944016	-10.25243982	-4.120024836	-4.471068319	-4.854868297	-4.368581507	-4.375959	-4.438636691	-6.35674435	-5.776071143	-5.634570883	-10.0874076	-5.411608357	-5.168768443
Proteobacteria	S63C261-Flyer2018	-3.925996887	-4.389383953	-5.192074332	-3.542879306	-5.255180485	-6.645151582	-2.829158244	-2.567298822	-2.958889867	-3.473713205	-2.112016793	-2.929168187	-3.768700973	-2.780390791	-4.078315753	-4.123042229	-4.121677075	-3.468400602	-5.068920655	-4.049732084	-3.863890629	-3.548309942	-4.100443684	-4.212072979	-5.337765514	-5.447623036	-4.26212414	-4.146188893	-5.880805601	-3.164193317	-3.700437714	-3.65929673	-4.682545737	-3.954171087	-3.452282771	-4.079271277	-4.000983299	-5.2720731	-5.155146979	-6.184562182	-4.889127032	-6.062933353	-5.775755443	-4.733626706	-4.377870882	-4.67164498	-5.89050425	-6.817885416	-5.13838526	-6.863301647	-6.998524763	-7.27904874	-4.615093459	-4.080514145	-4.447028879	-3.956553587	-4.410446768	-5.579741196	-4.11397476	-5.432386504	-4.540143784	-4.938150479	-4.921177936	-4.998098158	-5.345790745	-3.44776573	-3.562223403	-2.030121225	-5.059451249	-4.435241015	-5.15167342	-2.709427935	-3.509110051	-3.394654304	-3.335480964	-3.316937183	-4.349344869	-4.465395765	-5.256961358	-4.465218522	-4.025071666
Thermoplasmatota	S64C165-Flyer2018	-4.19224729	-8.478089793	-12.08204232	-3.609301802	-12.77060053	-20.72326584	-9.94590847	-7.483261656	-20.72326584	-7.651146936	-3.772563239	-20.72326584	-4.392843769	-3.555912301	-8.059724358	-5.049300865	-8.002231732	-3.128066874	-2.954795284	-2.919325256	-6.084787583	-7.242658583	-2.547865095	-3.494344914	-8.337962615	-8.732660903	-2.876292354	-4.041164846	-4.870817419	-5.507634446	-3.050009299	-3.06816074	-3.108023171	-4.381550028	-5.731615536	-2.239751046	-3.893661416	-2.585923732	-2.465030366	-8.764035094	-2.683478581	-11.00309734	-20.72326584	-9.756508758	-8.830170508	-11.2583893	-3.969707416	-9.028525443	-3.237076838	-2.558139226	-7.042586144	-20.72326584	-3.244962723	-5.848276827	-10.17796335	-5.513700185	-9.26269033	-10.05460856	-4.136175691	-2.831458078	-3.640096719	-8.484107654	-2.623266435	-8.298528455	-11.53094311	-8.678513369	-20.72326584	-3.33300156	-2.71442782	-5.157115939	-9.309903613	-5.113465564	-12.53799184	-10.24379377	-8.166026239	-7.112865979	-10.25202385	-11.1588931	-2.754387203	-5.817724943	-6.496496785
Proteobacteria	S64C184-Lasker2021	-2.410203255	-2.697207877	-4.663358777	-2.219002624	-4.363225293	-5.421443878	-1.660053274	-1.570258445	-2.187092723	-2.097766617	-2.123339713	-2.428404573	-2.479511001	-2.216852533	-3.174388285	-2.558380835	-2.941856113	-2.726164158	-3.830307682	-2.866547481	-2.569404564	-2.614160607	-3.056006386	-2.392051962	-3.256221551	-3.305854493	-2.84694194	-2.145940246	-3.76200174	-2.564264374	-3.044804373	-3.170393399	-3.761652232	-2.806491146	-2.882005685	-4.247899809	-2.634645323	-4.417099438	-3.521475649	-4.327666715	-3.400543665	-4.590488393	-4.744228136	-3.126324424	-2.983826134	-3.419282302	-3.899586362	-5.909210317	-4.321023318	-5.180670518	-5.14540162	-7.876304508	-3.592059687	-3.685008197	-4.903557624	-3.345230716	-3.559908359	-3.408242208	-2.561225248	-3.707492161	-2.65969406	-3.285389335	-3.107173663	-3.096005949	-3.29106393	-2.472120451	-3.128880174	-2.337262763	-3.703821695	-2.617372594	-3.468330273	-1.714379843	-2.43286713	-1.978128029	-1.75365649	-2.490786168	-2.414551144	-2.667583135	-4.935068558	-2.120948012	-2.250816179
Thermoplasmatota	S64C644-Lasker2021	-4.928721953	-7.28177162	-10.65282632	-3.510330705	-10.62263762	-11.20843097	-9.685535856	-7.228048977	-12.23731393	-6.81049727	-3.787868135	-13.73745216	-4.047538365	-3.675525299	-7.564271829	-4.69752059	-7.189361712	-3.070103425	-2.650601403	-3.150376478	-6.150186318	-7.232960211	-2.743863495	-3.909859797	-8.369592487	-8.317572957	-3.304831559	-4.918541458	-7.419602925	-5.612596889	-2.860571789	-2.717960441	-2.743298834	-4.172159887	-5.747553501	-2.468276402	-4.265061427	-3.268251984	-4.175708708	-8.688287906	-3.663272723	-10.35130573	-10.26270401	-9.660660973	-9.379122877	-12.19541688	-5.431206817	-9.855975881	-3.540855803	-4.041266405	-9.00046842	-11.9476604	-3.922047332	-6.848979518	-11.04457145	-7.049659685	-12.16997978	-10.01939527	-4.623018168	-2.749538027	-4.584705915	-9.124639395	-3.661411263	-9.279107287	-10.71989508	-7.377345874	-10.97763873	-3.170551936	-3.134708451	-5.664962852	-8.939407767	-4.249942789	-11.29116175	-10.30835384	-7.428351311	-5.837411541	-8.271723924	-8.987403002	-2.146695118	-5.229145844	-5.848782559
