		zr2760_10_	zr2760_12_	zr2760_16_	zr2760_17_	zr2760_18_	zr2760_20_	zr2760_21_	zr2760_23_	zr2760_24_	zr2760_25_	zr2760_26_	zr2760_27_	zr2760_28_	zr2760_29_	zr2760_30_	zr2760_31_	zr2760_32_	zr2760_33_	zr2760_35_	zr2760_36_	zr2760_37_	zr2760_38_	zr2760_39_	zr2760_40_	zr2760_41_	zr2760_42_	zr2760_43_	zr2760_44_	zr2760_45_	zr2760_46_	zr2760_47_	zr2760_48_	zr2760_49_	zr2760_50_	zr2760_51_	zr2760_52_	zr2760_53_	zr2760_54_	zr2760_55_	zr2760_56_	zr2760_57_	zr2760_58_	zr2760_59_	zr2760_60_	zr2760_61_	zr2760_62_	zr2760_63_	zr2760_64_	zr2760_65_	zr2760_66_	zr2760_67_	zr2760_68_	zr2760_69_	zr2760_70_	zr2760_71_	zr2760_73_	zr2760_74_	zr2760_75_	zr2760_76_	zr2760_77_	zr2760_78_	zr2760_79_
Proteobacteria	S73C465-Lasker2021	0.040113382	0.05679502	0.002530391	0.042424854	0.004091547	0.052064046	0.034792986	0.054094784	0.048472907	0.0472573	0.054444123	0.050512392	0.004041238	0.064512156	0.052297197	0.004790092	0.002979109	0.00345066	0.002863903	0.005901458	0.003915106	0.0040462	0.003184841	0.002663615	0.005749595	0.004699939	0.012796666	0.004096563	0.003498277	0.003821467	0.002882474	0.003438344	0.003442243	0.004343204	0.003560633	0.005649432	0.003996792	0.003206864	0.002798262	0.004299001	0.002804532	0.005710248	0.003035649	0.002736671	0.017202029	0.004903778	0.00279987	0.002802352	0.002362853	0.00160801	0.001599972	0.00191315	0.002689705	0.005889564	0.001791537	0.002855121	0.001536727	0.002572377	0.001354339	0.001403996	0.001390388	0.002839173
Thermoplasmatota	S73C644-Lasker2021	0.03362898	0.026022265	0.003390393	0.025154738	0.002087393	0.029047146	0.03280063	0.024017964	0.027323525	0.023308782	0.022627767	0.030024659	0.003941729	0.024815017	0.028145354	0.002179262	0.003456976	0.001103552	0.001471489	0.005007763	0.00095884	0.001685751	0.001142497	0.002666665	0.0011594	0.003911103	0.003479931	0.001146232	0.00286273	0.003361143	0.003712941	0.00250435	0.001668076	0.001807959	0.001738179	0.001459333	0.001770598	0.003430404	0.002779372	0.001628083	0.002927272	0.004786367	0.001669882	0.002389731	0.004181882	0.001794682	0.002904505	0.001595152	0.002969592	0.002074088	0.001562529	0.001470587	0.002363152	0.00124153	0.001800506	0.001165654	0.000167006	0.002049158	0.001612371	0.000317952	0.000126072	0.001527685
Bacteroidota	S73C702-Lasker2021	0.33823693	0.51402384	0.05272395	0.44877416	0.13502377	0.32608366	0.29934853	0.55080926	0.48539868	0.46264273	0.41683584	0.4967863	0.09869562	0.548615	0.52441865	0.12389971	0.07260102	0.10050904	0.08309492	0.144874	0.13227366	0.12897211	0.113873556	0.07598746	0.18319923	0.15191779	0.118228525	0.11777275	0.108489946	0.08992024	0.08921429	0.11366485	0.0997347	0.10071264	0.107823946	0.15196925	0.13732287	0.10516014	0.106750205	0.15286626	0.08793046	0.22414435	0.11120844	0.114915125	0.13525088	0.16554338	0.06241471	0.09751024	0.059182435	0.04270507	0.050244972	0.07225688	0.069555454	0.13505402	0.038428497	0.019747993	0.012053514	0.059714235	0.03203468	0.019689001	0.013280788	0.09315927
Bacteroidota	S74C16-Lasker2021	0.000303643	0.000143083	0.000996385	0.000235542	0.002065477	0.000241625	0.000506659	0.000217162	0.000287341	0.000166375	0.000926714	0.000259178	0.000882669	0.000602592	0.000292682	0.001764837	0.001588468	0.001971497	0.001719912	0.00098998	0.002276707	0.002191028	0.001696483	0.001266794	0.002246829	0.001319304	0.005383279	0.001796074	0.000655136	0.000901457	0.001184432	0.001768466	0.001883359	0.002308511	0.001760638	0.007173205	0.002378812	0.001659522	0.001470246	0.002387242	0.001324044	0.001472948	0.002410713	0.001598978	0.012622481	0.002620366	0.001319857	0.00336453	0.001435518	0.00179282	0.001275726	0.0025878	0.001492647	0.057664372	0.004885077	0.014607539	0.07982012	0.002472652	0.001955236	0.09315053	0.09758569	0.004175585
Proteobacteria	S74C217-Lasker2021	0.000431883	0.000301866	0.018757533	0.000540068	0.022367917	0.001097887	0.000745879	0.000772784	0.000867956	0.000379553	0.003901015	0.000562218	0.01918973	0.000964538	0.000499902	0.02231183	0.01910802	0.027762417	0.016643474	0.018441496	0.024371542	0.025437264	0.021655494	0.01714292	0.028852664	0.020762574	0.013502993	0.02482473	0.017889425	0.018305127	0.01838382	0.019658513	0.023144944	0.026838817	0.022702962	0.027613748	0.021759342	0.017950945	0.0173508	0.02214566	0.018180382	0.016880644	0.020234765	0.015084857	0.01959079	0.027553188	0.018762348	0.022392811	0.016951147	0.017716056	0.01760939	0.016147152	0.014993914	0.014444085	0.019361492	0.013620745	0.028990608	0.015221089	0.012562418	0.014395007	0.029329056	0.018041248
Proteobacteria	S74C294-Lasker2021	0.000159327	0.000146279	0.002243428	0.00015633	0.002625034	0.000371838	0.000175704	7.92E-05	0.000208253	0.000111444	0.000839348	0.000283441	0.001656183	0.000237775	0.000168679	0.002693866	0.002062992	0.003503942	0.002279509	0.001715584	0.00296274	0.00243084	0.002338226	0.002197705	0.003041788	0.00173952	0.017109385	0.003127588	0.001935003	0.001656413	0.002142804	0.0021334	0.002909577	0.00386241	0.002588013	0.00344301	0.002533906	0.002276	0.002016679	0.002641581	0.002019088	0.001602152	0.002269093	0.001691248	0.017865887	0.002684246	0.002949799	0.002420186	0.002163105	0.002810329	0.002589774	0.002272501	0.001969662	0.006126714	0.002580233	0.029473139	0.008306109	0.001726732	0.001623338	0.006950298	0.010621714	0.00216468
Proteobacteria	S74C408-Lasker2021	0.003999833	0.003584662	0.07673648	0.003544708	0.10621717	0.006563464	0.004847081	0.006121227	0.006241461	0.004300665	0.02801376	0.005467336	0.07357987	0.008054072	0.005342484	0.095345736	0.07915879	0.11423177	0.07677455	0.068440795	0.10701356	0.106535025	0.100343205	0.08248231	0.11189123	0.08274635	0.32351777	0.09924003	0.08446463	0.079437405	0.07110845	0.078616425	0.09341562	0.08294893	0.08964124	0.11698025	0.09102659	0.07581231	0.076170966	0.08987849	0.07712818	0.058154363	0.07493209	0.06444105	0.21920544	0.08847177	0.08317099	0.09114519	0.06989281	0.08585494	0.08078921	0.085416324	0.06094323	0.12295067	0.08096706	0.27333382	0.17882328	0.06712461	0.059661824	0.106788665	0.20249148	0.067823246
Thermoplasmatota	S74C541-Lasker2021	0.001231046	0.000720406	0.03357749	0.000972643	0.014456745	0.001546122	0.001471019	0.001127199	0.001223094	0.000992273	0.011948797	0.002435783	0.021877762	0.002070623	0.001096426	0.012026085	0.030095793	0.011614698	0.013749433	0.018595831	0.008442439	0.0122553	0.010026393	0.029405717	0.007054489	0.019518444	0.30954725	0.00775861	0.012126292	0.015219885	0.025754133	0.01805504	0.013783432	0.01391269	0.016763957	0.013014582	0.010354575	0.023656523	0.023706878	0.010348965	0.024713622	0.016315274	0.010954527	0.020511225	0.19099028	0.006602933	0.03280455	0.01094295	0.032289326	0.039200943	0.028375572	0.021945275	0.023286339	0.06404802	0.042688508	0.26160178	0.05746177	0.023758817	0.026653945	0.06116064	0.065529056	0.00985529
Bacteroidota	S74C700-Lasker2021	0.000541003	0.000470779	0.000989588	0.000438518	0.00167321	0.000644749	0.000390219	0.00059352	0.000686764	0.000477575	0.001746999	0.000565962	0.000496294	0.000548676	0.000671369	0.001955447	0.001923182	0.001324655	0.001863149	0.000363813	0.003196957	0.002396698	0.000860074	0.001600001	0.001000955	0.000693792	0.030248476	0.000986282	0.000638706	0.000549305	0.000852843	0.002091542	0.001900861	0.002174182	0.000782867	0.008599909	0.002431201	0.000975366	0.001150525	0.001957422	0.000949982	0.000501443	0.002314874	0.001059146	0.025398515	0.001901495	0.00168252	0.002910663	0.001710231	0.004000901	0.00098497	0.003067025	0.001827142	0.016676957	0.010087138	0.045390826	0.028453255	0.003047182	0.002606415	0.029093405	0.03980577	0.003109978
Proteobacteria	S75C156-Lasker2021	0.000122245	4.81E-05	0.000598684	8.25E-05	0.000789008	9.17E-05	8.51E-05	6.12E-05	7.01E-05	6.60E-05	0.0004924	9.15E-05	0.000607995	0.000159536	0.000112578	0.000805756	0.000700301	0.001201519	0.000664629	0.00046187	0.000880179	0.000830084	0.000775171	0.000676265	0.001100915	0.000680955	0.00960522	0.001037248	0.000416321	0.000297441	0.000543927	0.000782793	0.000883525	0.001161113	0.000949147	0.001131111	0.001056209	0.000856045	0.000646008	0.000863379	0.000694928	0.000707087	0.00069861	0.000577372	0.009399891	0.00092507	0.000960489	0.000730599	0.000517059	0.0006158	0.000781861	0.000963506	0.000639055	0.010068804	0.001318947	0.010008995	0.01154628	0.000762929	0.000742696	0.008889624	0.012386396	0.000809711
None	S76C13-Lasker2021	0.010405463	0.009560164	0.011372746	0.007216397	0.009717524	0.010540693	0.005719734	0.010182579	0.007826232	0.008834719	0.01983424	0.007689545	0.009646341	0.011101706	0.009510267	0.011832689	0.011931938	0.016397806	0.007144819	0.00964481	0.011168535	0.013718985	0.014874721	0.009725157	0.010340176	0.010297381	0.010077192	0.017605437	0.008420371	0.009124587	0.009915347	0.013162832	0.013086639	0.015514202	0.013901918	0.008579947	0.013572807	0.009995791	0.011791753	0.011404444	0.012013745	0.008039353	0.010752377	0.009736346	0.026030714	0.01347282	0.010627739	0.007815141	0.008579136	0.010399675	0.013012866	0.010164123	0.008765271	0.007860356	0.006165027	0.006486173	0.002335188	0.007248434	0.006900272	0.002180481	0.002047328	0.01066987
Proteobacteria	S77C156-Lasker2021	5.89E-05	3.34E-05	0.000483392	2.10E-05	0.000664965	8.78E-05	6.04E-05	6.39E-05	5.25E-05	3.32E-05	0.00032099	9.18E-05	0.000495981	0.000168854	5.76E-05	0.00074764	0.000610561	0.000898766	0.000626418	0.000456696	0.000796519	0.000730615	0.000812312	0.000619565	0.000802848	0.000652841	0.005958813	0.000857973	0.000348129	0.0003396	0.00054152	0.000637461	0.000819327	0.001033483	0.000735081	0.001070881	0.000864266	0.000426495	0.000661605	0.000760703	0.000597039	0.000674562	0.000759826	0.000675662	0.006297522	0.00087965	0.000804915	0.000904786	0.000571605	0.000688245	0.000671165	0.00103694	0.000651553	0.007872066	0.001157726	0.007543251	0.009615391	0.000761388	0.000525563	0.007688869	0.010616369	0.000929391
Cyanobacteria	S78C1026-Flyer2018	0.001409173	0.000720795	0.017860537	0.000599192	0.034771215	0.002836797	0.003982867	0.001362922	0.006055735	0.000719245	0.001745871	0.001133057	0.006701646	0.002417952	0.000545683	0.034057386	0.033660408	0.02003799	0.027224503	0.005093148	0.049050935	0.042207643	0.01456111	0.020775152	0.022857439	0.005356342	0.003270936	0.015617101	0.007173574	0.005892185	0.010969127	0.040434685	0.036636323	0.05401008	0.015723944	0.1228775	0.037137084	0.010282743	0.021852223	0.03171935	0.016962988	0.006983764	0.07313568	0.020073721	0.005495219	0.037902195	0.013352199	0.09238672	0.020370135	0.038443267	0.017800827	0.06510281	0.032777905	0.008373904	0.098564915	0.003130005	0.003145653	0.053349696	0.048722796	0.005901291	0.002949267	0.07381803
Proteobacteria	S78C156-Lasker2021	4.28E-05	2.91E-05	0.000461239	5.52E-05	0.000594251	0.000107022	6.65E-05	5.79E-05	4.40E-05	1.93E-05	0.000281476	8.02E-05	0.000485848	0.000115466	3.96E-05	0.000734098	0.000567236	0.000839138	0.000637305	0.000418274	0.000658915	0.000759718	0.00060392	0.000466164	0.000684497	0.000576196	0.005540939	0.000602116	0.000272404	0.000256499	0.000434126	0.000843988	0.000554611	0.000882894	0.000811665	0.001065555	0.000755353	0.000507579	0.000653722	0.000626713	0.000517532	0.000552478	0.000594317	0.000493096	0.006055026	0.000658162	0.000713701	0.000570573	0.000402857	0.000579783	0.000539787	0.000772097	0.000569959	0.007499326	0.001048804	0.00694037	0.008700738	0.000605226	0.000467158	0.007429244	0.009719276	0.000755204
Proteobacteria	S79C13816-Flyer2018	1.79E-05	4.19E-06	1.41E-05	5.75E-06	1.74E-05	8.47E-06	5.22E-05	0.029482963	9.29E-06	5.24E-06	9.67E-06	3.12E-06	1.03E-05	2.60E-05	0.01744265	0.009840681	7.90E-06	0.001728857	0.000691481	0.001805565	0.001370303	0.052713905	0.016278518	0.001824512	6.90E-06	4.27E-06	9.10E-06	4.04E-06	1.01E-05	0.018052064	0.008407312	1.52E-06	4.50E-06	6.41E-06	3.89E-06	5.52E-06	1.37E-05	0.022018677	0.003847464	2.17E-06	1.77E-06	6.35E-06	4.66E-06	8.31E-06	1.59E-05	0.011722981	0.007293113	2.19E-05	1.49E-06	6.80E-06	1.78E-06	3.19E-06	1.65E-05	0.015973087	0.005210074	7.97E-06	1.27E-05	8.26E-06	1.10E-05	2.19E-05	0.011832469	0.006201736
Proteobacteria	S79C156-Lasker2021	5.63E-05	3.34E-05	0.00050203	5.93E-05	0.000684517	3.88E-05	7.23E-05	6.61E-05	5.06E-05	2.14E-05	0.000334231	7.28E-05	0.000438878	0.000153865	6.29E-05	0.000750686	0.000485778	0.000749265	0.000570112	0.000368192	0.000662551	0.000852883	0.00062049	0.000581739	0.000936346	0.000535096	0.005807396	0.00074887	0.00025998	0.000420023	0.000514984	0.000634108	0.000709539	0.000798883	0.000692211	0.001095563	0.00079741	0.000561547	0.000561057	0.00077447	0.000532538	0.000448837	0.000656124	0.000552414	0.006383465	0.000757357	0.000676399	0.000498169	0.000412232	0.000499473	0.000534206	0.000832982	0.000553096	0.006852451	0.001072164	0.006804244	0.00959533	0.000514018	0.00044977	0.007204647	0.010393677	0.000737614
Bacteroidota	S79C509-Lasker2021	0.000134391	0.000118841	0.001722653	0.000122474	0.003059805	0.000195732	0.000226188	0.000149324	0.00023568	0.000168991	0.00084354	0.000355142	0.001296722	0.00027769	0.000167038	0.002533017	0.002131954	0.003133655	0.002554914	0.000827657	0.003086397	0.002844155	0.002818007	0.002203976	0.002719574	0.001293337	0.03803438	0.002690643	0.001566385	0.001579096	0.001857482	0.002391752	0.00238118	0.002718442	0.002456731	0.004547041	0.002638594	0.001951737	0.001840194	0.002989362	0.001924056	0.00109543	0.002320831	0.001875117	0.022120321	0.00294998	0.002317632	0.002675692	0.001999717	0.002731361	0.002039744	0.002865376	0.00179137	0.012575737	0.003612215	0.03536254	0.006061578	0.002382767	0.001383948	0.009270979	0.005450429	0.002344141
Planctomycetota	S79C9-Lasker2021	0.00141509	0.001026699	0.002578423	0.000843693	0.002882331	0.001364181	0.00080531	0.000940594	0.000863535	0.001061598	0.004453279	0.000837445	0.002357728	0.001846972	0.001155221	0.003806122	0.003053263	0.004704385	0.002375827	0.001803231	0.003246961	0.004427763	0.003690745	0.002452974	0.003299529	0.002314662	0.007393004	0.004587278	0.001738088	0.001760467	0.00252145	0.003478554	0.003952609	0.004009388	0.004395355	0.004779302	0.004253195	0.002434978	0.003110228	0.003810138	0.003076966	0.002407393	0.003753064	0.003066366	0.023169793	0.005139922	0.003294644	0.003550298	0.002430102	0.002969411	0.003701631	0.004447095	0.00269237	0.072649226	0.004800313	0.01175027	0.11986532	0.003006675	0.00291928	0.0779811	0.097505935	0.005328521
Bacteroidota	S7C1457-Lasker2018	0.000725124	0.00101753	0.001728846	0.001007223	0.002864786	0.000528334	0.000788804	0.001121645	0.001035565	0.001141569	0.00095949	0.001236085	0.001149301	0.001003151	0.001035565	0.002495617	0.002427882	0.003271597	0.002544473	0.000680369	0.002738362	0.003155392	0.003018617	0.002525247	0.002607981	0.001148139	0.040539533	0.002672589	0.001730903	0.00144588	0.001886574	0.002613133	0.003042385	0.002613095	0.002752845	0.001643812	0.002939638	0.001980459	0.00242948	0.002889374	0.002426819	0.000718812	0.002309118	0.002534706	0.013813325	0.003074075	0.002216721	0.002140167	0.001824606	0.002220848	0.002580969	0.003396995	0.001728791	0.012042389	0.000950345	0.020056838	0.002067283	0.000966253	0.001334896	0.006869051	0.0037431	0.002092144
Bacteroidota	S7C350-Lasker2018	0.015531283	0.02126934	0.06952535	0.014674531	0.15260252	0.022252373	0.01130557	0.025802383	0.025398977	0.016767835	0.08990065	0.019671017	0.067794815	0.03124668	0.027788557	0.12652627	0.09902308	0.12666826	0.109191656	0.069369905	0.177207	0.15378574	0.122610286	0.09551542	0.15149437	0.09382154	0.2513831	0.12889531	0.10538851	0.09057063	0.08415689	0.1259944	0.12126442	0.12091526	0.11884077	0.2155202	0.15541765	0.09188385	0.10110657	0.16465911	0.089750655	0.09413721	0.1250867	0.10432036	0.20131622	0.17221543	0.07459217	0.12269037	0.08800992	0.12557083	0.077944025	0.17952423	0.086759195	0.24542461	0.12659243	0.16975571	0.17118777	0.08393841	0.07181975	0.21893047	0.2206542	0.12516758
Proteobacteria	S80C123-Lasker2021	0.002074403	0.002129863	0.000335935	0.001003083	0.000819146	0.002859769	0.000579416	0.002023268	0.002129359	0.001316106	0.009028159	0.001804578	0.000654996	0.002669842	0.002483073	0.000874974	0.000472258	0.000956204	0.00068815	0.000732843	0.000721364	0.000722859	0.000786204	0.000436621	0.001215872	0.00098689	0.017132092	0.000788362	0.000138585	0.000130377	0.000528259	0.00056669	0.000689019	0.000898307	0.001019936	0.000709454	0.000918665	0.000680834	0.000646831	0.001049295	0.000633944	0.001284615	0.000573812	0.000616476	0.007742464	0.000715557	0.000576115	0.00042679	0.000488013	0.000437427	0.000525062	0.000484075	0.000442068	0.00905555	0.000345239	0.004179417	0.002317723	0.000349014	0.000172058	0.007611184	0.004802164	0.000625346
Bacteroidota	S80C257-Lasker2021	4.99E-05	2.47E-05	4.01E-05	4.65E-05	6.31E-05	4.38E-05	2.81E-05	3.16E-05	2.96E-05	3.12E-05	0.000231601	4.18E-05	2.76E-05	2.43E-05	3.13E-05	6.47E-05	4.33E-05	8.50E-05	4.93E-05	3.90E-05	8.98E-05	6.69E-05	7.59E-05	6.52E-05	7.74E-05	2.94E-05	0.000888418	5.07E-05	4.11E-05	5.84E-05	4.25E-05	7.66E-05	6.92E-05	7.90E-05	9.17E-05	0.000159071	8.42E-05	4.36E-05	5.15E-05	9.08E-05	4.21E-05	2.55E-05	6.67E-05	6.29E-05	0.001549566	5.31E-05	0.000121628	9.07E-05	6.69E-05	7.48E-05	7.33E-05	9.21E-05	7.29E-05	0.001390746	0.000147129	0.001348336	0.002777646	4.79E-05	7.37E-05	0.001645239	0.003220824	0.000100467
Bacteroidota	S80C462-Lasker2021	0.000327972	0.000325508	0.006427167	0.000528502	0.012372476	0.000450056	0.000664337	0.000631786	0.000515498	0.000362906	0.002869211	0.001211492	0.005493152	0.00082415	0.000416705	0.008970499	0.007425468	0.011391423	0.009208976	0.004209532	0.011275816	0.010400021	0.01076744	0.00793964	0.010078754	0.006565603	0.12369664	0.009477211	0.002915308	0.002665747	0.006928185	0.008675708	0.008658593	0.007844701	0.011114103	0.010098624	0.009397293	0.007078922	0.007274709	0.0112765	0.007422776	0.005892356	0.008169224	0.007565983	0.0795599	0.010921007	0.009276641	0.007880818	0.007379114	0.008728189	0.006957135	0.010153024	0.006031809	0.046168216	0.008552057	0.12340653	0.022731213	0.005873606	0.004944992	0.025915498	0.021461898	0.007517124
Bacteroidota	S80C762-Lasker2021	0.001118837	0.000823331	0.000284563	0.000832338	0.00074857	0.000758212	0.000805498	0.00096697	0.001055776	0.000759969	0.004472941	0.000976436	0.000248961	0.00140635	0.001092447	0.000273702	0.000475446	0.000650202	0.000450674	0.000250841	0.000488362	0.000705877	0.00033613	0.000346967	0.000309244	0.000428506	0.021915829	0.000283283	0.000139191	0.000172064	0.000218227	0.000309041	0.000329962	0.000305805	0.000350571	0.000464737	0.000625342	0.000342982	0.000316596	0.000313671	0.000316912	0.000470583	0.000310585	0.000299753	0.037972413	0.000420547	0.001204012	0.000364024	0.000258773	0.000343865	0.000317807	0.000369143	0.000478031	0.06366371	0.000481401	0.033318285	0.14271618	0.000515476	0.000501744	0.12679152	0.14741111	0.002579382
Proteobacteria	S81C114-Lasker2021	0.000407259	0.000343174	0.001948461	0.000207922	0.002288559	0.000481319	0.000213334	0.000307914	0.000390199	0.000310126	0.0026055	0.000434301	0.001463772	0.000569257	0.000428952	0.002097332	0.001985751	0.002653246	0.001732683	0.001342205	0.002092447	0.002352706	0.002204703	0.001948961	0.002289429	0.001693301	0.021017676	0.002110807	0.001702841	0.00203445	0.001867416	0.001820118	0.002365679	0.00264718	0.002031762	0.002231779	0.00209807	0.001598085	0.001643732	0.001936809	0.002009748	0.001138036	0.001626207	0.001374925	0.022203583	0.002321879	0.002643564	0.002013435	0.001672886	0.002334761	0.002204826	0.002125955	0.001647889	0.009948866	0.002758499	0.023720216	0.01169025	0.001672416	0.001399908	0.007477926	0.012281416	0.001636817
Proteobacteria	S81C1533-Lasker2021	0.000381943	0.000332996	0.000174326	0.000291991	0.000248087	0.00035863	0.000299621	0.000414228	0.000337842	0.000346412	0.000296094	0.000333669	0.000148662	0.000311245	0.00032944	0.000212053	0.000212991	0.000270459	0.000155504	0.000186991	0.000197984	0.000239425	0.000256626	0.000171489	0.000221808	0.000352861	0.007233297	0.00027817	0.000164682	0.000223772	0.000160107	0.000233278	0.000209777	0.000235304	0.000251106	0.000221608	0.00020083	0.000166452	0.000204266	0.000202505	0.000175231	0.00022691	0.000256225	0.00017304	0.006948751	0.000206856	0.000288361	0.00015559	0.000170965	0.000139347	0.000247928	0.000194368	0.000165162	0.005273476	0.000220677	0.0180202	0.009574673	0.000162596	0.000189917	0.00692967	0.009014257	0.000300844
Proteobacteria	S81C214-Lasker2021	0.002101197	0.001845124	0.003984833	0.001402661	0.004603445	0.002533671	0.001181745	0.001774903	0.001969024	0.001462133	0.011232441	0.001892283	0.003780537	0.002630975	0.002386945	0.004670205	0.004566258	0.005612966	0.003497405	0.003419917	0.00416055	0.005100737	0.004496606	0.004212343	0.005010956	0.004495256	0.055249598	0.004772296	0.002075541	0.002320031	0.004286688	0.004592723	0.004707707	0.005357822	0.005429442	0.006072917	0.004738642	0.004215563	0.004254703	0.004305725	0.004324496	0.004132029	0.003772625	0.003611383	0.0846932	0.004934908	0.006160829	0.003482085	0.003703736	0.004613333	0.003790837	0.004355124	0.003643331	0.07474123	0.007102427	0.07710071	0.2053861	0.003969069	0.003965302	0.114227206	0.20685211	0.006170796
Bacteroidota	S82C280-Lasker2021	0.004403655	0.005081608	0.004101597	0.006914261	0.008521466	0.003852948	0.005693297	0.007549376	0.004542192	0.008969152	0.008490402	0.006097688	0.005273517	0.00859741	0.005032579	0.007502714	0.004945563	0.011434112	0.005357693	0.006170559	0.008853157	0.008265178	0.011191732	0.005534845	0.010036002	0.008008673	0.016633222	0.011923591	0.007330645	0.005744642	0.004744135	0.006275517	0.007133594	0.006326116	0.010492167	0.006420914	0.008641119	0.005946331	0.007199439	0.008542072	0.007051018	0.009185324	0.006087362	0.008379962	0.006399767	0.009611306	0.004963077	0.005536616	0.004085663	0.004345934	0.006882062	0.007809518	0.004250335	0.006586437	0.00234311	0.007200797	0.000542381	0.003394137	0.003013048	0.002627771	0.000704739	0.005369593
Proteobacteria	S82C456-Lasker2021	0.001539351	0.001267777	0.00264665	0.000913289	0.004540131	0.001936283	0.001111037	0.001439784	0.00174282	0.00080228	0.00994445	0.001500731	0.002911859	0.002835991	0.002012968	0.004698193	0.004412109	0.005828855	0.003851357	0.002625186	0.004921819	0.005953096	0.004530056	0.003539868	0.005181255	0.003748869	0.052087303	0.005005403	0.00175657	0.00225362	0.003489852	0.004006373	0.005066077	0.005995242	0.004939699	0.008475208	0.005555202	0.003305645	0.00417145	0.004620825	0.004047018	0.004090407	0.004068726	0.004136854	0.06499878	0.004537955	0.004965385	0.00481278	0.002927222	0.004555264	0.003909565	0.006238669	0.003714931	0.16732092	0.007323162	0.076360285	0.16196284	0.005203353	0.004141949	0.23919167	0.22902969	0.008325608
Marinisomatota	S82C679-Lasker2021	0.001376465	0.001211959	0.013803199	0.001428306	0.008117306	0.001440878	0.001712186	0.001697535	0.001223228	0.001439216	0.004668563	0.001760915	0.011351501	0.001855455	0.00131954	0.00837648	0.011023987	0.007981222	0.006969845	0.012537801	0.007420277	0.008052338	0.010779795	0.01339328	0.005194153	0.013423902	0.10714939	0.007293542	0.006465977	0.006210664	0.009893394	0.010632817	0.008448187	0.006549134	0.010920891	0.006661117	0.006830499	0.010251985	0.010792292	0.006829549	0.012337567	0.00949808	0.006122082	0.01051581	0.15375863	0.004179319	0.016383888	0.006010876	0.012720849	0.015327322	0.012927664	0.009232619	0.00958827	0.081170045	0.009997582	0.16016282	0.12498328	0.009816223	0.009414921	0.08384946	0.10130749	0.006385105
Marinisomatota	S83C746-Lasker2021	0.2725259	0.3100807	0.02954468	0.30227205	0.028522579	0.21001226	0.17770396	0.32987994	0.2587389	0.28182697	0.22359602	0.2635583	0.04422712	0.25971496	0.27052855	0.034611188	0.032523952	0.023675706	0.02219529	0.0609303	0.029148212	0.030323561	0.031662263	0.032914024	0.032904215	0.053521182	0.060480528	0.029414568	0.038344417	0.039453425	0.038908143	0.031814583	0.027180785	0.029118605	0.03184978	0.032529075	0.029039431	0.04238831	0.037530493	0.029736655	0.036259346	0.0751762	0.02605114	0.03725204	0.05301746	0.024942383	0.03126706	0.025590193	0.027240392	0.020242043	0.020389477	0.022849236	0.032365605	0.0466719	0.020555016	0.008220866	0.004036872	0.027135858	0.013613343	0.007263938	0.004458922	0.021422433
Bacteroidota	S84C142-Lasker2021	0.001018335	0.000815809	0.000337029	0.000514797	0.000607224	0.000901293	0.000401418	0.000931361	0.000861418	0.000730337	0.00378252	0.000662465	0.000229895	0.001057874	0.001002437	0.000477614	0.000327341	0.000758564	0.000484875	0.000249128	0.000576432	0.000818401	0.000589822	0.000342936	0.000504532	0.000369783	0.010352436	0.00054241	0.000169341	0.000246888	0.000288395	0.000497392	0.000397932	0.000680769	0.000582458	0.000958406	0.000619951	0.000291962	0.000303931	0.000583467	0.000363572	0.000438833	0.000512343	0.000325285	0.02802218	0.000672446	0.001067049	0.000496113	0.000327272	0.000448834	0.000348645	0.000434711	0.000360383	0.018893939	0.000742704	0.028453762	0.09218197	0.000388051	0.000489242	0.04322276	0.08225256	0.001365449
Proteobacteria	S84C29-Lasker2021	0.000555906	0.000406916	0.000432625	0.000427684	0.000681822	0.000438222	0.000588311	0.000383956	0.000441033	0.000418068	0.002244331	0.000896936	0.00040296	0.000812908	0.000510216	0.000544836	0.00045888	0.001050078	0.000794488	0.000336512	0.000754961	0.000750953	0.000608241	0.00039066	0.000628228	0.000521775	0.086615	0.000854162	0.000362879	0.000488613	0.000531507	0.000573392	0.000688602	0.000797367	0.000874168	0.00046426	0.000817668	0.000435246	0.000479906	0.000482092	0.000618985	0.000605523	0.000790675	0.000464149	0.09530934	0.00081522	0.002850778	0.000648782	0.000316847	0.000574466	0.000596499	0.000495196	0.000559584	0.058184613	0.000481663	0.11348473	0.07750214	0.00081686	0.000441674	0.05632459	0.07591054	0.001404419
Thermoplasmatota	S85C420-Lasker2021	0.000449314	0.000301377	0.020114815	0.000392009	0.008581077	0.000661967	0.000529667	0.000581666	0.000565446	0.000306739	0.003559245	0.00069686	0.012448516	0.000816447	0.000433291	0.008118626	0.01614877	0.008388819	0.007681267	0.00939614	0.006099178	0.007718967	0.008767379	0.017924296	0.004677523	0.010885384	0.060684048	0.007528054	0.011408679	0.013334589	0.014432746	0.011572126	0.009300765	0.009631847	0.011246923	0.006871796	0.007289303	0.014668932	0.013303569	0.006984142	0.013951127	0.006890464	0.006943703	0.012199506	0.05994212	0.004494117	0.018465841	0.007411149	0.01827421	0.02183116	0.01787762	0.012769383	0.012823238	0.02314926	0.01716395	0.04867292	0.020020183	0.012512448	0.013654304	0.017568765	0.019182498	0.006269283
